id,family,candidate_source,rule_class,old_prediction,new_prediction,answer,old_correct,new_correct,accepted,rejection_reason,candidate_count,conflict_count,proof
b8722d19,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule3,11110100,11000100,00100100,False,False,False,reject_rule_class_has_losses,1,0,"0:unary:NOT(2)->1 | 1:binary:XNOR(2,4)->1 | 2:binary:AND(2,7)->0 | 3:binary:XOR(3,4)->0 | 4:unary:ID(3)->0 | 5:ternary:XO(2,7,0)->1 | 6:unary:ID(1)->0 | 7:unary:ID(2)->0"
8c9fcc6b,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11110111,11110101,11110111,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(1)->1 | 1:unary:ID(2)->1 | 2:binary:OR(0,3)->1 | 3:binary:XOR(1,4)->1 | 4:binary:XOR(2,5)->0 | 5:binary:XOR(3,6)->1 | 6:binary:NOR(3,7)->0 | 7:unary:ID(5)->1"
3a90fdf6,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,10100000,00100000,10100000,True,False,False,reject_rule_class_has_losses,1,0,"0:constant:CONST0()->0 | 1:binary:AND_NOT(0,2)->0 | 2:binary:AND(4,7)->1 | 3:constant:CONST0()->0 | 4:constant:CONST0()->0 | 5:constant:CONST0()->0 | 6:constant:CONST0()->0 | 7:constant:CONST0()->0"
d50746e7,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01000010,01100010,01000010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(2,4)->0 | 1:binary:NOT_AND(3,5)->1 | 2:binary:XNOR(0,7)->1 | 3:binary:NOT_AND(4,7)->0 | 4:unary:ID(0)->0 | 5:unary:ID(1)->0 | 6:unary:ID(2)->1 | 7:unary:ID(3)->0"
12e0ac8c,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,10101001,11101101,10101001,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(2,6)->1 | 1:binary:OR(0,7)->1 | 2:binary:XNOR(0,4)->1 | 3:binary:XNOR(1,5)->0 | 4:binary:XNOR(2,6)->1 | 5:binary:OR(0,7)->1 | 6:unary:NOT(4)->0 | 7:binary:OR_NOT(0,5)->1"
05ca617c,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11011011,11111111,11011011,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XOR(0,7)->1 | 1:binary:OR_NOT(0,2)->1 | 2:binary:NAND(0,2)->1 | 3:binary:OR_NOT(2,4)->1 | 4:binary:OR_NOT(3,5)->1 | 5:constant:CONST1()->1 | 6:binary:OR_NOT(5,7)->1 | 7:binary:NAND(0,2)->1"
4353cd0b,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00100001,00101001,00100001,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(2)->0 | 1:unary:ID(3)->0 | 2:unary:ID(4)->1 | 3:binary:XOR(0,5)->0 | 4:binary:NAND(1,2)->1 | 5:binary:XNOR(1,2)->0 | 6:unary:ID(3)->0 | 7:unary:ID(4)->1"
5b9964c7,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00011011,00001111,00011011,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(5)->0 | 1:unary:ID(6)->0 | 2:unary:ID(7)->0 | 3:unary:ID(0)->0 | 4:binary:OR(1,2)->1 | 5:binary:OR_NOT(1,5)->1 | 6:binary:OR(1,3)->1 | 7:binary:OR(4,5)->1"
3cfc5f9c,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01110111,00010111,01110111,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(0,6)->0 | 1:binary:NOT_AND(0,6)->0 | 2:binary:NOR(0,2)->0 | 3:binary:XNOR(6,7)->1 | 4:unary:NOT(7)->0 | 5:constant:CONST1()->1 | 6:constant:CONST1()->1 | 7:constant:CONST1()->1"
114a7439,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01110001,11110001,01110001,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(3)->1 | 1:binary:NOT_AND(1,5)->1 | 2:unary:ID(5)->1 | 3:unary:ID(6)->1 | 4:unary:ID(7)->0 | 5:unary:ID(0)->0 | 6:unary:ID(1)->0 | 7:unary:ID(2)->1"
343095d3,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01010100,01000100,01010100,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND_NOT(1,4)->0 | 1:binary:AND_NOT(2,5)->1 | 2:binary:AND(0,1)->0 | 3:binary:AND(0,4)->0 | 4:unary:ID(5)->0 | 5:unary:ID(6)->1 | 6:unary:ID(7)->0 | 7:unary:ID(0)->0"
6b11c05f,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00100010,00001011,00100010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(3,6)->0 | 1:unary:NOT(4)->0 | 2:constant:CONST0()->0 | 3:binary:AND_NOT(1,6)->0 | 4:binary:XOR(2,7)->1 | 5:unary:ID(3)->0 | 6:unary:ID(4)->1 | 7:constant:CONST1()->1"
eea91b82,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00101111,00101110,00101111,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(3,6)->0 | 1:binary:XNOR(1,6)->0 | 2:binary:XNOR(0,5)->1 | 3:binary:XNOR(1,6)->0 | 4:binary:XNOR(2,7)->1 | 5:binary:OR_NOT(0,3)->1 | 6:unary:NOT(4)->1 | 7:unary:NOT(5)->0"
0f7ddd75,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11110110,11111110,11110110,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:OR(1,2)->1 | 1:binary:OR(2,3)->1 | 2:binary:OR(3,4)->1 | 3:binary:NOT_OR(1,5)->1 | 4:binary:NOT_OR(0,5)->1 | 5:binary:OR(3,6)->1 | 6:binary:OR(0,7)->1 | 7:unary:ID(1)->0"
a6704625,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00001101,00001111,00001101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(1,4)->0 | 1:binary:XNOR(2,5)->0 | 2:binary:XNOR(3,6)->0 | 3:unary:ID(0)->0 | 4:binary:NAND(0,4)->1 | 5:binary:NAND(0,1)->1 | 6:binary:NAND(0,5)->1 | 7:binary:NOT_OR(3,4)->1"
d117113e,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00000000,00100010,00000000,True,False,False,reject_rule_class_has_losses,1,0,"0:constant:CONST0()->0 | 1:constant:CONST0()->0 | 2:unary:ID(1)->1 | 3:constant:CONST0()->0 | 4:unary:ID(2)->0 | 5:binary:AND(3,4)->0 | 6:binary:XOR(0,3)->1 | 7:binary:AND(5,6)->0"
8740ed31,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01101000,00001010,01101000,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND(3,7)->0 | 1:binary:AND_NOT(0,1)->0 | 2:binary:XNOR(0,2)->0 | 3:unary:ID(6)->0 | 4:binary:OR(1,7)->1 | 5:binary:NOT_AND(0,4)->0 | 6:binary:XOR(0,3)->1 | 7:binary:AND_NOT(0,1)->0"
5a19f71a,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11100010,10100010,11100010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND_NOT(1,7)->1 | 1:binary:XOR(2,7)->0 | 2:binary:XOR(5,7)->1 | 3:unary:ID(6)->0 | 4:unary:ID(7)->0 | 5:unary:ID(0)->0 | 6:unary:ID(1)->1 | 7:unary:ID(2)->0"
78d02fc5,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11001001,01001001,11001001,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(0,2)->0 | 1:binary:XNOR(3,7)->1 | 2:unary:NOT(4)->0 | 3:unary:NOT(5)->0 | 4:unary:NOT(6)->1 | 5:unary:NOT(7)->0 | 6:unary:NOT(0)->0 | 7:binary:XNOR(0,1)->1"
21245d76,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule3,01111111,01111110,01111111,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(2,7)->0 | 1:binary:XNOR(0,3)->1 | 2:binary:XNOR(1,4)->1 | 3:binary:XNOR(2,5)->1 | 4:ternary:CHO(1,0,4)->1 | 5:binary:OR_NOT(1,4)->1 | 6:binary:OR(1,2)->1 | 7:unary:NOT(6)->0"
e0eba119,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00010010,00000000,00010010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(1,2)->0 | 1:binary:NOT_AND(2,4)->0 | 2:constant:CONST0()->0 | 3:binary:NOR(0,3)->0 | 4:binary:XOR(5,7)->0 | 5:unary:ID(0)->0 | 6:binary:AND_NOT(0,7)->0 | 7:unary:ID(2)->0"
55014a7a,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01010000,10010010,01010000,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(1,2)->1 | 1:binary:AND_NOT(0,1)->0 | 2:constant:CONST0()->0 | 3:binary:NOT_AND(4,5)->1 | 4:unary:ID(6)->0 | 5:binary:AND_NOT(1,4)->0 | 6:unary:ID(2)->1 | 7:unary:NOT(5)->0"
f8fc43d2,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11100100,11000000,11100100,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(3)->1 | 1:unary:ID(4)->1 | 2:unary:NOT(3)->0 | 3:binary:XOR(1,6)->0 | 4:binary:XOR(2,7)->0 | 5:unary:NOT(5)->0 | 6:binary:XOR(1,4)->0 | 7:binary:XOR(2,5)->0"
c711f9dd,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule1,11000000,01000000,11000000,True,False,False,reject_rule_class_has_losses,1,0,0:constant:CONST0()->0 | 1:unary:NOT(7)->1 | 2:unary:ID(3)->0 | 3:unary:ID(4)->0 | 4:unary:ID(5)->0 | 5:unary:ID(6)->0 | 6:unary:ID(7)->0 | 7:unary:ID(0)->0
55d834d1,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00111111,10101111,00111111,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(3,4)->1 | 1:unary:NOT(4)->0 | 2:unary:NOT(6)->1 | 3:binary:OR(0,1)->0 | 4:binary:NOT_OR(0,1)->1 | 5:binary:NOT_OR(1,2)->1 | 6:binary:NOT_OR(2,3)->1 | 7:binary:NAND(2,3)->1"
5d77eff6,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00011100,00011010,00011100,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(1,5)->0 | 1:binary:XNOR(2,6)->0 | 2:binary:XNOR(3,7)->0 | 3:binary:OR_NOT(0,4)->1 | 4:binary:NOT_OR(0,1)->1 | 5:binary:XNOR(0,3)->0 | 6:binary:OR_NOT(0,2)->1 | 7:binary:NOT_OR(0,4)->0"
1a7c8520,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule3,01100110,00100000,01100000,False,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND(1,2)->0 | 1:constant:CONST0()->0 | 2:unary:ID(3)->1 | 3:unary:ID(1)->0 | 4:binary:NOR(2,4)->0 | 5:ternary:CHO(0,1,6)->0 | 6:unary:ID(1)->0 | 7:binary:AND(1,2)->0"
1c671acc,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11111101,11111001,11111101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:OR_NOT(1,5)->1 | 1:binary:OR(0,4)->1 | 2:binary:OR(4,5)->1 | 3:binary:OR(5,6)->1 | 4:binary:NOT_OR(2,6)->1 | 5:binary:OR_NOT(0,2)->0 | 6:unary:ID(1)->0 | 7:unary:ID(2)->1"
202af98d,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_partial_fallback2_maxrule5,11111101,10000110,11111101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(1,3)->1 | 1:binary:XNOR(0,4)->0 | 2:fallback:DEFAULT_OUT2_0()->0 | 3:ternary:CHO(1,5,2)->0 | 4:fallback:DEFAULT_OUT4_0()->0 | 5:binary:OR(0,1)->1 | 6:ternary:XO(0,7,5)->1 | 7:binary:NAND(2,3)->0"
3ace787f,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11111011,01101111,11111011,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XOR(1,3)->0 | 1:binary:NOT_AND(0,4)->1 | 2:binary:XNOR(0,5)->1 | 3:constant:CONST0()->0 | 4:binary:XNOR(2,7)->1 | 5:binary:OR(0,2)->1 | 6:unary:ID(1)->1 | 7:binary:OR(2,4)->1"
2a5d4790,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11111111,11111011,11111111,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(4)->1 | 1:unary:ID(5)->1 | 2:binary:OR_NOT(1,2)->1 | 3:binary:NOT_OR(1,2)->1 | 4:binary:OR(0,3)->1 | 5:unary:NOT(7)->0 | 6:unary:ID(5)->1 | 7:binary:OR(3,6)->1"
59bee375,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,10010101,11011111,10010101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XNOR(0,4)->1 | 1:binary:NAND(0,1)->1 | 2:binary:XNOR(6,7)->0 | 3:binary:OR(0,3)->1 | 4:unary:NOT(6)->1 | 5:binary:NAND(0,1)->1 | 6:binary:OR(0,3)->1 | 7:binary:OR_NOT(0,3)->1"
01248b76,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,11000101,10001101,11000101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XOR(1,4)->1 | 1:constant:CONST0()->0 | 2:binary:XOR(3,6)->0 | 3:binary:OR(4,7)->0 | 4:unary:ID(2)->1 | 5:unary:ID(6)->1 | 6:unary:ID(7)->0 | 7:unary:ID(0)->1"
0dfd7674,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01001110,00001110,01001110,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:XOR(1,6)->0 | 1:binary:NOR(0,6)->0 | 2:binary:XOR(0,3)->0 | 3:binary:XOR(1,4)->0 | 4:binary:XOR(2,5)->1 | 5:binary:XOR(3,6)->1 | 6:binary:XOR(4,7)->1 | 7:unary:ID(5)->0"
8243c91e,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01000101,01000001,01000101,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND(1,4)->0 | 1:binary:NOT_AND(1,2)->1 | 2:binary:AND(1,6)->0 | 3:constant:CONST0()->0 | 4:constant:CONST0()->0 | 5:binary:XOR(0,2)->0 | 6:binary:AND(0,7)->0 | 7:unary:ID(2)->1"
ef2fe526,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01011010,01001000,01011010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND(1,4)->0 | 1:binary:AND(0,2)->1 | 2:binary:AND_NOT(3,4)->0 | 3:binary:AND(1,4)->0 | 4:unary:ID(5)->1 | 5:binary:AND(1,6)->0 | 6:unary:NOT(0)->0 | 7:constant:CONST0()->0"
00fdc0be,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule1,11111111,10111111,11111111,True,False,False,reject_rule_class_has_losses,1,0,0:unary:ID(7)->1 | 1:unary:ID(3)->0 | 2:unary:ID(4)->1 | 3:constant:CONST1()->1 | 4:constant:CONST1()->1 | 5:constant:CONST1()->1 | 6:unary:ID(5)->1 | 7:unary:ID(6)->1
3a7dd604,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01001010,00001010,01001010,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:OR_NOT(0,1)->0 | 1:binary:OR(0,5)->0 | 2:unary:NOT(1)->0 | 3:unary:NOT(2)->0 | 4:unary:NOT(3)->1 | 5:unary:NOT(4)->0 | 6:unary:NOT(5)->1 | 7:binary:XNOR(0,6)->0"
455b6b61,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00111011,00101010,00111011,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(2)->0 | 1:unary:ID(3)->0 | 2:binary:XNOR(0,3)->1 | 3:binary:AND(1,2)->0 | 4:binary:XOR(2,6)->1 | 5:binary:XOR(3,7)->0 | 6:binary:XNOR(0,3)->1 | 7:binary:AND(1,2)->0"
1d08947a,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule1,10010100,10010000,10010100,True,False,False,reject_rule_class_has_losses,1,0,0:unary:ID(2)->1 | 1:unary:ID(3)->0 | 2:unary:ID(4)->0 | 3:unary:ID(5)->1 | 4:unary:ID(6)->0 | 5:unary:NOT(2)->0 | 6:constant:CONST0()->0 | 7:constant:CONST0()->0
a6192d29,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule3,01111110,01000000,00001000,False,False,False,reject_rule_class_has_losses,1,0,"0:binary:AND_NOT(1,4)->0 | 1:ternary:MAJ(0,2,3)->1 | 2:ternary:MAJ(0,1,3)->0 | 3:ternary:MAJ(1,2,4)->0 | 4:ternary:XA(1,7,2)->0 | 5:ternary:CHO(1,3,4)->0 | 6:ternary:CHO(2,5,4)->0 | 7:binary:AND(0,5)->0"
048cc279,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule3,01111000,11110100,01010000,False,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(1)->1 | 1:binary:AND(2,4)->1 | 2:binary:OR(0,1)->1 | 3:ternary:PAR3(0,1,6)->1 | 4:binary:AND(1,7)->0 | 5:binary:AND(1,6)->1 | 6:binary:AND(4,7)->0 | 7:binary:AND(0,5)->0"
ced947c8,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,01001011,10001011,01001011,True,False,False,reject_rule_class_has_losses,1,0,"0:binary:NOT_AND(0,1)->1 | 1:binary:NOR(1,5)->0 | 2:binary:AND_NOT(5,6)->0 | 3:binary:NOR(0,7)->0 | 4:unary:ID(7)->1 | 5:unary:ID(0)->0 | 6:unary:ID(1)->1 | 7:unary:ID(2)->1"
e641791f,bit_manipulation,v365_bit_boolean_grammar,bit_boolean_grammar_l4_ok_fallback0_maxrule2,00010001,00011001,00010001,True,False,False,reject_rule_class_has_losses,1,0,"0:unary:ID(1)->0 | 1:unary:ID(2)->0 | 2:unary:ID(3)->0 | 3:binary:XOR(0,4)->1 | 4:binary:NAND(0,2)->1 | 5:binary:XOR(2,6)->0 | 6:binary:XOR(3,7)->0 | 7:binary:XOR(0,4)->1"
