id,subtype,baseline_prediction,answer,baseline_correct,accepted_cpu_prediction,accepted_cpu_correct,accepted_rule_class,accepted_candidate_source,accepted_proof,cluster_key,priority_reason,status,query,examples_count
cf4c04c0,equation_symbolic_punct,@|#|,-[,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,@|-#|,5
8e411cc7,equation_symbolic_punct,$&&,]]],False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,$&!&},4
48c25e0e,equation_numeric_operator,32,53,False,,False,,,,equation_numeric_operator|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,numeric_operator_residual|answer_chars_seen_in_outputs,unresolved_equation_miss,43&11,3
a98d4d53,equation_symbolic_punct,!$$[,-),False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!$-$[,3
59733f94,equation_symbolic_punct,$/>/,/,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=1|ans_subset_out=1|ans_subseq_q=1,answer_chars_subset_query|answer_subsequence_query|answer_chars_seen_in_outputs,unresolved_equation_miss,$/->/,5
9dae880f,equation_symbolic_punct,:<`\,))[,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,:<}`\,5
ae6be599,equation_symbolic_punct,$?]$,#`,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,$?+]$,3
8494aad3,equation_symbolic_punct,"])<""","""`#&",False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"])*<""",4
e3890bf7,equation_symbolic_punct,(^@{,{@%],False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,(^*{@,3
d29e19a4,equation_symbolic_punct,|''>,?|,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,|'$>',4
b06625c4,equation_symbolic_punct,"""$ $]""",^&/,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"""$*$]",4
52be4988,equation_symbolic_punct,&&&`,'!,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,&&+&`,5
99d6a3b5,equation_symbolic_punct,(<)),?()<,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,(<%)),4
2d3547af,equation_symbolic_punct,\${,))^),False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,\$&\\,4
28b0ff48,equation_symbolic_punct,|^^^,'],False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,|^-^^,3
61557701,equation_symbolic_punct,'{),|&,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,'{+{),4
02902eb3,equation_symbolic_punct,!!$>,>/,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,!!+$>,3
0d90736f,equation_symbolic_punct,::)[,:,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=1|ans_subset_out=1|ans_subseq_q=1,answer_chars_subset_query|answer_subsequence_query|answer_chars_seen_in_outputs,unresolved_equation_miss,::-)[,5
294453b5,equation_symbolic_punct,##!),&(,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,##-!),3
386b6d03,equation_numeric_operator,18,671,False,,False,,,,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,79'97,3
57f6878e,equation_symbolic_punct,|@(!,%{{,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,|@<:(,5
a361a1b7,equation_numeric_operator,46,:46,False,,False,,,,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,53:99,5
d911e8e1,equation_symbolic_punct,@}<',:\:,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,@})<',3
7688e06e,equation_numeric_operator,55,-55,False,-55,True,v274_guarded_numeric_minus_signed_opposite_sign_guarded,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_minus_signed_opposite_sign_guarded,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,63-19,5
5f9f0ed7,equation_symbolic_punct,|!@[,}/!},False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,|!*@[,5
c43b5a13,equation_symbolic_punct,$):$,)|,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,$)+:$,3
b0206bb7,equation_symbolic_punct,$){,]$!,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,${*)},5
638f93ca,equation_symbolic_punct,$]<$,@,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,$<-]$,4
4bfd095a,equation_symbolic_punct,@/[@,{<<<,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,@/*[@,4
7a422e17,equation_symbolic_punct,"#`""",%'!,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"#`@{""",4
5b2523e6,equation_symbolic_punct,><\$,&&,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,><-\$,4
0fe53bac,equation_symbolic_punct,^?(|,"(""",False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,^?+(|,4
274def88,equation_numeric_operator,-92,92,False,92,True,v274_guarded_numeric_minus_signed_opposite_sign_guarded,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_minus_signed_opposite_sign_guarded;v299_same_operator_unique_numeric_dsl,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=1|ans_subset_out=1|ans_subseq_q=1,numeric_operator_residual|answer_chars_subset_query|answer_subsequence_query|answer_chars_seen_in_outputs|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,85-92,5
03a3437f,equation_symbolic_punct,'}>/,-!,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,'}-/>,3
30ac5c8e,equation_symbolic_punct,@\}?,)#?,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,@\+}?,5
ff121f08,equation_symbolic_punct,!%<<,#<,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!%+<<,5
ec8b4875,equation_symbolic_punct,|@<!,"|""]",False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,|@*<!,3
e3fbc768,equation_symbolic_punct,{%??,'(^),False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,{%/??,3
6cc5dafb,equation_symbolic_punct,^&>),)(,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,^&!>),4
d5a03a2e,equation_symbolic_punct,""")&&",>>,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,""""")&&",4
fb623471,equation_numeric_operator,21,-21,False,-21,True,v274_guarded_numeric_minus_direct_negative_restore_sign,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_minus_direct_negative_restore_sign,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,08-29,3
d129b085,equation_symbolic_punct,!>``,##$,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,"!>+`""",4
e582df31,equation_symbolic_punct,"""']@",}@,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,"""'?]@",3
a77be9fa,equation_symbolic_punct,{>$[,"[""",False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,{>|$[,3
4ed6b56f,equation_symbolic_punct,!:`(,"(""/""",False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!:*`(,4
208d7838,equation_symbolic_punct,[&<>,[:,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,[&-<>,5
58c099d2,equation_symbolic_punct,^!#\,-)\,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,^!-#\,3
3cb3fd89,equation_symbolic_punct,]$$),[[&],False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,]$*$),4
a26065d4,equation_symbolic_punct,<&<#,<',False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,<&+<#,5
194695e8,equation_symbolic_punct,!\{<,%,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!\-{<,3
528ec0d8,equation_numeric_operator,39,-39,False,-39,True,v274_guarded_numeric_minus_direct_negative_restore_sign,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_minus_direct_negative_restore_sign,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,11-50,4
57712d01,equation_symbolic_punct,$/'{,-/<,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,$/-'{,5
d98d85c0,equation_symbolic_punct,(@@?,?(&@,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,(@+@?,3
491b8ea5,equation_symbolic_punct,@|]!,)!,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,@|-]!,3
eb1a62f7,equation_symbolic_punct,){>),>!>},False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,)}*>),3
0bb591e6,equation_symbolic_punct,"""$%%""",%?<,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"""$+%%",4
9a19fc2d,equation_symbolic_punct,!&)#,#>[,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!&+)#,5
528b694b,equation_symbolic_punct,>]],"""'",False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,>]<]),4
d1bd7478,equation_numeric_operator,3,30,False,30,True,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_colon_absdiff_restore_trailing_zero,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,37:67,4
fba40625,equation_symbolic_punct,{>?#,'>&,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,{>'?#,4
c5b058d6,equation_numeric_operator,35,134,False,134,True,v274_guarded_numeric_add_direct_over_model_add_variant,v274_guarded_numeric_postprocessor,accepted_no_loss_classes=v274_guarded_numeric_add_direct_over_model_add_variant,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,cpu_solver_verified_gain_not_adapter_gain,94)40,4
837a6ae7,equation_symbolic_punct,"<:{""",<>\>,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"<{*:""",5
d0e1010b,equation_symbolic_punct,|&$|,!&&},False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,|&*$|,4
5a0d5d2a,equation_numeric_operator,55,341,False,,False,,,,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,39+94,3
5a9fcf68,equation_numeric_operator,4,4443,False,,False,,,,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,24@28,3
6e56b39a,equation_symbolic_punct,&#!,-/#,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,&#-!],4
a5f1991c,equation_symbolic_punct,!&&&,/|',False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,!?/&&,5
c7aae192,equation_symbolic_punct,"\""]",">""(",False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"\""*}}",2
e4cc7639,equation_numeric_operator,16,113,False,,False,,,,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,numeric_operator_residual|answer_chars_seen_in_outputs,unresolved_equation_miss,48*64,5
844f826c,equation_symbolic_punct,`@>``,"/""",False,,False,,,,equation_symbolic_punct|alen=2|qlen=3|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,@*>,5
8193e7e0,equation_symbolic_punct,#?&`,??{`,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,#?*&`,4
5bcb572e,equation_symbolic_punct,"""{!""",-!#,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"""{-{!",3
cdec898a,equation_symbolic_punct,>}][?,<?/,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,>}+]?,4
edf364da,equation_symbolic_punct,::{[,$(%,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,::*{[,3
0e009c6d,equation_symbolic_punct,@?`?,`?\!,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,@?'`?,4
b4b73143,equation_symbolic_punct,>!!/,>\:,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,>!%!/,3
861cb154,equation_numeric_operator,10,2271,False,,False,,,,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,14!24,3
90feb0c5,equation_symbolic_punct,?>>>,:<],False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,?>'>>,3
b9f1d959,equation_symbolic_punct,"$""\[""",:>,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"$\+""[",5
ca5db1c0,equation_symbolic_punct,"\boxed({""'|})",^,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,"(""-'|",3
9f1ff166,equation_symbolic_punct,"""]'/",[,False,,False,,,,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"""]-'/",4
432b1110,equation_symbolic_punct,\{<?,%[:?,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,v324_had_candidate_but_failed,unresolved_equation_miss,\{*<?,4
f7d26b8d,equation_symbolic_punct,[}}\,/@,False,,False,,,,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,[}-}\,5
20f0fac9,equation_numeric_operator,65,2976,False,,False,,,,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,31%96,4
26e48e98,equation_symbolic_punct,"""%]%{""",){|,False,,False,,,,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,unresolved_equation_miss,"""])%{",5
5501c054,equation_symbolic_punct,!##^,[#>#,False,,False,,,,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,unresolved_equation_miss,!#$#^,5
ea6d926a,equation_numeric_operator,37,87,False,,False,,,,equation_numeric_operator|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,unresolved_equation_miss,25+62,4
