id,family,query,query_op,answer,baseline_prediction,baseline_correct,candidate_class,status,prediction,candidate_rule_count,unique_prediction_count,candidate_rules,proof,candidate_correct,gain,loss
3ee36e0a,equation_transform,48-99,-,-51,-51,True,same_operator_unique_numeric_dsl,candidate,-51,4,1,rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;sub_ab|revop=0|revres=0;sub_ab|revop=1|revres=1,unique_prediction=-51; candidate_rules=4,True,False,False
3ee36e0a,equation_transform,48-99,-,-51,-51,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3ee36e0a,equation_transform,48-99,-,-51,-51,True,conventional_operator_prior_unique,abstain,,16,4,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=4; candidate_rules=16,False,False,False
963e85bb,equation_transform,52$24,$,76,76,True,same_operator_unique_numeric_dsl,candidate,76,3,1,add|revop=0|revres=0;rev_add|revop=1|revres=0;tens_add_ones_add|revop=0|revres=0,unique_prediction=76; candidate_rules=3,True,False,False
963e85bb,equation_transform,52$24,$,76,76,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
963e85bb,equation_transform,52$24,$,76,76,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b1bc3731,equation_transform,"07""43","""",63,63,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b1bc3731,equation_transform,"07""43","""",63,63,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b1bc3731,equation_transform,"07""43","""",63,63,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
a1523a63,equation_transform,66%31,%,87,87,True,same_operator_unique_numeric_dsl,candidate,87,1,1,a_plus_b_minus1|revop=1|revres=1,unique_prediction=87; candidate_rules=1,True,False,False
a1523a63,equation_transform,66%31,%,87,87,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
a1523a63,equation_transform,66%31,%,87,87,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3383d4ec,equation_transform,39-72,-,66,66,True,same_operator_unique_numeric_dsl,abstain,,14,5,abs_diff|revop=0|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=1|revres=1;digit_sub_ab_mod10_concat|revop=0|revres=0;digit_sub_ab_mod10_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;sub_ab|revop=0|revres=0;sub_ab|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=5; candidate_rules=14,False,False,False
3383d4ec,equation_transform,39-72,-,66,66,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3383d4ec,equation_transform,39-72,-,66,66,True,conventional_operator_prior_unique,abstain,,16,3,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=3; candidate_rules=16,False,False,False
2af7134e,equation_transform,61+41,+,20,20,True,same_operator_unique_numeric_dsl,candidate,20,2,1,abs_diff|revop=0|revres=0;rev_abs_diff|revop=1|revres=0,unique_prediction=20; candidate_rules=2,True,False,False
2af7134e,equation_transform,61+41,+,20,20,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
2af7134e,equation_transform,61+41,+,20,20,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
b26d8818,equation_transform,68]88,],5983,5983,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b26d8818,equation_transform,68]88,],5983,5983,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b26d8818,equation_transform,68]88,],5983,5983,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
8df3daad,equation_transform,45|11,|,34,34,True,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='|' absent from examples,False,False,False
8df3daad,equation_transform,45|11,|,34,34,True,all_numeric_examples_unique_dsl,candidate,4511,1,1,concat_ab|revop=0|revres=0,unique_prediction=4511; candidate_rules=1,False,False,True
8df3daad,equation_transform,45|11,|,34,34,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
791056ce,equation_transform,58{72,{,4922,4922,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
791056ce,equation_transform,58{72,{,4922,4922,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
791056ce,equation_transform,58{72,{,4922,4922,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3c12aeb9,equation_transform,27$15,$,321,321,True,same_operator_unique_numeric_dsl,candidate,321,3,1,add|revop=1|revres=1;rev_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=1,unique_prediction=321; candidate_rules=3,True,False,False
3c12aeb9,equation_transform,27$15,$,321,321,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3c12aeb9,equation_transform,27$15,$,321,321,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
69aa57b3,equation_transform,72+44,+,4472,4472,True,same_operator_unique_numeric_dsl,candidate,4472,2,1,concat_ab|revop=1|revres=1;concat_ba|revop=0|revres=0,unique_prediction=4472; candidate_rules=2,True,False,False
69aa57b3,equation_transform,72+44,+,4472,4472,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
69aa57b3,equation_transform,72+44,+,4472,4472,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
d204b9cc,equation_transform,75)57,),231,231,True,same_operator_unique_numeric_dsl,candidate,231,3,1,add|revop=1|revres=1;rev_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=1,unique_prediction=231; candidate_rules=3,True,False,False
d204b9cc,equation_transform,75)57,),231,231,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
d204b9cc,equation_transform,75)57,),231,231,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
84030b0b,equation_transform,36)12,),24,24,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
84030b0b,equation_transform,36)12,),24,24,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
84030b0b,equation_transform,36)12,),24,24,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3fa49035,equation_transform,24>29,>,696,696,True,same_operator_unique_numeric_dsl,candidate,696,2,1,mul|revop=0|revres=0;rev_mul|revop=1|revres=0,unique_prediction=696; candidate_rules=2,True,False,False
3fa49035,equation_transform,24>29,>,696,696,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3fa49035,equation_transform,24>29,>,696,696,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
56343b77,equation_transform,17+74,+,711,711,True,same_operator_unique_numeric_dsl,candidate,711,1,1,a_plus_b_minus1|revop=1|revres=1,unique_prediction=711; candidate_rules=1,True,False,False
56343b77,equation_transform,17+74,+,711,711,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
56343b77,equation_transform,17+74,+,711,711,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
7ac90433,equation_transform,48-25,-,-23,-23,True,same_operator_unique_numeric_dsl,candidate,23,2,1,rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction=23; candidate_rules=2,False,False,True
7ac90433,equation_transform,48-25,-,-23,-23,True,all_numeric_examples_unique_dsl,candidate,23,2,1,rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction=23; candidate_rules=2,False,False,True
7ac90433,equation_transform,48-25,-,-23,-23,True,conventional_operator_prior_unique,abstain,,16,2,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=2; candidate_rules=16,False,False,False
386b6d03,equation_transform,79'97,',671,18,False,same_operator_unique_numeric_dsl,abstain,,0,0,,"query_op=""'"" absent from examples",False,False,False
386b6d03,equation_transform,79'97,',671,18,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
386b6d03,equation_transform,79'97,',671,18,False,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
a361a1b7,equation_transform,53:99,:,:46,46,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op=':' absent from examples,False,False,False
a361a1b7,equation_transform,53:99,:,:46,46,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
a361a1b7,equation_transform,53:99,:,:46,46,False,conventional_operator_prior_unique,abstain,,16,2,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=0|revres=1;digit_absdiff_concat|revop=1|revres=0;digit_absdiff_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=0|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=2; candidate_rules=16,False,False,False
7688e06e,equation_transform,63-19,-,-55,55,False,same_operator_unique_numeric_dsl,abstain,,4,2,abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=1;rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction_count=2; candidate_rules=4,False,False,False
7688e06e,equation_transform,63-19,-,-55,55,False,all_numeric_examples_unique_dsl,abstain,,4,2,abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=1;rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction_count=2; candidate_rules=4,False,False,False
7688e06e,equation_transform,63-19,-,-55,55,False,conventional_operator_prior_unique,abstain,,16,3,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=3; candidate_rules=16,False,False,False
dbd0e3c9,equation_transform,56*31,*,5631,5631,True,same_operator_unique_numeric_dsl,candidate,5631,2,1,concat_ab|revop=0|revres=0;concat_ba|revop=1|revres=1,unique_prediction=5631; candidate_rules=2,True,False,False
dbd0e3c9,equation_transform,56*31,*,5631,5631,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
dbd0e3c9,equation_transform,56*31,*,5631,5631,True,conventional_operator_prior_unique,abstain,,12,6,digit_mul_mod10_concat|revop=0|revres=0;digit_mul_mod10_concat|revop=0|revres=1;digit_mul_mod10_concat|revop=1|revres=0;digit_mul_mod10_concat|revop=1|revres=1;mul|revop=0|revres=0;mul|revop=0|revres=1;mul|revop=1|revres=0;mul|revop=1|revres=1;rev_mul|revop=0|revres=0;rev_mul|revop=0|revres=1;rev_mul|revop=1|revres=0;rev_mul|revop=1|revres=1,unique_prediction_count=6; candidate_rules=12,False,False,False
2e2d60b2,equation_transform,85+11,+,07,07,True,same_operator_unique_numeric_dsl,candidate,07,1,1,a_plus_b_plus1|revop=1|revres=1,unique_prediction=07; candidate_rules=1,True,False,False
2e2d60b2,equation_transform,85+11,+,07,07,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
2e2d60b2,equation_transform,85+11,+,07,07,True,conventional_operator_prior_unique,abstain,,12,2,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=2; candidate_rules=12,False,False,False
333d93ec,equation_transform,44-73,-,7,7,True,same_operator_unique_numeric_dsl,candidate,7,2,1,abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=1,unique_prediction=7; candidate_rules=2,True,False,False
333d93ec,equation_transform,44-73,-,7,7,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
333d93ec,equation_transform,44-73,-,7,7,True,conventional_operator_prior_unique,abstain,,16,5,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=5; candidate_rules=16,False,False,False
74fff108,equation_transform,65^16,^,49,49,True,same_operator_unique_numeric_dsl,abstain,,8,4,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ba|revop=1|revres=0;rev_sub_ba|revop=1|revres=1;sub_ba|revop=0|revres=0;sub_ba|revop=0|revres=1,unique_prediction_count=4; candidate_rules=8,False,False,False
74fff108,equation_transform,65^16,^,49,49,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
74fff108,equation_transform,65^16,^,49,49,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
274def88,equation_transform,85-92,-,92,-92,False,same_operator_unique_numeric_dsl,candidate,92,2,1,rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction=92; candidate_rules=2,True,True,False
274def88,equation_transform,85-92,-,92,-92,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
274def88,equation_transform,85-92,-,92,-92,False,conventional_operator_prior_unique,abstain,,16,4,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=4; candidate_rules=16,False,False,False
08d8d7e1,equation_transform,65+23,+,88,88,True,same_operator_unique_numeric_dsl,candidate,88,3,1,add|revop=1|revres=1;rev_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=1,unique_prediction=88; candidate_rules=3,True,False,False
08d8d7e1,equation_transform,65+23,+,88,88,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
08d8d7e1,equation_transform,65+23,+,88,88,True,conventional_operator_prior_unique,abstain,,12,1,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=1; candidate_rules=12,False,False,False
42cb233d,equation_transform,59+29,+,881,881,True,same_operator_unique_numeric_dsl,candidate,881,1,1,a_plus_b_plus1|revop=1|revres=1,unique_prediction=881; candidate_rules=1,True,False,False
42cb233d,equation_transform,59+29,+,881,881,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
42cb233d,equation_transform,59+29,+,881,881,True,conventional_operator_prior_unique,abstain,,12,3,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=3; candidate_rules=12,False,False,False
8bebef83,equation_transform,44{77,{,3388,3388,True,same_operator_unique_numeric_dsl,candidate,3388,2,1,mul|revop=0|revres=0;rev_mul|revop=1|revres=0,unique_prediction=3388; candidate_rules=2,True,False,False
8bebef83,equation_transform,44{77,{,3388,3388,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
8bebef83,equation_transform,44{77,{,3388,3388,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
27cec7a9,equation_transform,33:41,:,3341,3341,True,same_operator_unique_numeric_dsl,candidate,3341,1,1,concat_ab|revop=0|revres=0,unique_prediction=3341; candidate_rules=1,True,False,False
27cec7a9,equation_transform,33:41,:,3341,3341,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
27cec7a9,equation_transform,33:41,:,3341,3341,True,conventional_operator_prior_unique,abstain,,16,5,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=0|revres=1;digit_absdiff_concat|revop=1|revres=0;digit_absdiff_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=0|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=5; candidate_rules=16,False,False,False
