id,subtype,rule_class,status,prediction,answer,baseline_prediction,verified_by_weak_label,incorrect_by_weak_label,promotable_after_class_gate,query,example_count,candidate_program_count,unique_prediction_count,proof
00457d26,equation_symbolic_punct,symbolic_position_template,abstain,,@&,[[!',False,False,False,[[-!',4,0,0,nonuniform_rhs_lengths
00457d26,equation_symbolic_punct,symbolic_operator_index_template,abstain,,@&,[[!',False,False,False,[[-!',4,0,0,programs=; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_char_transducer,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,no_global_mapping
518deb39,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,delete_char_sets=; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,keep_char_sets=; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,markers=''; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,markers=''; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,markers=''; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,markers=''; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,markers=''; unique_prediction_count=0
518deb39,equation_symbolic_punct,symbolic_position_template,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,nonuniform_rhs_lengths
518deb39,equation_symbolic_punct,symbolic_operator_index_template,abstain,,$,{}$>,False,False,False,$$-<>,4,0,0,programs=; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_char_transducer,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,no_global_mapping
82109e34,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,delete_char_sets=; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,keep_char_sets=; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,markers=''; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,markers=''; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,markers=''; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,markers=''; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,markers=''; unique_prediction_count=0
82109e34,equation_symbolic_punct,symbolic_position_template,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,nonuniform_rhs_lengths
82109e34,equation_symbolic_punct,symbolic_operator_index_template,abstain,,-@>,'^^^',False,False,False,'^-^^,4,0,0,programs=; unique_prediction_count=0
e1728524,equation_numeric_operator,numeric_same_operator_extended,abstain,,1089,0,False,False,False,99/99,5,0,0,same_operator_examples=0 below_min=2
e3bf0c2c,equation_symbolic_punct,symbolic_char_transducer,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,no_global_mapping
e3bf0c2c,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,delete_char_sets=; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,keep_char_sets=; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,markers=''; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,markers=''; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,markers=''; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,markers=''; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,markers=''; unique_prediction_count=0
e3bf0c2c,equation_symbolic_punct,symbolic_position_template,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,nonuniform_rhs_lengths
e3bf0c2c,equation_symbolic_punct,symbolic_operator_index_template,abstain,,"""`",@`',False,False,False,@`}'',5,0,0,programs=; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_char_transducer,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,no_global_mapping
fdbdf50c,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,delete_char_sets=; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,keep_char_sets=; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,markers=''; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,markers=''; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,markers=''; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,markers=''; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,markers=''; unique_prediction_count=0
fdbdf50c,equation_symbolic_punct,symbolic_position_template,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,nonuniform_rhs_lengths
fdbdf50c,equation_symbolic_punct,symbolic_operator_index_template,abstain,,"-\""",|?|,False,False,False,|\-?|,5,0,0,programs=; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_char_transducer,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,no_global_mapping
47c1d8f5,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,delete_char_sets=; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,keep_char_sets=; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,markers=''; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,markers=''; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,markers=''; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,markers=''; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,markers=''; unique_prediction_count=0
47c1d8f5,equation_symbolic_punct,symbolic_position_template,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,nonuniform_rhs_lengths
47c1d8f5,equation_symbolic_punct,symbolic_operator_index_template,abstain,,]%],/`%`,False,False,False,/`#%`,4,0,0,programs=; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_char_transducer,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,no_pair_mapping
f9a33aa1,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,delete_char_sets=; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,keep_char_sets=; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,markers=''; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,markers=''; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,markers=''; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,markers=''; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,markers=''; unique_prediction_count=0
f9a33aa1,equation_symbolic_punct,symbolic_position_template,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,nonuniform_rhs_lengths
f9a33aa1,equation_symbolic_punct,symbolic_operator_index_template,abstain,,/((`,@($/,False,False,False,@(\$/,4,0,0,programs=; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_char_transducer,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,no_global_mapping
f9799a68,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,delete_char_sets=; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,keep_char_sets=; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,markers=''; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,markers=''; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,markers=''; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,markers=''; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,markers=''; unique_prediction_count=0
f9799a68,equation_symbolic_punct,symbolic_position_template,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,nonuniform_rhs_lengths
f9799a68,equation_symbolic_punct,symbolic_operator_index_template,abstain,,&:/?,:^?\,False,False,False,:^*?\,4,0,0,programs=; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_char_transducer,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,no_global_mapping
c24074a8,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,delete_char_sets=; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,keep_char_sets=; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,markers=''; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,markers=''; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,markers=''; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,markers=''; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,markers=''; unique_prediction_count=0
c24074a8,equation_symbolic_punct,symbolic_position_template,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,nonuniform_rhs_lengths
c24074a8,equation_symbolic_punct,symbolic_operator_index_template,abstain,,&/,]]]%,False,False,False,]]`]%,5,0,0,programs=; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_char_transducer,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,no_global_mapping
893ffb06,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,delete_char_sets=; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,keep_char_sets=; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,markers=''; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,markers=''; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,markers=''; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,markers=''; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,markers=''; unique_prediction_count=0
893ffb06,equation_symbolic_punct,symbolic_position_template,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,nonuniform_rhs_lengths
893ffb06,equation_symbolic_punct,symbolic_operator_index_template,abstain,,-@',@``:,False,False,False,@`-`:,4,0,0,programs=; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_char_transducer,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,no_pair_mapping
cf4c04c0,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,delete_char_sets=; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,keep_char_sets=; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,markers=''; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,markers=''; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,markers=''; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,markers=''; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,markers=''; unique_prediction_count=0
cf4c04c0,equation_symbolic_punct,symbolic_position_template,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,nonuniform_rhs_lengths
cf4c04c0,equation_symbolic_punct,symbolic_operator_index_template,abstain,,-[,@|#|,False,False,False,@|-#|,5,0,0,programs=; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_char_transducer,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,no_global_mapping
8e411cc7,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,delete_char_sets=; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,keep_char_sets=; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,markers=''; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,markers=''; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,markers=''; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,markers=''; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,markers=''; unique_prediction_count=0
8e411cc7,equation_symbolic_punct,symbolic_position_template,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,nonuniform_rhs_lengths
8e411cc7,equation_symbolic_punct,symbolic_operator_index_template,abstain,,]]],$&&,False,False,False,$&!&},4,0,0,programs=; unique_prediction_count=0
48c25e0e,equation_numeric_operator,numeric_same_operator_extended,abstain,,53,32,False,False,False,43&11,3,0,0,same_operator_examples=0 below_min=2
a98d4d53,equation_symbolic_punct,symbolic_char_transducer,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,no_global_mapping
a98d4d53,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,delete_char_sets=; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,keep_char_sets=; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,markers=''; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,markers=''; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,markers=''; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,markers=''; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,markers=''; unique_prediction_count=0
a98d4d53,equation_symbolic_punct,symbolic_position_template,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,nonuniform_rhs_lengths
a98d4d53,equation_symbolic_punct,symbolic_operator_index_template,abstain,,-),!$$[,False,False,False,!$-$[,3,0,0,programs=; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_char_transducer,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,no_global_mapping
59733f94,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,delete_char_sets=; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,keep_char_sets=; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,markers=''; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,markers=''; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,markers=''; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,markers=''; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,markers=''; unique_prediction_count=0
59733f94,equation_symbolic_punct,symbolic_position_template,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,nonuniform_rhs_lengths
59733f94,equation_symbolic_punct,symbolic_operator_index_template,abstain,,/,$/>/,False,False,False,$/->/,5,0,0,programs=; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_char_transducer,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,no_global_mapping
9dae880f,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,delete_char_sets=; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,keep_char_sets=; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,markers=''; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,markers=''; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,markers=''; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,markers=''; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,markers=''; unique_prediction_count=0
9dae880f,equation_symbolic_punct,symbolic_position_template,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,nonuniform_rhs_lengths
9dae880f,equation_symbolic_punct,symbolic_operator_index_template,abstain,,))[,:<`\,False,False,False,:<}`\,5,0,0,programs=; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_char_transducer,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,no_global_mapping
ae6be599,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,delete_char_sets=; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,keep_char_sets=; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,markers=''; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,markers=''; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,markers=''; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_suffix_after_last_marker,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,markers=''; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_remove_first_marker,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,markers=''; unique_prediction_count=0
ae6be599,equation_symbolic_punct,symbolic_position_template,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,nonuniform_rhs_lengths
ae6be599,equation_symbolic_punct,symbolic_operator_index_template,abstain,,#`,$?]$,False,False,False,$?+]$,3,0,0,programs=; unique_prediction_count=0
8494aad3,equation_symbolic_punct,symbolic_char_transducer,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,no_pair_mapping
8494aad3,equation_symbolic_punct,symbolic_delete_selected_chars,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,delete_char_sets=; unique_prediction_count=0
8494aad3,equation_symbolic_punct,symbolic_keep_selected_chars,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,keep_char_sets=; unique_prediction_count=0
8494aad3,equation_symbolic_punct,symbolic_prefix_until_marker,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,markers=''; unique_prediction_count=0
8494aad3,equation_symbolic_punct,symbolic_suffix_after_marker,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,markers=''; unique_prediction_count=0
8494aad3,equation_symbolic_punct,symbolic_prefix_before_last_marker,abstain,,"""`#&","])<""",False,False,False,"])*<""",4,0,0,markers=''; unique_prediction_count=0
