id,family,answer,baseline_prediction,baseline_correct,candidate_prediction,candidate_correct,policy,accepted,delta,solved_bits,proof
f2b23d11,bit_manipulation,10000000,10000000,True,10000000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL3(input), SHL5(input))"
5cbe919f,bit_manipulation,00000000,00000000,True,00000000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL6(input), SHR4(input))"
b43d9cd5,bit_manipulation,11100100,11100100,True,11100100,True,accept_exact_global,True,0,8,Global unary: output = ROL2(input)
64890e18,bit_manipulation,00001100,00001100,True,00001100,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR4(input))"
de91def4,bit_manipulation,10000111,10000111,True,10000111,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL7(input), SHR5(input))"
29e458d6,bit_manipulation,00010010,00010010,True,00010010,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL7(input), SHL1(input))"
7a79ac09,bit_manipulation,11111111,11111111,True,11111111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL3(input), SHR1(input))"
710cf035,bit_manipulation,10000011,10000011,True,10000011,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL1(input), SHR6(input))"
8c9fcc6b,bit_manipulation,11110111,11110111,True,11110111,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL1(input), SHR2(input))"
d6e6f8b5,bit_manipulation,11100001,11100001,True,11100001,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL5(input), SHR7(input))"
3a90fdf6,bit_manipulation,10100000,10100000,True,10100000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL2(input), SHL5(input))"
08df5363,bit_manipulation,01011100,01011100,True,01011100,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL5(input), SHL7(input))"
2facfaa4,bit_manipulation,00111110,00111110,True,00111110,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL1(input), SHR6(input))"
8abcff0f,bit_manipulation,11110111,11110111,True,11110111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL4(input), SHR5(input))"
75ecd32c,bit_manipulation,11100011,11100011,True,11100011,True,accept_exact_global,True,0,8,Global unary: output = ROL6(input)
2ead53dc,bit_manipulation,00000101,00000101,True,00000101,True,accept_exact_global,True,0,8,Global unary: output = SHR4(input)
6890870d,bit_manipulation,01110000,01110000,True,01110000,True,accept_exact_global,True,0,8,Global unary: output = ROL1(input)
1c566511,bit_manipulation,01010010,01010010,True,01010010,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL7(input), SHL6(input))"
4353cd0b,bit_manipulation,00100001,00100001,True,00100001,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR3(input))"
30ba0cf4,bit_manipulation,01101101,01101101,True,01101101,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL6(input), SHR7(input))"
8fbd2477,bit_manipulation,01011010,01011010,True,01011010,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL1(input), SHL3(input))"
ba61b815,bit_manipulation,00001101,00001101,True,00001101,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL7(input), SHR4(input))"
5b9964c7,bit_manipulation,00011011,00011011,True,00011011,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL5(input), SHR2(input))"
a6f7139f,bit_manipulation,11000000,11000000,True,11000000,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL6(input), SHR4(input))"
b2fb65cf,bit_manipulation,11000011,11000011,True,11000011,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL2(input), SHL6(input))"
07ceed47,bit_manipulation,10000101,10000101,True,10000101,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL7(input), SHR3(input))"
7aa4fdf0,bit_manipulation,00000001,00000001,True,00000001,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL4(input), SHL3(input))"
f2014638,bit_manipulation,10011010,10011010,True,10011010,True,accept_exact_global,True,0,8,Global unary: output = ROL6(input)
a8ea0e29,bit_manipulation,00000000,00000000,True,00000000,True,accept_exact_global,True,0,8,Global unary: output = SHL7(input)
3cfc5f9c,bit_manipulation,01110111,01110111,True,01110111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL3(input), SHL4(input))"
114a7439,bit_manipulation,01110001,01110001,True,01110001,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL3(input), SHL6(input))"
343095d3,bit_manipulation,01010100,01010100,True,01010100,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL1(input), SHL4(input))"
a4dd4cce,bit_manipulation,10110010,10110010,True,10110010,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR5(input))"
6b11c05f,bit_manipulation,00100010,00100010,True,00100010,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL6(input), SHL3(input))"
4736daab,bit_manipulation,01000111,01000111,True,01000111,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR5(input))"
efc2b69d,bit_manipulation,10111100,10111100,True,10111100,True,accept_exact_global,True,0,8,Global unary: output = ROL5(input)
a794d193,bit_manipulation,01011101,01011101,True,01011101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL1(input), SHR5(input))"
0f7ddd75,bit_manipulation,11110110,11110110,True,11110110,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL2(input), SHL1(input))"
d117113e,bit_manipulation,00000000,00000000,True,00000000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL7(input), SHR2(input))"
6f7a9048,bit_manipulation,00101000,00101000,True,00101000,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL4(input), SHR1(input))"
8ac52d78,bit_manipulation,00010000,00010000,True,00010000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL5(input), SHL4(input))"
368f20dd,bit_manipulation,10000101,10000101,True,10000101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL3(input), SHR4(input))"
5a19f71a,bit_manipulation,11100010,11100010,True,11100010,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL3(input), SHL5(input))"
4166067c,bit_manipulation,01110110,01110110,True,01110110,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL6(input), SHL7(input))"
49fb46e8,bit_manipulation,01001110,01001110,True,01001110,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR5(input))"
779bb1f3,bit_manipulation,10000001,10000001,True,10000001,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL6(input), SHR7(input))"
e2b02e13,bit_manipulation,01111110,01111110,True,01111110,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL5(input), SHL7(input))"
e0eba119,bit_manipulation,00010010,00010010,True,00010010,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL3(input), SHL1(input))"
55014a7a,bit_manipulation,01010000,01010000,True,01010000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL2(input), ROL4(input))"
0fe06e8c,bit_manipulation,10010010,10010010,True,10010010,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR6(input))"
f8fc43d2,bit_manipulation,11100100,11100100,True,11100100,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL3(input), SHR2(input))"
d40ce15d,bit_manipulation,00010000,00010000,True,00010000,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR3(input))"
c711f9dd,bit_manipulation,11000000,11000000,True,11000000,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL1(input), SHL6(input))"
1c671acc,bit_manipulation,11111101,11111101,True,11111101,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL3(input), SHL2(input))"
b62f2e75,bit_manipulation,00111111,00111111,True,00111111,True,accept_exact_global,True,0,8,Global unary: output = SHR2(input)
c869b4f6,bit_manipulation,10010001,10010001,True,10010001,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL6(input), SHR1(input))"
575f9709,bit_manipulation,01111111,01111111,True,01111111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL3(input), SHR2(input))"
691608b9,bit_manipulation,00101000,00101000,True,00101000,True,accept_exact_global,True,0,8,Global unary: output = SHR2(input)
dc7f150a,bit_manipulation,11001011,11001011,True,11001011,True,accept_exact_global,True,0,8,Global unary: output = ROL7(input)
12e947ca,bit_manipulation,00111110,00111110,True,00111110,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL6(input), SHR1(input))"
2a5d4790,bit_manipulation,11111111,11111111,True,11111111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL4(input), SHR1(input))"
fe6d3aa3,bit_manipulation,10100010,10100010,True,10100010,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL4(input), SHR2(input))"
01248b76,bit_manipulation,11000101,11000101,True,11000101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL1(input), SHL4(input))"
0dfd7674,bit_manipulation,01001110,01001110,True,01001110,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL6(input), SHL1(input))"
ef2fe526,bit_manipulation,01011010,01011010,True,01011010,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL4(input), SHL1(input))"
9d3e7f1a,bit_manipulation,01101010,01101010,True,01101010,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL3(input), SHR6(input))"
00fdc0be,bit_manipulation,11111111,11111111,True,11111111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL7(input), SHL2(input))"
3feeabea,bit_manipulation,10010010,10010010,True,10010010,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR6(input))"
4ada9150,bit_manipulation,01111011,01111111,False,01111011,True,accept_exact_global,True,1,8,"Global binary: output = OR(ROL2(input), SHL4(input))"
455b6b61,bit_manipulation,00111011,00111011,True,00111011,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL2(input), SHR2(input))"
1d08947a,bit_manipulation,10010100,10010100,True,10010100,True,accept_exact_global,True,0,8,Global unary: output = SHL2(input)
eeb60061,bit_manipulation,00000101,00000101,True,00000101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL4(input), SHL7(input))"
20052c2f,bit_manipulation,01100110,01100110,True,01100110,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL5(input), SHR7(input))"
89dfa4c2,bit_manipulation,00111010,00111010,True,00111010,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL2(input), SHL6(input))"
53329505,bit_manipulation,11011111,11011111,True,11011111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL1(input), SHR6(input))"
ced947c8,bit_manipulation,01001011,01001011,True,01001011,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL3(input), SHL4(input))"
0440e6ab,bit_manipulation,01100000,01100000,True,01100000,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL5(input), SHR7(input))"
e641791f,bit_manipulation,00010001,00010001,True,00010001,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL1(input), SHR3(input))"
bcdf9198,bit_manipulation,11111111,11111111,True,11111111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(ID(input), ID(input))"
20cdbdb1,bit_manipulation,11100001,11100001,True,11100001,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR7(input))"
5dffe751,bit_manipulation,01100000,01100000,True,01100000,True,accept_exact_global,True,0,8,Global unary: output = SHL4(input)
d6e5cd59,bit_manipulation,01101111,01101111,True,01101111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL1(input), SHL6(input))"
4c327b55,bit_manipulation,11011100,11011110,False,11011100,True,accept_exact_global,True,1,8,"Global binary: output = XOR(SHL1(input), SHR4(input))"
0f2dec86,bit_manipulation,10111000,10111000,True,10111000,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR1(input))"
e36a0065,bit_manipulation,01110110,01110110,True,01110110,True,accept_exact_global,True,0,8,Global unary: output = ROL2(input)
70bc42af,bit_manipulation,10101010,10101010,True,10101010,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL5(input), SHL3(input))"
8082a958,bit_manipulation,00000000,00000000,True,00000000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL3(input), SHR7(input))"
fd48ee2f,bit_manipulation,10110100,10110100,True,10110100,True,accept_exact_global,True,0,8,Global unary: output = SHL2(input)
4eb990f6,bit_manipulation,00000001,00000001,True,00000001,True,accept_exact_global,True,0,8,Global unary: output = SHR1(input)
85af23eb,bit_manipulation,00001111,00001111,True,00001111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL3(input), SHL7(input))"
d2ac699b,bit_manipulation,10001011,10001011,True,10001011,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL3(input), SHR4(input))"
5374b4ba,bit_manipulation,10101100,10101100,True,10101100,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL5(input), SHR4(input))"
16e73f0e,bit_manipulation,00000001,00000001,True,00000001,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL6(input), SHR4(input))"
87007054,bit_manipulation,10111111,10111111,True,10111111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL4(input), SHL5(input))"
a00fe76a,bit_manipulation,10111011,10111011,True,10111011,True,accept_exact_global,True,0,8,Global unary: output = ROL6(input)
0e3962f6,bit_manipulation,11111110,11111110,True,11111110,True,accept_exact_global,True,0,8,Global unary: output = ROL3(input)
c30a782a,bit_manipulation,01000110,01000110,True,01000110,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL5(input), SHL4(input))"
3d24aef4,bit_manipulation,10100101,10100101,True,10100101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL3(input), SHR7(input))"
