split,id,line_no,family,subcategory,rule_class,negative_type,chosen_box,rejected_box,answer,adapter_prediction,chosen_tokens,rejected_tokens,chosen_rejected_token_ratio,rejected_much_shorter,chosen_box_matches_answer,rejected_box_matches_adapter_prediction,chosen_box_equals_adapter_prediction,chosen_mentions_adapter_prediction,chosen_mentions_public_train_label_audit,chosen_box_count,rejected_box_count,prompt_sha256,source_id
train,v435e_hard_negative_0a94b2de,32,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,@\}`@,]@],@}`@,]@],36,26,1.384615,False,True,True,False,True,True,1,1,0fcf05c92a194330945bb4bad24d8de30c22e8840fd57fa45859f2266e8827b7,0a94b2de
train,v435e_hard_negative_0b0a3643,33,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,"""""",'/%),"""""",'/%),34,26,1.307692,False,True,True,False,True,True,1,1,d9ec4799e46b95b8dccf94ea446c47d182ff0ea6ad877d44e493da361b569d1c,0b0a3643
train,v435e_hard_negative_0babcba2,34,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"?""""",((\\!,"?""""",((\!,35,26,1.346154,False,True,True,False,False,True,1,1,b376a31097effad6b1957b6d5042fbef3e8158df70cc63a1a60eb291cec15a3e,0babcba2
train,v435e_hard_negative_0bcffccd,35,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,10,1,10,1,31,26,1.192308,False,True,True,False,True,True,1,1,96ceb163087e148cc1f28bcf6cf900cb5efc1c9c083c991ff9f5da91924063ae,0bcffccd
train,v435e_hard_negative_0c0683c3,36,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,138,20,138,20,31,26,1.192308,False,True,True,False,True,True,1,1,e24cce0ee65957dc417a1c8356f0287649ceb31165d201af5f409759466b1305,0c0683c3
train,v435e_hard_negative_0c0c6320,37,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,""":!|",>!|\{,""":!|",>!|{,34,34,1.0,False,True,True,False,True,True,1,1,406f403e6a1aa4330c1f632c9917ac69eced9e77991bc89392de1a922602fbbd,0c0c6320
train,v435e_hard_negative_0c30f561,38,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,-],^]^^,-],^]^^,34,26,1.307692,False,True,True,False,True,True,1,1,0798583166ce331eccbf480de8baeecbe7431588d3ce984bf7249a0ca71afab2,0c30f561
train,v435e_hard_negative_0c8a8a16,39,equation_transform,equation_numeric_operator_to_symbolic,equation_numeric_operator_to_symbolic,hard_negative_adapter_exact_wrong,\{17,82,{17,82,37,26,1.423077,False,True,True,False,True,True,1,1,e93f93d1dcfb541e4fc594551aaf9984d773eaa721922e2a8e4ea13133c95976,0c8a8a16
train,v435e_hard_negative_0cdb0aae,40,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,:::,:(/$,:::,:(/$,34,26,1.307692,False,True,True,False,True,True,1,1,d32631bc31e36b6e1bddd535047108034c3eafa91f85fca27b7e454693bb5c7c,0cdb0aae
train,v435e_hard_negative_0cf301cf,41,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,\{<,:#)<,{<,:#)<,40,26,1.538462,False,True,True,False,True,True,1,1,5759123d6a1622d2fde49c34f7d0a48d6a71072fe1efe93f1f934565477b5aee,0cf301cf
train,v435e_hard_negative_0d2e94ff,42,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\}\}^,^&%@,}}^,^&%@,38,26,1.461538,False,True,True,False,True,True,1,1,21db5b613abde8f3d831818fa95ebb1e149c4e9b974b5bf375ca6e99a99e178c,0d2e94ff
train,v435e_hard_negative_0d542478,43,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,\}<,< /&\{,}<,< /&{,36,34,1.058824,False,True,True,False,True,True,1,1,023e1877c7626154d0c524d5f399a5574ba42066598289225fd93cb18349cb3c,0d542478
train,v435e_hard_negative_0dce4039,44,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,-@/,)!#>,-@/,)!#>,34,26,1.307692,False,True,True,False,True,True,1,1,b2635b093574388dc69dc35447c3ffe1529962e5934a0238d7480a698c294dce,0dce4039
train,v435e_hard_negative_0df82d52,45,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"""!!",/\}#`,"""!!",/}#`,34,29,1.172414,False,True,True,False,True,True,1,1,9130c7a06254971dd666369c1c3bbc0d9c84c4e4522e2022b7ca86d2b446dc96,0df82d52
train,v435e_hard_negative_0e2d6796,46,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,|)],!)'!,|)],!)'!,34,26,1.307692,False,True,True,False,True,True,1,1,5c74458cced118894b85cde2056a314d2ab168cea7118a0c5d647f024ddd8826,0e2d6796
train,v435e_hard_negative_0e3307ba,47,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,:$,$/\{|,:$,$/{|,34,34,1.0,False,True,True,False,True,True,1,1,1e3bc21540cb557da20fdb76a7f459c91808efc169587e8ac4349b14ad13e8d0,0e3307ba
train,v435e_hard_negative_0e375364,48,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\}/@,\}$/@,}/@,}$/@,37,30,1.233333,False,True,True,False,True,True,1,1,aef559b6f7c74f92bd4a69d5357c1b966b622726142c39f959c6c1343c8aff2d,0e375364
train,v435e_hard_negative_0f6436da,49,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,$?,'>>$',$?,'>>$',35,26,1.346154,False,True,True,False,True,True,1,1,94416fed740bd2f5567686358e34db8aba79d56e15cb752ea0a06f7e3c77eac7,0f6436da
train,v435e_hard_negative_0f8452df,50,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,159,22,159,22,31,26,1.192308,False,True,True,False,True,True,1,1,867864fdbb261e1c30eeeac2b8e5fda15d3503ae2d6f74ab89061e635cb42b1c,0f8452df
train,v435e_hard_negative_10552d46,51,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,?',(?:(,?',(?:(,34,26,1.307692,False,True,True,False,True,True,1,1,88a5784d09332fcdadeddc0d9e9c99c66dc23870f65887238e20d3b5788cd763,10552d46
train,v435e_hard_negative_10a94678,52,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"""""\\\}",""">)\\","""""\}",""">)\",36,26,1.384615,False,True,True,False,True,True,1,1,184271a030cfc5246b9a4f5f1fca02c40747b37fc39452c6231a3c3cd8cb3880,10a94678
train,v435e_hard_negative_10b71e8a,53,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,#\}:,]?>?,#}:,]?>?,36,26,1.384615,False,True,True,False,True,True,1,1,0eff85ab1efcc33a6160ec8b19b4f8cb5700464b60fe36a57dae4c02f74d6b6b,10b71e8a
train,v435e_hard_negative_10fdae00,54,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,-47,47,-47,47,31,26,1.192308,False,True,True,False,True,True,1,1,6aea063dc976a532f6e5c5f19c1484dd515a2824ec08d87214bc9656ab6a51d1,10fdae00
train,v435e_hard_negative_1153ce4a,55,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,>|>,>``\\`,>|>,>``\`,36,26,1.384615,False,True,True,False,False,True,1,1,ed1d7c0e96e21e4a23b9761737f6f06f3c14463cc28df9b38d4322b7dfd44d02,1153ce4a
train,v435e_hard_negative_11e77bf9,56,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,@',:!&@,@',:!&@,34,26,1.307692,False,True,True,False,True,True,1,1,cfac707932c7a22c44a95b5c80425a0b7efe85c8332709613a72b4b0abb3e940,11e77bf9
train,v435e_hard_negative_124db55f,57,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,4447,3,4447,3,31,26,1.192308,False,True,True,False,True,True,1,1,499ea832d56880ffa37049e94dbc30c6f36487f8a51f76687549ecc73ea20ff0,124db55f
train,v435e_hard_negative_12734c90,58,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,]@>[,#'@],]@>[,#'@],34,26,1.307692,False,True,True,False,True,True,1,1,2949fcd4293f22958f8fa3dcc000969ae148363ca69252a22e9e644be3fb0308,12734c90
train,v435e_hard_negative_1342687b,59,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,<%#<,%<#(,<%#<,%<#(,34,26,1.307692,False,True,True,False,True,True,1,1,0e822d07a00df0821d876f62649eee2044a90421b7ed514f2f63b4d0c70c5e38,1342687b
train,v435e_hard_negative_141a881e,60,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,//%',@\}\}%,//%',@}}%,34,30,1.133333,False,True,True,False,True,True,1,1,3dc13d35c9ecc80357b0ed13392c009757d6202d92594cebfb9ac1b1a33634d8,141a881e
train,v435e_hard_negative_14d4d68e,61,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,-$','/>[,-$','/>[,34,26,1.307692,False,True,True,False,True,True,1,1,cf076edac0ca31ea6562d580e795823c7c413a20bae89ed4911039e4f77d2bab,14d4d68e
train,v435e_hard_negative_1520013c,62,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,[[,\{??[,[[,{??[,34,34,1.0,False,True,True,False,True,True,1,1,073688ac67874af540770fb63d63e04b0b00196bfd08265fc523bb2bc71267b2,1520013c
train,v435e_hard_negative_1545b8f1,63,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,!)>,|$$|,!)>,|$$|,34,26,1.307692,False,True,True,False,True,True,1,1,a3f4d2222f9506e8d8457d74582d49db44fc23befaa9e6b372aa025b233a4abf,1545b8f1
train,v435e_hard_negative_156e8c2c,64,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\{[#,#'\{',{[#,#'{',41,34,1.205882,False,True,True,False,True,True,1,1,205ee4c4690733ad4e20e645fecc8d8733de8a4a207a507d190da384da08b148,156e8c2c
train,v435e_hard_negative_157228d7,65,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,35,*35,35,*35,32,26,1.230769,False,True,True,False,True,True,1,1,4f90471e0837f6c8cad8b32a845b5579cbca7403b1fc9e342dec4dd5ce67bd00,157228d7
train,v435e_hard_negative_15950a46,66,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\}@<[,<$\}&,}@<[,<$}&,38,28,1.357143,False,True,True,False,True,True,1,1,35cf81298fe45ded034049890c04d9b006615d309b9a8d2ff4f1d08f696adabe,15950a46
train,v435e_hard_negative_162ff61a,67,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,?!,?><<,?!,?><<,34,26,1.307692,False,True,True,False,True,True,1,1,a6565175d904139303f5e51a7b97065d97bf4fb36d8818184cc7ff2cef4021e5,162ff61a
train,v435e_hard_negative_16699d43,68,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,10,1,10,1,31,26,1.192308,False,True,True,False,True,True,1,1,40f7af486e7bcb8ea24c501d3aab377a9dd5eccc0c5cc9b95c34727e3e00cd5a,16699d43
train,v435e_hard_negative_16cf827a,69,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"""[``",[|/`,"""[``",[|/`,34,26,1.307692,False,True,True,False,True,True,1,1,f91d51730af69f1c5d76827b3f39463b2ab2dfa2c550d497624ea5fe155b9a3c,16cf827a
train,v435e_hard_negative_16ddcf94,70,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,"""^",!?&!,"""^",!?&!,34,26,1.307692,False,True,True,False,True,True,1,1,8e8a38f5de71b4f9043f591a7a495f500827db37584e84bfa77d28f7effdbc2f,16ddcf94
train,v435e_hard_negative_177f0c22,71,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,/>,>?#[,/>,>?#[,34,26,1.307692,False,True,True,False,True,True,1,1,05c0495bfad711af55c553a8698ed04a62f6eb893b6c9ba38fd840c5b33bcdb3,177f0c22
train,v435e_hard_negative_17d40290,72,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,$:,"\}""]!",$:,"}""]!",34,30,1.133333,False,True,True,False,True,True,1,1,a843a3d4b5ec30b379f768e37b22b32ff56a43991ca4b9fb644aee5fea962d55,17d40290
train,v435e_hard_negative_17d62f7a,73,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,?|:|,:&@&,?|:|,:&@&,34,26,1.307692,False,True,True,False,True,True,1,1,1d40562f4e2d27d2f96a1de7261c5b3219c993ea00b94a704a83db860277e505,17d62f7a
train,v435e_hard_negative_17fe003b,74,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"))""",^<#`,"))""",^<#`,34,26,1.307692,False,True,True,False,True,True,1,1,887e4018d3b52f052b4c0e9a2e79bd06834203c163a98479a5efb3eb27bdc800,17fe003b
train,v435e_hard_negative_180ddd62,75,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,]/,|)[),]/,|)[),34,26,1.307692,False,True,True,False,True,True,1,1,1b83049c6afc3db3ed59f9f01d95ac12631208e51dfcacc07c42742353beb85d,180ddd62
train,v435e_hard_negative_18a4d39d,76,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"#$""/","^""<>","#$""/","^""<>",34,26,1.307692,False,True,True,False,True,True,1,1,9aafdf857fb6c4984833857d6dd9ceeaddcfc379d958e50e763f06bf9b47652e,18a4d39d
train,v435e_hard_negative_18bce168,77,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,@&`\{,&,@&`{,&,39,26,1.5,False,True,True,False,True,True,1,1,1b75e0b77f294ac64fbb980173167e778f4f7ebaf89ad32483237a417ce3a702,18bce168
train,v435e_hard_negative_191ac967,78,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,!>,\}??$,!>,}??$,34,30,1.133333,False,True,True,False,True,True,1,1,205e19025edd2ef95860c59f0fe98ea3b0b3bfa1987de1101fe4fb7ccf6065e3,191ac967
train,v435e_hard_negative_193c21d5,79,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\}>[[,>|%\{,}>[[,>|%{,38,34,1.117647,False,True,True,False,True,True,1,1,1ab31b8ed8d2c9439070756041f0ef6ab34e34a73aff1fb2887ac6f8bf99e16f,193c21d5
train,v435e_hard_negative_196ff375,80,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,@@@,%^#@,@@@,%^#@,34,26,1.307692,False,True,True,False,True,True,1,1,c7a523fda471e0f393d5b1625ea23237029e3864a17d72f8ca13575c1211d483,196ff375
train,v435e_hard_negative_19968602,81,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"""!`|",&/[/,"""!`|",&/[/,34,26,1.307692,False,True,True,False,True,True,1,1,5f7f5d996c6d6b5fc256503558a7f6aa8dc52ef9c4b8843870c623be030c3088,19968602
train,v435e_hard_negative_19ab8087,82,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,^)],\\+!^,^)],\+!^,35,26,1.346154,False,True,True,False,True,True,1,1,d354d1c73e3db0b85caa53685f392fa336537415aa54524e680dd65ada9cc1aa,19ab8087
train,v435e_hard_negative_1a112a8f,83,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,>?,?)|$,>?,?)|$,34,26,1.307692,False,True,True,False,True,True,1,1,ca4c1199e4f8a296cba3aeb06d432cb4b7fc7cc54341cbb44de4c4078edbf748,1a112a8f
train,v435e_hard_negative_1a493b13,84,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,-],@^@:,-],@^@:,34,26,1.307692,False,True,True,False,True,True,1,1,2e3620e2589072d18a2807e282ef368bd6a3306551a90587993a01e9db301f33,1a493b13
train,v435e_hard_negative_1ab54795,85,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,%,(|-\\|,%,(|-\|,36,26,1.384615,False,True,True,False,False,True,1,1,ec2c8c41c6072b02d7beba398637fcb1f0764feb0917ad33a8ba4736a035d5d1,1ab54795
train,v435e_hard_negative_1ac66163,86,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,#'[,``[`,#'[,``[`,34,26,1.307692,False,True,True,False,True,True,1,1,daa1e4df393097942cb92137e9334fb954b99f34b89180f5894acb855e5d1119,1ac66163
