cell_index,cell_type,line_no,flags,text
2,code,55,,"MAX_DISCOVERY_DIRS = int(os.environ.get('KG1_V207B_MAX_DISCOVERY_DIRS', '25000'))"
2,code,56,,"INCLUDE_REJECTED_V206 = os.environ.get('KG1_V207B_INCLUDE_REJECTED_V206', '0') == '1'"
2,code,57,,"RUN_KAGGLE_PUBLIC_DOWNLOAD = os.environ.get('KG1_V207B_RUN_KAGGLE_PUBLIC_DOWNLOAD', '1') == '1'"
2,code,58,,"PUBLIC_DOWNLOAD_MAX_PRIORITY = int(os.environ.get('KG1_V207B_PUBLIC_DOWNLOAD_MAX_PRIORITY', '2'))"
2,code,59,,"PUBLIC_DOWNLOAD_MAX_CANDIDATES = int(os.environ.get('KG1_V207B_PUBLIC_DOWNLOAD_MAX_CANDIDATES', '13'))"
2,code,60,,"LOG_MODE = os.environ.get('KG1_V207B_LOG_MODE', 'essential').strip().lower()"
2,code,61,,"PRINT_COMMAND_OUTPUT = LOG_MODE in ('verbose', 'debug')"
2,code,62,,"LOG_TAIL_LINES = int(os.environ.get('KG1_V207B_LOG_TAIL_LINES', '30'))"
2,code,63,,LOG_POLICY = (
2,code,64,,"    'essential: cell START/END, key Drive paths, command line/rc/elapsed, '"
2,code,65,,"    'artifact counts, eval/gate summaries; full subprocess stdout goes to Drive log files'"
2,code,66,,)
2,code,67,,ALLOW_KAGGLE_SUBMIT = False
2,code,68,,
2,code,69,,"for path in [OUT_ROOT, REPORT_DIR, MANIFEST_DIR, VAL_WEAK_CSV.parent, PUBLIC_KAGGLE_ROOT]:"
2,code,70,,"    path.mkdir(parents=True, exist_ok=True)"
2,code,71,,
2,code,72,progress_log,"print('config =', json.dumps({"
2,code,73,,"    'VERSION': VERSION,"
2,code,74,,"    'ROOT': str(ROOT),"
2,code,75,,"    'OUT_ROOT': str(OUT_ROOT),"
2,code,76,,"    'REPORT_DIR': str(REPORT_DIR),"
2,code,77,,"    'MANIFEST_DIR': str(MANIFEST_DIR),"
2,code,78,,"    'PUBLIC_KAGGLE_ROOT': str(PUBLIC_KAGGLE_ROOT),"
2,code,79,,"    'VAL_CSV': str(VAL_CSV),"
2,code,80,,"    'BASELINE_PREDICTIONS': str(BASELINE_PREDICTIONS),"
2,code,81,,"    'MODEL_NAME': MODEL_NAME,"
2,code,82,,"    'MODEL_REVISION': MODEL_REVISION,"
2,code,83,,"    'VLLM_VERSION': VLLM_VERSION,"
2,code,84,,"    'VLLM_CUDA_FLAVOR': VLLM_CUDA_FLAVOR,"
2,code,85,,"    'PYTORCH_CUDA_INDEX_URL': PYTORCH_CUDA_INDEX_URL,"
2,code,86,,"    'VLLM_WHEEL_URL': VLLM_WHEEL_URL,"
2,code,87,,"    'VLLM_SPEC': VLLM_SPEC,"
2,code,88,,"    'FORCE_VLLM_REINSTALL': FORCE_VLLM_REINSTALL,"
2,code,89,,"    'VLLM_INSTALL_POLICY': VLLM_INSTALL_POLICY,"
2,code,90,,"    'WEAK_FAMILIES': WEAK_FAMILIES,"
2,code,91,,"    'RUN_KAGGLE_PUBLIC_DOWNLOAD': RUN_KAGGLE_PUBLIC_DOWNLOAD,"
2,code,92,,"    'PUBLIC_DOWNLOAD_MAX_PRIORITY': PUBLIC_DOWNLOAD_MAX_PRIORITY,"
2,code,93,,"    'PUBLIC_DOWNLOAD_MAX_CANDIDATES': PUBLIC_DOWNLOAD_MAX_CANDIDATES,"
2,code,94,,"    'RUN_FULL_FOR_POSITIVE': RUN_FULL_FOR_POSITIVE,"
2,code,95,,"    'FORCE_REEVAL': FORCE_REEVAL,"
2,code,96,,"    'HASH_WEIGHTS': HASH_WEIGHTS,"
2,code,97,,"    'LOG_MODE': LOG_MODE,"
2,code,98,,"    'PRINT_COMMAND_OUTPUT': PRINT_COMMAND_OUTPUT,"
2,code,99,,"    'ALLOW_KAGGLE_SUBMIT': ALLOW_KAGGLE_SUBMIT,"
2,code,100,,"}, indent=2, sort_keys=True))"
2,code,101,progress_log,"print('LOG_POLICY =', LOG_POLICY)"
2,code,102,progress_log,"print('VLLM_INSTALL_POLICY =', VLLM_INSTALL_POLICY)"
2,code,103,progress_log,"print('DRIVE_ORGANIZED_OUTPUTS =', json.dumps({"
2,code,104,,"    'run_outputs': str(OUT_ROOT),"
2,code,105,,"    'logs': str(REPORT_DIR),"
2,code,106,,"    'manifests': str(MANIFEST_DIR),"
2,code,107,,"    'downloaded_public_adapters': str(PUBLIC_KAGGLE_ROOT),"
2,code,108,,"}, indent=2, sort_keys=True))"
2,code,109,,if ALLOW_KAGGLE_SUBMIT:
2,code,110,hard_fail,    raise RuntimeError('This notebook is submit-disabled by design.')
2,code,111,progress_log,print('=== V207B CONFIG END ===')
3,code,1,,# CELL: bridge Colab Secrets into environment variables without printing secret values.
3,code,2,progress_log,print('=== V207B COLAB SECRETS BRIDGE START ===')
3,code,3,,import json
3,code,4,,import os
3,code,5,,import pathlib
3,code,6,,
3,code,7,,def read_colab_secret(name):
3,code,8,,    try:
3,code,9,,        from google.colab import userdata  # type: ignore
3,code,10,,    except Exception:
3,code,11,,        return None
3,code,12,,    try:
3,code,13,colab_secret_read,        value = userdata.get(name)
3,code,14,,    except Exception:
3,code,15,,        return None
3,code,16,,    if value is None:
3,code,17,,        return None
3,code,18,,    value = str(value).strip()
3,code,19,,    return value or None
3,code,20,,
3,code,21,,"def set_env_from_secret(env_name, secret_names):"
3,code,22,,    if os.environ.get(env_name):
3,code,23,progress_log,"        print(env_name, 'already_set=True')"
3,code,24,,        return True
3,code,25,,    for secret_name in secret_names:
3,code,26,,        value = read_colab_secret(secret_name)
3,code,27,progress_log,"        print('colab_secret_available', secret_name, '=', bool(value))"
3,code,28,,        if value:
3,code,29,,            os.environ[env_name] = value
3,code,30,progress_log,"            print(env_name, 'set_from_secret=', secret_name)"
3,code,31,,            return True
3,code,32,progress_log,"    print(env_name, 'set_from_secret=False')"
3,code,33,,    return False
3,code,34,,
3,code,35,,"set_env_from_secret('HF_TOKEN', ['HF_TOKEN', 'HF_KEY'])"
3,code,36,,if os.environ.get('HF_TOKEN'):
3,code,37,,"    os.environ.setdefault('HUGGINGFACE_HUB_TOKEN', os.environ['HF_TOKEN'])"
3,code,38,,"    os.environ.setdefault('HF_KEY', os.environ['HF_TOKEN'])"
3,code,39,progress_log,    print('HF_TOKEN_ready=True')
3,code,40,,else:
3,code,41,progress_log,    print('HF_TOKEN_ready=False')
3,code,42,,
3,code,43,,"set_env_from_secret('KAGGLE_USERNAME', ['KAGGLE_USERNAME'])"
3,code,44,,"set_env_from_secret('KAGGLE_KEY', ['KAGGLE_KEY'])"
3,code,45,,kaggle_dir = pathlib.Path('/root/.kaggle')
3,code,46,,kaggle_json = kaggle_dir / 'kaggle.json'
3,code,47,,if os.environ.get('KAGGLE_USERNAME') and os.environ.get('KAGGLE_KEY'):
3,code,48,,"    kaggle_dir.mkdir(parents=True, exist_ok=True)"
3,code,49,,    if not kaggle_json.exists():
3,code,50,,        kaggle_json.write_text(
3,code,51,,            json.dumps(
3,code,52,,                {
3,code,53,,"                    'username': os.environ['KAGGLE_USERNAME'],"
3,code,54,,"                    'key': os.environ['KAGGLE_KEY'],"
3,code,55,,                }
3,code,56,,"            ),"
3,code,57,,"            encoding='utf-8',"
3,code,58,,        )
3,code,59,progress_log,        print('kaggle_json_created_from_colab_secrets=True')
3,code,60,,    else:
3,code,61,progress_log,        print('kaggle_json_already_exists=True')
3,code,62,,    kaggle_json.chmod(0o600)
3,code,63,,"    os.environ.setdefault('KAGGLE_CONFIG_DIR', str(kaggle_dir))"
3,code,64,progress_log,"    print('KAGGLE_CONFIG_DIR =', os.environ.get('KAGGLE_CONFIG_DIR'))"
3,code,65,progress_log,    print('KAGGLE_CREDENTIALS_READY=True')
3,code,66,,else:
3,code,67,progress_log,    print('KAGGLE_CREDENTIALS_READY=False')
3,code,68,progress_log,print('=== V207B COLAB SECRETS BRIDGE END ===')
4,code,1,,# CELL: helper functions and command logging.
4,code,2,progress_log,print('=== V207B HELPERS START ===')
4,code,3,,import importlib
4,code,4,,import json
4,code,5,,import os
4,code,6,,import pathlib
4,code,7,,import subprocess
4,code,8,,import sys
4,code,9,,import time
4,code,10,,
4,code,11,,ESSENTIAL_OUTPUT_PATTERNS = [
4,code,12,,"    'Traceback',"
4,code,13,,"    'RuntimeError',"
4,code,14,,"    'Error:',"
4,code,15,,"    'ERROR',"
4,code,16,,"    'failed',"
4,code,17,,"    'returncode =',"
4,code,18,,"    'vLLM loaded',"
4,code,19,,"    'warmup_elapsed_s',"
4,code,20,,"    'generation_elapsed_s',"
4,code,21,,"    'raw_predictions_pre_score_csv',"
4,code,22,,"    'summary =',"
4,code,23,,"    'accuracy',"
4,code,24,,"    'correct',"
4,code,25,,"    'truncated',"
4,code,26,,"    'predictions_csv',"
4,code,27,,"    'per_task_csv',"
4,code,28,,"    'report_json',"
4,code,29,,"    'tokens_per_second',"
4,code,30,,"    'heartbeat',"
4,code,31,,"    'fresh_python_import_ok',"
4,code,32,,"    'vllm_import_preflight',"
4,code,33,,"    'VLLM_INSTALL_POLICY',"
4,code,34,,"    'libcudart.so',"
4,code,35,,]
4,code,36,,
4,code,37,,def is_essential_output_line(line):
4,code,38,,    return any(pattern in line for pattern in ESSENTIAL_OUTPUT_PATTERNS)
4,code,39,,
4,code,40,command_runner,"def run_cmd(cmd, cwd=None, env=None, log_path=None, check=True):"
4,code,41,,    cmd = [str(x) for x in cmd]
4,code,42,,    started = time.time()
4,code,43,progress_log,"    print('+', ' '.join(cmd))"
4,code,44,,    if cwd:
4,code,45,progress_log,"        print('cwd =', cwd)"
4,code,46,,    log_handle = None
4,code,47,,    if log_path is not None:
4,code,48,,        log_path = pathlib.Path(log_path)
4,code,49,,"        log_path.parent.mkdir(parents=True, exist_ok=True)"
4,code,50,,"        log_handle = log_path.open('w', encoding='utf-8')"
4,code,51,progress_log,"        print('log_path =', log_path)"
4,code,52,,    proc = subprocess.Popen(
4,code,53,,"        cmd,"
4,code,54,,"        cwd=str(cwd) if cwd else None,"
4,code,55,,"        env=env,"
4,code,56,,"        stdout=subprocess.PIPE,"
4,code,57,,"        stderr=subprocess.STDOUT,"
4,code,58,,"        text=True,"
4,code,59,,"        bufsize=1,"
4,code,60,,    )
4,code,61,,    assert proc.stdout is not None
4,code,62,,    suppressed_lines = 0
4,code,63,,    tail_lines = []
4,code,64,,    for line in proc.stdout:
4,code,65,,        tail_lines.append(line.rstrip('\n'))
4,code,66,,        if len(tail_lines) > LOG_TAIL_LINES:
4,code,67,,            tail_lines.pop(0)
4,code,68,,        if PRINT_COMMAND_OUTPUT or is_essential_output_line(line):
4,code,69,progress_log,"            print(line, end='')"
4,code,70,,        else:
4,code,71,,            suppressed_lines += 1
4,code,72,,        if log_handle:
4,code,73,,            log_handle.write(line)
4,code,74,,    rc = proc.wait()
4,code,75,,    if log_handle:
4,code,76,,        log_handle.close()
4,code,77,,    elapsed = time.time() - started
4,code,78,progress_log,"    print('returncode =', rc)"
4,code,79,progress_log,"    print('elapsed_s =', round(elapsed, 1))"
4,code,80,progress_log,"    print('command_output_suppressed_lines =', suppressed_lines)"
4,code,81,,    if log_path is not None:
4,code,82,progress_log,"        print('full_command_log =', log_path)"
4,code,83,,    if rc != 0 and tail_lines:
4,code,84,progress_log,        print('command_tail_on_failure =')
4,code,85,progress_log,        print('\n'.join(tail_lines[-LOG_TAIL_LINES:]))
4,code,86,,    if check and rc != 0:
4,code,87,hard_fail,        raise RuntimeError(f'Command failed with rc={rc}: {cmd}')
4,code,88,,    return rc
4,code,89,,
4,code,90,,"def ensure_import(import_name, pip_spec=None):"
4,code,91,,    try:
4,code,92,,        mod = importlib.import_module(import_name)
4,code,93,progress_log,"        print(import_name, 'version=', getattr(mod, '__version__', 'unknown'))"
4,code,94,,        return mod
4,code,95,,    except Exception as exc:
4,code,96,progress_log,"        print(import_name, 'missing/import failed:', repr(exc))"
4,code,97,,        if not pip_spec:
4,code,98,,            raise
4,code,99,command_runner,"        run_cmd([sys.executable, '-m', 'pip', 'install', '-q', pip_spec])"
4,code,100,,        mod = importlib.import_module(import_name)
4,code,101,progress_log,"        print(import_name, 'version=', getattr(mod, '__version__', 'unknown'))"
4,code,102,,        return mod
4,code,103,,
4,code,104,,"def fresh_python_import_check(import_name, log_path=None, check=True):"
4,code,105,,    code = (
4,code,106,,"        ""import importlib, torch; """
4,code,107,,"        f""m=importlib.import_module('{import_name}'); """
4,code,108,progress_log,"        ""print('fresh_python_import_ok', m.__name__, getattr(m, '__version__', 'unknown')); """
4,code,109,progress_log,"        ""print('fresh_python_torch', torch.__version__, getattr(torch.version, 'cuda', 'unknown'))"""
4,code,110,,    )
4,code,111,command_runner,"    return run_cmd([sys.executable, '-c', code], log_path=log_path, check=check)"
4,code,112,,
4,code,113,,def refresh_nvidia_library_path():
4,code,114,,    try:
4,code,115,,        import site
4,code,116,,        candidates = []
4,code,117,,        for base in list(site.getsitepackages()) + [site.getusersitepackages()]:
4,code,118,,            root = pathlib.Path(base) / 'nvidia'
4,code,119,,            if not root.exists():
4,code,120,,                continue
4,code,121,,            for lib_dir in root.glob('*/lib'):
4,code,122,,                if lib_dir.exists():
4,code,123,,                    candidates.append(str(lib_dir))
4,code,124,,"        existing = [item for item in os.environ.get('LD_LIBRARY_PATH', '').split(':') if item]"
4,code,125,,        merged = []
4,code,126,,        for item in candidates + existing:
4,code,127,,            if item and item not in merged:
4,code,128,,                merged.append(item)
4,code,129,,        if merged:
4,code,130,,            os.environ['LD_LIBRARY_PATH'] = ':'.join(merged)
4,code,131,progress_log,"        print('nvidia_library_path_dirs =', len(candidates))"
4,code,132,,    except Exception as exc:
4,code,133,progress_log,"        print('nvidia_library_path_refresh_failed =', repr(exc))"
4,code,134,,
4,code,135,,def install_verified_vllm():
4,code,136,progress_log,"    print('VLLM_INSTALL_POLICY =', VLLM_INSTALL_POLICY)"
4,code,137,progress_log,"    print('VLLM_SPEC =', VLLM_SPEC)"
4,code,138,progress_log,"    print('VLLM_WHEEL_URL =', VLLM_WHEEL_URL)"
4,code,139,progress_log,"    print('PYTORCH_CUDA_INDEX_URL =', PYTORCH_CUDA_INDEX_URL)"
4,code,140,,    if FORCE_VLLM_REINSTALL:
4,code,141,command_runner,        run_cmd(
4,code,142,,"            [sys.executable, '-m', 'pip', 'uninstall', '-y', 'vllm'],"
4,code,143,,"            log_path=REPORT_DIR / 'vllm_uninstall.log',"
4,code,144,,"            check=False,"
4,code,145,,        )
4,code,146,command_runner,    run_cmd(
4,code,147,,        [
4,code,148,,"            sys.executable,"
4,code,149,,"            '-m',"
4,code,150,,"            'pip',"
4,code,151,,"            'install',"
4,code,152,,"            '-q',"
4,code,153,,"            '--no-cache-dir',"
4,code,154,,"            '--extra-index-url',"
4,code,155,,"            PYTORCH_CUDA_INDEX_URL,"
4,code,156,,"            VLLM_SPEC,"
4,code,157,,"        ],"
4,code,158,,"        log_path=REPORT_DIR / 'vllm_install.log',"
4,code,159,,    )
4,code,160,,    refresh_nvidia_library_path()
4,code,161,,    preflight_log = REPORT_DIR / 'vllm_import_preflight.log'
4,code,162,progress_log,"    print('vllm_import_preflight_log =', preflight_log)"
4,code,163,,"    rc = fresh_python_import_check('vllm', log_path=preflight_log, check=False)"
4,code,164,,    if rc != 0:
4,code,165,,"        text = preflight_log.read_text(encoding='utf-8', errors='replace') if preflight_log.exists() else ''"
4,code,166,,        if 'libcudart.so.13' in text:
4,code,167,hard_fail,            raise RuntimeError(
4,code,168,,                'vLLM import preflight failed: CUDA 13 runtime was requested but libcudart.so.13 '
4,code,169,,                'is not available. Restart the Colab runtime and rerun from the dependency cell; '
4,code,170,,                'keep VLLM_SPEC on the official cu129 wheel. log=' + str(preflight_log)
4,code,171,,            )
4,code,172,hard_fail,        raise RuntimeError('vLLM import preflight failed. log=' + str(preflight_log))
4,code,173,progress_log,    print('vllm_import_preflight_ok = True')
4,code,174,,
4,code,175,,"def sha256_file(path, enabled=True):"
4,code,176,,    path = pathlib.Path(path)
4,code,177,,    if not enabled:
4,code,178,,        return ''
4,code,179,,    h = hashlib.sha256()
4,code,180,,    with path.open('rb') as handle:
4,code,181,,"        for chunk in iter(lambda: handle.read(1024 * 1024), b''):"
4,code,182,,            h.update(chunk)
4,code,183,,    return h.hexdigest()
4,code,184,,
4,code,185,,def safe_label(text):
4,code,186,,"    text = str(text).strip().replace('\\', '/')"
4,code,187,,"    text = re.sub(r'[^A-Za-z0-9_.-]+', '_', text)"
4,code,188,,"    text = re.sub(r'_+', '_', text).strip('_.-')"
4,code,189,,    return text[-120:] or 'candidate'
4,code,190,,
4,code,191,progress_log,"print('python =', sys.version)"
4,code,192,progress_log,print('=== V207B HELPERS END ===')
5,code,1,,# CELL: install dependencies and validate GPU/vLLM import path.
5,code,2,progress_log,print('=== V207B DEPENDENCY CHECK START ===')
5,code,3,,"ensure_import('pandas', 'pandas')"
5,code,4,,"ensure_import('huggingface_hub', 'huggingface_hub')"
5,code,5,,"ensure_import('transformers', 'transformers')"
5,code,6,,"ensure_import('peft', 'peft')"
5,code,7,,"ensure_import('safetensors', 'safetensors')"
5,code,8,command_runner,"run_cmd([sys.executable, '-m', 'pip', 'install', '-q', 'kaggle==2.0.2'])"
5,code,9,,KAGGLE_EXE = shutil.which('kaggle')
5,code,10,,"KAGGLE_CMD_PREFIX = [KAGGLE_EXE] if KAGGLE_EXE else [sys.executable, '-m', 'kaggle.cli']"
5,code,11,progress_log,"print('KAGGLE_EXE =', KAGGLE_EXE)"
5,code,12,progress_log,"print('KAGGLE_CMD_PREFIX =', KAGGLE_CMD_PREFIX)"
5,code,13,command_runner,run_cmd(KAGGLE_CMD_PREFIX + ['--version'])
5,code,14,,torch = ensure_import('torch')
5,code,15,progress_log,"print('torch_cuda_available =', torch.cuda.is_available())"
5,code,16,progress_log,"print('torch_cuda_device_count =', torch.cuda.device_count() if torch.cuda.is_available() else 0)"
5,code,17,,if torch.cuda.is_available():
5,code,18,progress_log,"    print('torch_cuda_device_name =', torch.cuda.get_device_name(0))"
5,code,19,progress_log,"    print('torch_cuda_version =', getattr(torch.version, 'cuda', 'unknown'))"
5,code,20,progress_log,print('Installing and verifying pinned vLLM runtime for subprocess evaluation.')
5,code,21,,install_verified_vllm()
5,code,22,progress_log,print('=== V207B DEPENDENCY CHECK END ===')
6,code,1,,# CELL: create local execution workspace for embedded scripts.
6,code,2,progress_log,print('=== V207B WORKSPACE SETUP START ===')
6,code,3,,"ROOT.mkdir(parents=True, exist_ok=True)"
6,code,4,,"(ROOT / 'scripts').mkdir(parents=True, exist_ok=True)"
6,code,5,,"(ROOT / 'src').mkdir(parents=True, exist_ok=True)"
6,code,6,progress_log,"print('ROOT =', ROOT, 'exists=', ROOT.exists())"
6,code,7,progress_log,"print('scripts_dir =', ROOT / 'scripts', 'exists=', (ROOT / 'scripts').exists())"
6,code,8,progress_log,"print('src_dir =', ROOT / 'src', 'exists=', (ROOT / 'src').exists())"
6,code,9,progress_log,print('=== V207B WORKSPACE SETUP END ===')
7,code,1,,# CELL: install/repair V207B metric scripts inside the local workspace.
7,code,2,progress_log,print('=== V207B SCRIPT BOOTSTRAP START ===')
7,code,3,,"import json, pathlib, py_compile"
7,code,4,,ROOT = pathlib.Path('/content/kg1')
