id,family,target_rule_class,prompt_sha256,prompt_normalized_sha256,prompt
v461_syn_add_0010,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,7e2a5d70d1ed5a39c2c58af1045048063845e5a7edae0b9641a6ea28c4a814be,4eed51a20bf7005f77456bacc686ee469bbb3628c11dd5817e8be27cd4dd8ae6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 71)60"
v461_syn_add_0011,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,a126795e095be46a042b0c294efef6243e3ae5633339db2b93aa33035e500e07,8661804b879f2e0f5d47da8ab470205aec961486456d293b0bb4374afc46f430,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 82)41"
v461_syn_add_0012,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,c4199c23e788411997bd4acfadaf22897209a89e0a6c6dc381d3cd940de5c1b6,14fd9c325a2163ad2af6a4bb65777f8e9f63ae5ea480daa4b35fc361580902d8,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 95)31"
v461_syn_add_0013,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,e03c758cc8d19e835a2da6fe3a4a87514f5747a008a8499584a759e122bb24b0,ba1b8cba3bdc6050484c04e4cdfa479e4d923da807bb5b3b9dd3d3004872b2ef,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 62)70"
v461_syn_add_0014,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,d2bf899dcecd60cb6e322041ee72304335f36e6e56bd585d3320d7f1d1f7019c,4ad385b5dbf3176385cfa786bbc03f58a10c78350f4511900139903dcec655a6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 73)52"
v461_syn_add_0015,equation_transform,v274_guarded_numeric_add_direct_over_model_add_variant,7868f9f1902a1e8a4726f65c64cea94f063e2e253067acc1500f508c96c93c8c,835164993429768258f02a3d9ad396e5bf436c4420212334aa42d42f1be91db0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16)61 = 77
25)52 = 77
Now, determine the result for: 86)20"
v461_syn_colon_0000,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,f10ddad1c22fcda8ea147fe90a87e68ac5803c1dd5f01c2cd00e8f6919fc187e,f43414b46d611a42cc89de571ccc4ef9a73940204cadb897a153f9303575b330,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 37:67"
v461_syn_colon_0001,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,09895e6220ad6247bdc15bd2fc573cb19b0a85f6cfb16765d98063b664157733,9a4ea39aeb9aadd15ff84a5dabbe13dad81ce9dc48c42d4ce23a15ba7f5e277d,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 14:54"
v461_syn_colon_0002,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,f16d8c71473a9e6d0fb726deb03e06863946c3b29c192c65e87b470bd6aef95e,439c750698df2ff9e5af76eaf71d138b932cde7bd2d02063055f0673891297c3,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 29:89"
v461_syn_colon_0003,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,f8b3504046efd818313f129406c485ad54384aed1c0fa529c52989ac2e106c46,2244f04dbf980f18f93c3beadd63b21b17ccc7a4bdb3f2437d607e75eb571153,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 91:21"
v461_syn_colon_0004,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,cddc48ce5b39490fd157b87f652c9089c3b5c9234786f218f811a1f4e744096c,2073d96791c32866b693c7c898377a51208fac2c7ae55f43fc30b719482c5394,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 86:36"
v461_syn_colon_0005,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,92f1d4da507d27596cbe7cb61f23a8b067ef85dd65bd876d3e6daad45412fac0,08ea4e9e247fefd05c8c1b34214bc7edb94ed0ab25406b018c86949fda6d70bd,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 75:15"
v461_syn_colon_0006,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,ef0d45308ffebf7141c6535bcc776a9a4ea8515bde241d33888d75f4c7ee2355,f36d9952b8fd768bf30c5ecd3b149a32da68a30db3fd50eada8d06839f270bcf,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 63:03"
v461_syn_colon_0007,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,6acf1160247d9f5072572a2f303f3cce45f89a3c0875b928ac55f99b7cdf8426,9e936a15a2e12674ed1a2de5fff0ab76b2ed23ade51571fa4b521601ee8eb821,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
80:20 = 60
91:31 = 60
77:37 = 40
Now, determine the result for: 98:18"
v461_syn_colon_0008,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,32488e1f835f64dd34d7dc1e95bc2b79cd7b8c92161bbfe6947d5674d0e7d246,c70fffcb07bce03a155a4396f59514a23a96506babe8a2c921020cbb488ca1fa,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 37:67"
v461_syn_colon_0009,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,8498e5be67585aa26c8c22b08136dc2c918c2e73996274a7ba5ec41e71102c9e,db63df3922d3070c35b8c2cb8dcf1206a4544f172e0d9a1c13a3c8566ac9cc18,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 14:54"
v461_syn_colon_0010,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,df2c088f48e94710ca57e59a6d66f31b3212b826c6ce0065bf426247f3f8784f,27e02dc4f4237ef3aa32cc43b4fa0c39f89f67dfda5996f223c9c08ef1a26025,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 29:89"
v461_syn_colon_0011,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,34ab979ed8cb4732f5fb148e30c3d8d1cfdaf59d743b9010107186acc6e6925a,43097f16c4c3ad1951f3ee6070577d38a6ed6766903750c760d34c6c7dba5677,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 91:21"
v461_syn_colon_0012,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,a48d677d6072689ed5a3599320016df97d56010912d1ce2be72169b4b112797b,7f0c74bd3b9e3fc2862c1ee26ff38b73a32468fd06e73be8a8d858e4c910614b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 86:36"
v461_syn_colon_0013,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,0876f1b0122436560e3096dbae316a00eb364c08c90a67c0114912728088a531,566dc16be9a98042fb52d548cb344a6b2422c4134ee20090664507b2eca025e0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 75:15"
v461_syn_colon_0014,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,a2941a164f71b1d605d81d289f27a2e65e7e71f90371131a59ccdab03b71065e,27d5c722fd95ebceed6fa4b2468d15c27a90d78549e42130855efe92db27c827,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 63:03"
v461_syn_colon_0015,equation_transform,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,3977e243659063635085ffb853565d0fd85f1c15a8807f862de1d94b7e10381b,9a375b2fe2629315d16c86c476edef4ce069002bffa9ed1a6d5a898b313c4fbd,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95:15 = 80
82:12 = 70
64:24 = 40
Now, determine the result for: 98:18"
v461_syn_minus_direct_0000,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,ec35eab6dd54716329a3c05dba6cb44a6c5b145e299ac8f8a4dd9940fe66e2d1,9d802e0ed4bd69aadda06607ad6ed1ab55768a55d20ccada0fdd623bd97df895,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 11-50"
v461_syn_minus_direct_0001,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,dbbf5a866f7f70c3275b174af8c01e2b1ec75f83b455982fcd35a7a040455321,f433dc2e3d71b09d562af3663ab4980ec0fc2bd8e87a0ec7705522193c573789,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 08-29"
v461_syn_minus_direct_0002,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,0cb70cb87e9e1589994bd3cca0c8f1352cd153859e23719a09966558c00a7495,4cd00d6de1df789de6153c775b28b26c477dcf0e6ef8802a2f15a7f3e7680f20,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 35-72"
v461_syn_minus_direct_0003,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,48ff80f9f08c53f874faaf7a57228fb3846abc0dedc61d4846ddf76e2fac98bc,fb9845dc0689135dfbddf6f0a1bc0aab2e496906f518d5cadad0185cb7c9e835,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 44-91"
v461_syn_minus_direct_0004,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,2bbccf0e2c92374b1960df56fdcfbb7e40ba631e77307cdd9f7f3026af2b4b9a,d25957e67fc3edba058d585e001addfe050d5e77d2be976a332d0f581bf60204,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 12-73"
v461_syn_minus_direct_0005,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,72baf3985a94a0e78c97881610e12beb982c8691910b373bb0398043035fbe6c,4b2ccecf39e68ae77747b91ac130a6e445e6785243c1036215c13993b7374caa,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 04-55"
v461_syn_minus_direct_0006,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,5f66574bcd9429c36a48a93e1372409232002c85f64993c97f5b898ea204a876,b92347f2949f7a5d50711c23011a09c7dd7e6574f28968e9aa9319ea29e53350,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 19-68"
v461_syn_minus_direct_0007,equation_transform,v274_guarded_numeric_minus_direct_negative_restore_sign,2660205d5a2a43dd2ca26688b6e459950787ce798f4e014d4a1dd9c466075923,82525455b08a2ce7c702c5a4e6d5d8545fa59b96a904d0a00ab48ad1cbd419bc,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
90-10 = 80
70-30 = 40
55-20 = 35
Now, determine the result for: 22-80"
v461_syn_minus_signed_0000,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,a2d6dbbcc8efcb4cb31bafee1dfcf78502fe85fc12f7a3115d0bc9e9a069eb5e,286eff0d3d242b853e3cdad591d4b08e38ce2e634bb396fe3cdce11929de2a6c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 63-19"
v461_syn_minus_signed_0001,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,f43607286ba64aca0e80c18f7ff67ac746cbaeccdf06cd2688f368a19692eaa0,eba7510e1e3ee84b21cf95d865e1fac47ddaef3bdbeb15b8e667941d3089a23e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 85-92"
v461_syn_minus_signed_0002,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,6126e3348f8401895120a95f80afffccc5b42bd9db960269c6da74afe4dbdd04,5e85733b145a4f822886714dfbaac20bb60e0806d076e223e8bf62795c83a0a8,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 66-67"
v461_syn_minus_signed_0003,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,9b6d69a7efc4c279dbb26e799a694a282714a690d7ad41afd425941423e2a020,1eefeb68501946c7d351f80c30fb32d80892f6e28c2db90a55848aad286f87d3,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 46-83"
v461_syn_minus_signed_0004,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,d7343f39a34c70cc7791a867bfaab4bd4256a1ee0a3f618082e21e90062a6c3f,ea9e9545b243a4daeda2d63e08590c092a3c5bb013b80bbc26f5415c306688e1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 08-53"
v461_syn_minus_signed_0005,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,b17933581bdd04583c41121ffd3743b26f83428fa634da6005e536c17751db9f,97e3645e088fabe23ac968276118c474f78ddc9c818543317b5dbea2a9614b23,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 73-21"
v461_syn_minus_signed_0006,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,8a857a2a43f226a8643b0766111a80e751e9dee02d27f9b52ae1fb3688474aad,6fe795082dd6d1c630abe775181d30aea8cbdf47582b80437ee3e8cc74c43080,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
06-63 = 42
96-32 = 64
87-15 = 72
58-64 = 93
87-63 = 24
Now, determine the result for: 97-07"
v461_syn_minus_signed_0007,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,96372e7539899f69fc1ff2b1359e712d9cc99cfa7f13bf1f2a9299e043b37e64,c4609815602d94fd87155d42c59bf382af0ee03162a6f1646ca9fbc1dd5c3f5a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 63-19"
v461_syn_minus_signed_0008,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,fd8660df3bd87404cac1c02fa46de3580a4cb635edfbefdda53160a409f37959,619350e34638fbfd3e828dbf77949bd61dd77ea0b2989b5d618309f7025de9d6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 85-92"
v461_syn_minus_signed_0009,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,80f6f090e4e86368649f7fdff1d4839f0c1536569df0b3822c0b0802187bcc0d,2ee936735fe91069b4d0d569416852776c2b6ea9d9c34b54d92facad0ceb0aad,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 66-67"
v461_syn_minus_signed_0010,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,11b782ce10def84ec6513ffc56140ce22e0151caaea7056378d574aefa7c5fee,d9f7226bf9a323152a3eece5324502ce5cdd9c03b251ed23357caf9651023985,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 46-83"
v461_syn_minus_signed_0011,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,a3eae09f1dd2402a093dd8084ef4de1cd735fb553e969d5e6c641b43ef609ba9,4e5f29d4b723e5d06ecc5c25383b1a758267eaa3a2cd607704b9e208b26f0696,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 08-53"
v461_syn_minus_signed_0012,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,474f7cf6d7047b819ee457431f32013f84c68ed954dfb8fb5ef96de84bd13f55,149c5d7a3cf8bee911672eed9f64c1ddf6770869a4757c649a3232adc6431add,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 73-21"
v461_syn_minus_signed_0013,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,82ec0bb33df57b211981a191d8cac69dc8c58e2142678de4f69ed039c4ac52a1,14161bf454df1d0d57b6f156da0d4e11405fa0e53f3e5930a58fdd23911d0668,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
Now, determine the result for: 97-07"
v461_syn_minus_signed_0014,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,e8fe9d35899e971a4da8f59347f6ffbdb4f395f92cdc5fee91156abd07c6133d,166fd6600318456d8d994dea191ef6507b659f33570cd3accd97f41a83bf3da6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
22-53 = -31
17-33 = 83
71-11 = 6
19-16 = 03
Now, determine the result for: 63-19"
v461_syn_minus_signed_0015,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,1a0d017988eb8a24aee31638644dbfab0f1c46843cd72bb3ae8fd4dbbd339920,743c74260750740f605bc0fc9a943ff3f05c8ecb6252c5593feb77cf4a85cd8a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
22-53 = -31
17-33 = 83
71-11 = 6
19-16 = 03
Now, determine the result for: 85-92"
