split,path,line,id,family,subcategory,answer,assistant_words,assistant_chars,first_box_word_idx,boxed_count,starts_boxed,target_suffix_ok,exact_box_present,label_free_prediction,label_free_correct,expected_aware_prediction,expected_aware_correct,assistant_non_ascii,prompt_non_ascii,assistant_controls,prompt_controls,loss_weight,issue_codes
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,18,v673_train_eq_00395_7c0be33663,equation_transform,equation_numeric_minus_signed,3,54,258,53,1,False,True,True,3,True,3,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,19,v673_train_eq_00151_8f28e58a2f,equation_transform,equation_numeric_colon_trailing_zero,70,51,259,50,1,False,True,True,70,True,70,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,20,v673_train_eq_00422_8b4a824c2f,equation_transform,equation_numeric_minus_signed,-28,54,268,53,1,False,True,True,-28,True,-28,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,21,v673_train_bit_00231_1a10eeda48,bit_manipulation,bit_exact_global_ternary_replay,00010101,26,231,25,1,False,True,True,00010101,True,00010101,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,22,v673_train_eq_00409_d83e94dd88,equation_transform,equation_numeric_minus_signed,52,54,262,53,1,False,True,True,52,True,52,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,23,v673_train_eq_00354_5191e81f74,equation_transform,equation_numeric_minus_signed,-8,54,267,53,1,False,True,True,-8,True,-8,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,24,v673_train_eq_00092_e87fb2b74c,equation_transform,equation_numeric_add_direct,166,46,239,45,1,False,True,True,166,True,166,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,25,v673_train_bit_00083_6a7fc5c780,bit_manipulation,bit_exact_global_binary_replay,11111110,26,201,25,1,False,True,True,11111110,True,11111110,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,26,v673_train_eq_00327_9d889a5b83,equation_transform,equation_numeric_minus_signed,14,54,262,53,1,False,True,True,14,True,14,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,27,v673_train_eq_00285_0ccf2e75ae,equation_transform,equation_numeric_minus_signed,49,54,261,53,1,False,True,True,49,True,49,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,28,v673_train_bit_00228_1b8dc31923,bit_manipulation,bit_fullbyte_ternary_v366_new,10001111,26,210,25,1,False,True,True,10001111,True,10001111,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,29,v673_train_bit_00108_0634427ef6,bit_manipulation,bit_exact_global_ternary_replay,10111000,26,233,25,1,False,True,True,10111000,True,10111000,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,30,v673_train_eq_00384_b86b4cc1f0,equation_transform,equation_numeric_minus_signed,-19,54,269,53,1,False,True,True,-19,True,-19,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,31,v673_train_eq_00222_4ba3f4def7,equation_transform,equation_numeric_colon_trailing_zero,90,51,260,50,1,False,True,True,90,True,90,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,32,v673_train_eq_00343_48c7a9c6b6,equation_transform,equation_numeric_minus_signed,64,54,259,53,1,False,True,True,64,True,64,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,33,v673_train_bit_00207_ad9ebcb4f6,bit_manipulation,bit_exact_global_binary_replay,10011100,26,203,25,1,False,True,True,10011100,True,10011100,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,34,v673_train_eq_00377_4a38acab17,equation_transform,equation_numeric_minus_signed,41,54,261,53,1,False,True,True,41,True,41,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,35,v673_train_bit_00225_b89d8dbc12,bit_manipulation,bit_exact_global_ternary_replay,00111111,26,228,25,1,False,True,True,00111111,True,00111111,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,36,v673_train_bit_00072_84191ca5c7,bit_manipulation,bit_exact_global_ternary_replay,11111111,26,231,25,1,False,True,True,11111111,True,11111111,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,37,v673_train_eq_00203_3dfaca89c3,equation_transform,equation_numeric_colon_trailing_zero,30,51,259,50,1,False,True,True,30,True,30,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,38,v673_train_eq_00269_ded9ab280d,equation_transform,equation_numeric_minus_signed,59,54,261,53,1,False,True,True,59,True,59,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,39,v673_train_bit_00081_6541efd2a2,bit_manipulation,bit_fullbyte_ternary_v366_new,10000011,26,210,25,1,False,True,True,10000011,True,10000011,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,40,v673_train_eq_00412_8fe09b91a7,equation_transform,equation_numeric_minus_signed,-54,54,269,53,1,False,True,True,-54,True,-54,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,41,v673_train_eq_00272_3bf220f8f7,equation_transform,equation_numeric_minus_signed,-27,54,268,53,1,False,True,True,-27,True,-27,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,42,v673_train_eq_00168_e6ac5e0c29,equation_transform,equation_numeric_colon_trailing_zero,10,51,259,50,1,False,True,True,10,True,10,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,43,v673_train_bit_00202_6dec32f060,bit_manipulation,bit_exact_global_ternary_replay,00000010,26,227,25,1,False,True,True,00000010,True,00000010,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,44,v673_train_bit_00019_61ea12097b,bit_manipulation,bit_exact_global_ternary_replay,10111011,26,228,25,1,False,True,True,10111011,True,10111011,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,45,v673_train_eq_00056_2756b03c92,equation_transform,equation_numeric_add_direct,172,46,236,45,1,False,True,True,172,True,172,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,46,v673_train_eq_00101_dcb2fea1d9,equation_transform,equation_numeric_add_direct,154,46,239,45,1,False,True,True,154,True,154,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,47,v673_train_eq_00303_f123e478f0,equation_transform,equation_numeric_minus_signed,28,54,262,53,1,False,True,True,28,True,28,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,48,v673_train_bit_00217_485965a1a4,bit_manipulation,bit_exact_global_ternary_replay,11110101,26,231,25,1,False,True,True,11110101,True,11110101,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,49,v673_train_eq_00177_5d15486852,equation_transform,equation_numeric_colon_trailing_zero,10,51,260,50,1,False,True,True,10,True,10,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,50,v673_train_eq_00373_061ff7f192,equation_transform,equation_numeric_minus_signed,5,54,259,53,1,False,True,True,5,True,5,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,51,v673_train_eq_00232_c516426f94,equation_transform,equation_numeric_colon_trailing_zero,50,51,260,50,1,False,True,True,50,True,50,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,52,v673_train_bit_00152_ef696b6d00,bit_manipulation,bit_exact_global_binary_replay,11011000,26,203,25,1,False,True,True,11011000,True,11011000,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,53,v673_train_eq_00137_97cdd092a0,equation_transform,equation_numeric_colon_trailing_zero,10,51,259,50,1,False,True,True,10,True,10,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,54,v673_train_eq_00102_0377fd7402,equation_transform,equation_numeric_add_direct,89,46,235,45,1,False,True,True,89,True,89,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,55,v673_train_bit_00006_6b9f737846,bit_manipulation,bit_exact_global_binary_replay,10100001,26,201,25,1,False,True,True,10100001,True,10100001,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,56,v673_train_bit_00215_b573ac93aa,bit_manipulation,bit_exact_global_binary_replay,10100011,26,203,25,1,False,True,True,10100011,True,10100011,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,57,v673_train_bit_00051_9815591cac,bit_manipulation,bit_exact_global_binary_replay,10000000,26,201,25,1,False,True,True,10000000,True,10000000,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,58,v673_train_eq_00249_a810873112,equation_transform,equation_numeric_minus_signed,39,54,262,53,1,False,True,True,39,True,39,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,59,v673_train_eq_00397_23ee7b454d,equation_transform,equation_numeric_minus_signed,13,54,262,53,1,False,True,True,13,True,13,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,60,v673_train_eq_00127_bd617cb8de,equation_transform,equation_numeric_colon_trailing_zero,40,51,259,50,1,False,True,True,40,True,40,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,61,v673_train_bit_00183_ffa05dfa5f,bit_manipulation,bit_fullbyte_ternary_v366_new,00001010,26,208,25,1,False,True,True,00001010,True,00001010,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,62,v673_train_eq_00062_48725e3cd6,equation_transform,equation_numeric_add_direct,110,46,238,45,1,False,True,True,110,True,110,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,63,v673_train_bit_00075_189b1d6d77,bit_manipulation,bit_exact_global_ternary_replay,10011001,26,233,25,1,False,True,True,10011001,True,10011001,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,64,v673_train_bit_00122_0b319cc531,bit_manipulation,bit_fullbyte_ternary_v366_new,10101100,26,208,25,1,False,True,True,10101100,True,10101100,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,65,v673_train_bit_00025_6523b81adb,bit_manipulation,bit_fullbyte_ternary_v366_new,00001110,26,210,25,1,False,True,True,00001110,True,00001110,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,66,v673_train_eq_00044_ab12c4689f,equation_transform,equation_numeric_add_direct,96,46,235,45,1,False,True,True,96,True,96,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,67,v673_train_bit_00100_a8ed16d3f3,bit_manipulation,bit_exact_global_ternary_replay,11100111,26,231,25,1,False,True,True,11100111,True,11100111,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,68,v673_train_eq_00415_a4ccbb5c1a,equation_transform,equation_numeric_minus_signed,19,54,262,53,1,False,True,True,19,True,19,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,69,v673_train_eq_00090_61dcadcf97,equation_transform,equation_numeric_add_direct,98,46,236,45,1,False,True,True,98,True,98,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,70,v673_train_eq_00103_60e582e6b1,equation_transform,equation_numeric_add_direct,107,46,237,45,1,False,True,True,107,True,107,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,71,v673_train_bit_00010_e426b2d052,bit_manipulation,bit_exact_global_ternary_replay,00111011,26,231,25,1,False,True,True,00111011,True,00111011,True,0,0,0,0,0.35,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,72,v673_train_eq_00086_a55cb42a9b,equation_transform,equation_numeric_add_direct,119,46,236,45,1,False,True,True,119,True,119,True,0,0,0,0,1.0,
train,C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v673_guarded_equation_bit_transfer_dataset\20260519T190246Z\v673_guarded_equation_bit_transfer_train.jsonl,73,v673_train_eq_00374_1abaecfdeb,equation_transform,equation_numeric_minus_signed,-4,54,265,53,1,False,True,True,-4,True,-4,True,0,0,0,0,1.0,
