id,subtype,answer,current_prediction,query,examples_count,query_len,answer_len,prediction_len,query_charset,answer_charset,query_symbols,example_input_symbols,example_output_symbols,query_symbols_seen_in_example_inputs,answer_chars_subset_query,answer_chars_subset_example_outputs,answer_is_subsequence_of_query,answer_is_substring_of_query,answer_reverse_is_substring_of_query,edit_distance_query_answer,v324_candidate_rows,v324_incorrect_candidates,v324_abstain_rows,cluster_key,priority_reason
294453b5,equation_symbolic_punct,&(,##!),##-!),3,5,2,4,!#)-,&(,!#)-,!&)*-:>@`,!&(`,False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
386b6d03,equation_numeric_operator,671,18,79'97,3,5,3,2,'79,167,',-[,-,False,False,False,False,False,False,5,0,0,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
57f6878e,equation_symbolic_punct,%{{,|@(!,|@<:(,5,5,3,4,(:<@|,%{,(:<@|,$%&)/:<@^{|,$%&()/@|,False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
a361a1b7,equation_numeric_operator,:46,46,53:99,5,5,3,2,359:,46:,:,<@,,False,False,False,False,False,False,4,0,0,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
d911e8e1,equation_symbolic_punct,:\:,@}<',@})<',3,5,3,4,')<@},:\,')<@},"""#$&'():>@}","""#$':\}",False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
7688e06e,equation_numeric_operator,-55,55,63-19,5,5,3,2,-1369,-5,-,-,,True,False,False,False,False,False,4,1,1,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,|!*@[,5,5,4,4,!*@[|,!/},!*@[|,!*+-/>@[]`|},!->@]`|},True,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
c43b5a13,equation_symbolic_punct,)|,$):$,$)+:$,3,5,2,4,$)+:,)|,$)+:,$&()+-/:<{|,<{|,True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
b0206bb7,equation_symbolic_punct,]$!,$){,${*)},5,5,3,3,$)*{},!$],$)*{},!#&)*+-/@]{},#&-/@{},False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
638f93ca,equation_symbolic_punct,@,$]<$,$<-]$,4,5,1,4,$-<],@,$-<],#$'*-<>?@]`,#'/<?@],True,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
4bfd095a,equation_symbolic_punct,{<<<,@/[@,@/*[@,4,5,4,4,*/@[,<{,*/@[,"""%)*-/[\{",)-@[\^{,False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
7a422e17,equation_symbolic_punct,%'!,"#`""","#`@{""",4,5,3,3,"""#@`{",!%',"""#@`{","!""#%'+-:@`{}","""%&'-:{}",True,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
5b2523e6,equation_symbolic_punct,&&,><\$,><-\$,4,5,2,4,$-<>\,&,$-<>\,!$&')*+:<>?\,&':<>\,False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
0fe53bac,equation_symbolic_punct,"(""",^?(|,^?+(|,4,5,2,4,(+?^|,"""(",(+?^|,"!""()+-:?@^|}","""()-@}",True,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
274def88,equation_numeric_operator,92,-92,85-92,5,5,2,3,-2589,29,-,*+-,-,True,True,True,True,True,False,3,2,2,3,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=1|ans_subset_out=1|ans_subseq_q=1,numeric_operator_residual|answer_chars_subset_query|answer_subsequence_query|answer_chars_seen_in_outputs|v324_had_candidate_but_failed
03a3437f,equation_symbolic_punct,-!,'}>/,'}-/>,3,5,2,4,'-/>},!-,'-/>},!'+-/>`|},!'/:>,True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
30ac5c8e,equation_symbolic_punct,)#?,@\}?,@\+}?,5,5,3,4,+?@\},#)?,+?@\},"""#&)*+-/:@\}",#&-/:?@\},False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
ff121f08,equation_symbolic_punct,#<,!%<<,!%+<<,5,5,2,4,!%+<,#<,!%+<,!#%(+<>\^`,#%+/<>@[^`,True,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
ec8b4875,equation_symbolic_punct,"|""]",|@<!,|@*<!,3,5,3,4,!*<@|,"""]|",!*<@|,"""%*-:<?@","""-:<?]",False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
e3fbc768,equation_symbolic_punct,'(^),{%??,{%/??,3,5,4,4,%/?{,'()^,%/?{,!'()/:?^`{,%)?[{,False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
6cc5dafb,equation_symbolic_punct,)(,^&>),^&!>),4,5,2,4,!&)>^,(),!&)>^,"""#&'()->\^","""#%')]^",False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
d5a03a2e,equation_symbolic_punct,>>,""")&&",""""")&&",4,5,2,4,"""&)",>,"""&)",!%&)+/>?@^`{,!&/>?@^{,False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
fb623471,equation_numeric_operator,-21,21,08-29,3,5,3,2,-0289,-12,-,*-,,True,False,False,False,False,False,3,1,1,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed
d129b085,equation_symbolic_punct,##$,!>``,"!>+`""",4,5,3,4,"!""+>`",#$,"!""+>`","!""#*+<>@\]",#$>@\]`,False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
e582df31,equation_symbolic_punct,}@,"""']@","""'?]@",3,5,2,4,"""'?@]",@},"""'?@]","!""#'/?[]^}","""#':?@}",False,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
a77be9fa,equation_symbolic_punct,"[""",{>$[,{>|$[,3,5,2,4,$>[{|,"""[",$>[{|,"!""$&(:[\^|",[\^{},False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
4ed6b56f,equation_symbolic_punct,"(""/""",!:`(,!:*`(,4,5,4,4,!(*:`,"""(/",!(*:`,'(*+-:>]`},"!""'(/:]`",False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
208d7838,equation_symbolic_punct,[:,[&<>,[&-<>,5,5,2,4,&-<>[,:[,&-<>[,#$%&*+-:<[{},#$%&:[},False,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
58c099d2,equation_symbolic_punct,-)\,^!#\,^!-#\,3,5,3,4,!#-\^,)-\,!#-\^,#&+-\]^`|,!&)-]|,False,False,False,False,False,False,3,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
3cb3fd89,equation_symbolic_punct,[[&],]$$),]$*$),4,5,4,4,$)*],&[],$)*],!$&)*+-@[\],!$&)-@[\{|,True,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
a26065d4,equation_symbolic_punct,<',<&<#,<&+<#,5,5,2,4,#&+<,'<,#&+<,#$&'+-<[]`|,#$&'<@[,True,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
194695e8,equation_symbolic_punct,%,!\{<,!\-{<,3,5,1,4,!-<\{,%,!-<\{,!$%*-<\]{|,!%<{|,True,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
528ec0d8,equation_numeric_operator,-39,39,11-50,4,5,3,2,-015,-39,-,#(,,False,False,False,False,False,False,4,1,1,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed
57712d01,equation_symbolic_punct,-/<,$/'{,$/-'{,5,5,3,4,$'-/{,-/<,$'-/{,"!""$'(*+-/<`{","""(-/?`{",True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
d98d85c0,equation_symbolic_punct,?(&@,(@@?,(@+@?,3,5,4,4,(+?@,&(?@,(+?@,#&'(+->@`|,&'|,False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
491b8ea5,equation_symbolic_punct,)!,@|]!,@|-]!,3,5,2,4,!-@]|,!),!-@]|,!)*+-/@]^{|,!)/]|},True,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
eb1a62f7,equation_symbolic_punct,>!>},){>),)}*>),3,5,4,4,)*>},!>},)*>},!%)+->?@^{},()-@{},False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
0bb591e6,equation_symbolic_punct,%?<,"""$%%""","""$+%%",4,5,3,5,"""$%+",%<?,"""$%+",$%&()-<,""")<?",False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
9a19fc2d,equation_symbolic_punct,#>[,!&)#,!&+)#,5,5,3,4,!#&)+,#>[,!#&)+,!#&')+-/>[{},!#&'>[{,True,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
528b694b,equation_symbolic_punct,"""'",>]],>]<]),4,5,2,3,)<>],"""'",)<>],$')+<>@\]^,"""')<>@]^{",True,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
d1bd7478,equation_numeric_operator,30,3,37:67,4,5,2,1,367:,03,:,$:|,,True,False,False,False,False,False,4,1,1,4,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed
fba40625,equation_symbolic_punct,'>&,{>?#,{>'?#,4,5,3,4,#'>?{,&'>,#'>?{,#%')/>?]^`{,#&')>?]{,True,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
c5b058d6,equation_numeric_operator,134,35,94)40,4,5,3,2,)049,134,),#),,True,False,False,False,False,False,4,1,1,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed
837a6ae7,equation_symbolic_punct,<>\>,"<:{""","<{*:""",5,5,4,4,"""*:<{",<>\,"""*:<{","""#%&+-:<>@{","""%-:<@",False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
d0e1010b,equation_symbolic_punct,!&&},|&$|,|&*$|,4,5,4,4,$&*|,!&},$&*|,!#%'*+>^|,!#$%&>^},False,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
5a0d5d2a,equation_numeric_operator,341,55,39+94,3,5,3,2,+349,134,+,*-,-,False,False,False,False,False,False,4,0,0,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
5a9fcf68,equation_numeric_operator,4443,4,24@28,3,5,4,1,248@,34,@,?,?,False,False,False,False,False,False,4,0,0,5,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
6e56b39a,equation_symbolic_punct,-/#,&#!,&#-!],4,5,3,3,!#&-],#-/,!#&-],!%&)-/>[]^,#-/>[],False,False,True,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
a5f1991c,equation_symbolic_punct,/|',!&&&,!?/&&,5,5,3,4,!&/?,'/|,!&/?,"!""&'/>?@[^|}",!&'>?@^|,True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
c7aae192,equation_symbolic_punct,">""(","\""]","\""*}}",2,5,3,3,"""*\}","""(>","""*\}",#(*->{,>\`{},False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
e4cc7639,equation_numeric_operator,113,16,48*64,5,5,3,2,*468,13,*,![,,False,False,True,False,False,False,5,0,0,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,numeric_operator_residual|answer_chars_seen_in_outputs
844f826c,equation_symbolic_punct,"/""",`@>``,@*>,5,3,2,5,*>@,"""/",*>@,"""#$)*-/>@^`","""#)/>@]`",True,False,True,False,False,False,3,0,0,21,equation_symbolic_punct|alen=2|qlen=3|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
