split,id,family,rule_class,negative_type,status,reason,prompt_sha256,prompt_normalized_sha256,chosen_box,rejected_box,reference_id_overlap,reference_prompt_overlap,locked_before_answer_audit,has_adapter_raw_output,has_adapter_decode_config,has_adapter_identity,has_mdl,has_loo,has_renaming,source_dataset
train,v325_train_equation_01_00127_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,6ef9626da5d6eb0a395327afe31d97f256a569babb0c0e51d5509a10acf9c881,39b385dca2d1409c53c38089cb84e5cc308374d523cc58adf6d3812648e9459c,56,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00127_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,6ef9626da5d6eb0a395327afe31d97f256a569babb0c0e51d5509a10acf9c881,39b385dca2d1409c53c38089cb84e5cc308374d523cc58adf6d3812648e9459c,56,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00127_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,6ef9626da5d6eb0a395327afe31d97f256a569babb0c0e51d5509a10acf9c881,39b385dca2d1409c53c38089cb84e5cc308374d523cc58adf6d3812648e9459c,56,56,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00139_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,0cb761c8779b7c243ce88d335a034087faac51b86983d3caf2180c324be61215,1da6906ac8c6adc9340ac9fb39a272946ef6109cd7da96ea04ece07e43669b0a,41,14,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00139_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,0cb761c8779b7c243ce88d335a034087faac51b86983d3caf2180c324be61215,1da6906ac8c6adc9340ac9fb39a272946ef6109cd7da96ea04ece07e43669b0a,41,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00139_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,0cb761c8779b7c243ce88d335a034087faac51b86983d3caf2180c324be61215,1da6906ac8c6adc9340ac9fb39a272946ef6109cd7da96ea04ece07e43669b0a,41,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00139_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,0cb761c8779b7c243ce88d335a034087faac51b86983d3caf2180c324be61215,1da6906ac8c6adc9340ac9fb39a272946ef6109cd7da96ea04ece07e43669b0a,41,41,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00059_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d90be34950ead63b36a57146dad323d1cc830956eeddb5d15534144cc85864d8,74a15de058f5cb5bf51ef86d76b8bd972fe475bcc8f1cb8fd26f585794fb0c02,100,001,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00059_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d90be34950ead63b36a57146dad323d1cc830956eeddb5d15534144cc85864d8,74a15de058f5cb5bf51ef86d76b8bd972fe475bcc8f1cb8fd26f585794fb0c02,100,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00059_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d90be34950ead63b36a57146dad323d1cc830956eeddb5d15534144cc85864d8,74a15de058f5cb5bf51ef86d76b8bd972fe475bcc8f1cb8fd26f585794fb0c02,100,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00059_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d90be34950ead63b36a57146dad323d1cc830956eeddb5d15534144cc85864d8,74a15de058f5cb5bf51ef86d76b8bd972fe475bcc8f1cb8fd26f585794fb0c02,100,100,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00027_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a1e664dd06b7c9b403ade26de3379f1cedc2d28a2fc43751d0b31ffc39e4fd72,d570356b13367242ed4c7517819ceb7bb5dc0b531a7f089891ad7c199b199afa,80,08,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00027_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a1e664dd06b7c9b403ade26de3379f1cedc2d28a2fc43751d0b31ffc39e4fd72,d570356b13367242ed4c7517819ceb7bb5dc0b531a7f089891ad7c199b199afa,80,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00027_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a1e664dd06b7c9b403ade26de3379f1cedc2d28a2fc43751d0b31ffc39e4fd72,d570356b13367242ed4c7517819ceb7bb5dc0b531a7f089891ad7c199b199afa,80,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00027_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a1e664dd06b7c9b403ade26de3379f1cedc2d28a2fc43751d0b31ffc39e4fd72,d570356b13367242ed4c7517819ceb7bb5dc0b531a7f089891ad7c199b199afa,80,80,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00080_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,aa0b81103c71023a98fdbb9caef7b13e96cd87bed26e17b1036e55152b50861a,7761e57f82a686571e8d474ce8441d4f33fab9a0eaf58882bb6a98c91c0b9c50,99,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00080_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,aa0b81103c71023a98fdbb9caef7b13e96cd87bed26e17b1036e55152b50861a,7761e57f82a686571e8d474ce8441d4f33fab9a0eaf58882bb6a98c91c0b9c50,99,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00080_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,aa0b81103c71023a98fdbb9caef7b13e96cd87bed26e17b1036e55152b50861a,7761e57f82a686571e8d474ce8441d4f33fab9a0eaf58882bb6a98c91c0b9c50,99,99,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00135_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,83be0a9f34523f947b1f860dc161802ea3c3c0f1c3f2b086f73df9feb6a92f4e,feaffd5ce058684e9fc4b12c0c35a5bcb03f93dd13306d4988d5e40ded2c5843,76,67,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00135_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,83be0a9f34523f947b1f860dc161802ea3c3c0f1c3f2b086f73df9feb6a92f4e,feaffd5ce058684e9fc4b12c0c35a5bcb03f93dd13306d4988d5e40ded2c5843,76,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00135_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,83be0a9f34523f947b1f860dc161802ea3c3c0f1c3f2b086f73df9feb6a92f4e,feaffd5ce058684e9fc4b12c0c35a5bcb03f93dd13306d4988d5e40ded2c5843,76,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00135_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,83be0a9f34523f947b1f860dc161802ea3c3c0f1c3f2b086f73df9feb6a92f4e,feaffd5ce058684e9fc4b12c0c35a5bcb03f93dd13306d4988d5e40ded2c5843,76,76,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00064_hard_negative_equation_near_miss,equation_transform,minus_signed_opposite_sign_guarded,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,b16a91ce5b5cc7a7dbd896293ae09ff90695be99691151d16bde26926fdf869e,45f401cb74858eba849d5b9d5b72ea75ea654131931ddfc805faf7b2f25a7770,-39,39,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00064_format_negative_no_box,equation_transform,minus_signed_opposite_sign_guarded,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,b16a91ce5b5cc7a7dbd896293ae09ff90695be99691151d16bde26926fdf869e,45f401cb74858eba849d5b9d5b72ea75ea654131931ddfc805faf7b2f25a7770,-39,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00064_format_negative_multiple_boxes,equation_transform,minus_signed_opposite_sign_guarded,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,b16a91ce5b5cc7a7dbd896293ae09ff90695be99691151d16bde26926fdf869e,45f401cb74858eba849d5b9d5b72ea75ea654131931ddfc805faf7b2f25a7770,-39,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00064_format_negative_trailing_text,equation_transform,minus_signed_opposite_sign_guarded,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,b16a91ce5b5cc7a7dbd896293ae09ff90695be99691151d16bde26926fdf869e,45f401cb74858eba849d5b9d5b72ea75ea654131931ddfc805faf7b2f25a7770,-39,-39,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00003_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e668b6e7d800eb87050b45b9d4c82f8b568c757d0878a46c65612b9dade70fb5,fb8940bdc57bb43b06e2b22cee8b6a40944cce05c2ba5e117d7530b9b78e6916,112,211,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00003_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e668b6e7d800eb87050b45b9d4c82f8b568c757d0878a46c65612b9dade70fb5,fb8940bdc57bb43b06e2b22cee8b6a40944cce05c2ba5e117d7530b9b78e6916,112,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00003_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e668b6e7d800eb87050b45b9d4c82f8b568c757d0878a46c65612b9dade70fb5,fb8940bdc57bb43b06e2b22cee8b6a40944cce05c2ba5e117d7530b9b78e6916,112,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00003_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e668b6e7d800eb87050b45b9d4c82f8b568c757d0878a46c65612b9dade70fb5,fb8940bdc57bb43b06e2b22cee8b6a40944cce05c2ba5e117d7530b9b78e6916,112,112,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00002_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,791fa0df796abe71c300ad60739b95f3cfd107511aa41efdddfd059baeff1a60,46b5f692731c0be5c4a246e8825bed630b7fcdf99b5270dd62c9f2cea9ad60c1,30,03,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00002_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,791fa0df796abe71c300ad60739b95f3cfd107511aa41efdddfd059baeff1a60,46b5f692731c0be5c4a246e8825bed630b7fcdf99b5270dd62c9f2cea9ad60c1,30,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00002_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,791fa0df796abe71c300ad60739b95f3cfd107511aa41efdddfd059baeff1a60,46b5f692731c0be5c4a246e8825bed630b7fcdf99b5270dd62c9f2cea9ad60c1,30,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00002_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,791fa0df796abe71c300ad60739b95f3cfd107511aa41efdddfd059baeff1a60,46b5f692731c0be5c4a246e8825bed630b7fcdf99b5270dd62c9f2cea9ad60c1,30,30,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00056_hard_negative_equation_near_miss,equation_transform,minus_signed_opposite_sign_guarded,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,1b0c0737a706ece2701aa56f4c29c92dc15aaa6a6bdf2d8463651e0ea67107d4,858ddca61235bedea38dab09a09f6ef4f590a615ae6918c1c3ff68b7e51213e6,-66,66,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
