id,family,target_rule_class,prompt_sha256,prompt_normalized_sha256,prompt
9ff6e9d2,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,7feef7775848da821b19b3ecb41f1d2ae34adcb664ec994a09297e397bedab43,6ead74d4f50548ba4849b245a9c826c775b7098481bc97db5f1c9a06973dfced,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
18-55 = 62
26-15 = 11
02+03 = 05
Now, determine the result for: 65-54"
a7d582da,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,a60fd2ad60dd8b198618107a21ed462bcfcfe29e190f113e828a7090a58bca91,111c5aaad96698e71716e8ec4f3ffb7a353d3e1312ef5dfb8de02cbf62c48636,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
36-03 = 33
65-07 = -41
02*44 = 4402
43*44 = 4443
Now, determine the result for: 92-41"
b62453dc,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,1c51c54b23e4ab9f7542221d5d845a61a357b8187244f47921a6c100d63a1404,be48153a3f2a11f7cdf2518b675f48bbecf59c8b86d939d2d51bf7ab7fb36cd2,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
91*96 = 9691
99-98 = 01
16*74 = 7416
Now, determine the result for: 43-19"
b643d81f,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,429af6e819925805ac841b51745e4137c7a21701318cdee6e3a59dd5124bc419,bb40e1d7ce034ccaa3ae9d7a1fa60c963dd2941d02c373485ccd9f5371cc7896,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
33-39 = -06
76-43 = 33
42-25 = -82
42*84 = 1511
52*36 = 4751
Now, determine the result for: 97-07"
c613082a,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,f238bb494c5298f4a89ffce196a2f91b70c2bc7913ab6f124828cdfbda2e902b,2f585a4a7a09fcc3b0aadbeeeb83590f91f1149dbbd3ffb4247017901aa7846c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
24-35 = -11
19+49 = 481
82+02 = 74
09-63 = 45
Now, determine the result for: 78-47"
cb2fdb6b,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,a314e8cc7c8b4d228783d52a4907117621a15a6d699471c8086f3636d1ab4ba0,3a2d94659bd620278394341eead44715020a3088d5b6a0bb2926646ba89365d8,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
17-95 = 21
42+65 = 18
08-36 = 71
14+08 = 221
Now, determine the result for: 08-53"
d17d3a7a,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,bfb956c25a7348e27296d06ef842ae7037f1991ffd3bbc0d6855aaa83236dd9d,179c93834583d82973c9baa3d9cb57fdbba1774bb2a3a708ac91441dfeb4e73d,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
29-52 = 76
18>29 = 2918
55>11 = 1155
Now, determine the result for: 66-67"
d78128b2,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,a1f0a3f44954a57e13198e415f32c4c3c1a26e7204f4aeaa10511e70b636e998,d2d21d34b2feac6cd7b53b974628107f6be7ac804e78741500a806980fed6ed1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
71-11 = 6
19-16 = 03
22-53 = -31
17-33 = 83
65*99 = 5455
Now, determine the result for: 73-21"
debff779,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,45fddef5ed666b7cfb0de030ed0a25e6feac5e6a96fb332e9833afe478da89b1,c647a78cbed2aa6c5b4b393d8736269a58d33fe0d374fdcdf16cdea50cb1a400,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
55*31 = 617
05-42 = 62
31*27 = 739
45*89 = 3925
59*26 = 1985
Now, determine the result for: 36-41"
e836fb20,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,c86c1fad8546eb2477e2cf69c9cb060a6534b30f38cc33fd2d566dcb01c2dad3,4ac54de63768b3b0f14d28247db7d3c9023979d9b8c5d16478236bcc1d2f7782,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
73+73 = 47
65*51 = 148
97*61 = 5621
58-04 = 54
Now, determine the result for: 89-21"
fb3f7b77,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,3f1930fd186329eb20aa73d4992d3c1e6390b1b7d7d585053765a4b7bb1296e4,aae6c3e8b4c10ec6cce9baa95e5a4d07d054180f5a5a638ee3f0537268eea4e1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
83+84 = 78
34-39 = -05
96+63 = 601
Now, determine the result for: 46-83"
fc7e53c7,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,1109de534806888219a7c10604de54f30318cf527e4ca65b312e53cfacc28791,5bfe97ef3bb63c8a27cc3caff109dbaa8cdfaaa850be874820d7818764b2108b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
03+99 = 9903
12-64 = -52
28-88 = -6
Now, determine the result for: 77-35"
