id,answer,baseline_prediction,baseline_correct,candidate_prediction,candidate_correct,already_known_v414,status,reason,proof
bc83b0a1,(/&{,(/&{,True,(/&{,True,False,candidate,unique_structural_template,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""same_operator_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [-3, 0, 0, -3]}"
a361a1b7,:46,46,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
d911e8e1,:\:,@}<',False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
7688e06e,-55,55,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
dbd0e3c9,5631,5631,True,5631,True,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [0, 0, 0, -2]}"
2e2d60b2,07,07,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5f9f0ed7,}/!},|!@[,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
333d93ec,7,7,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
74fff108,49,49,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
c43b5a13,)|,$):$,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
b0206bb7,]$!,$){,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
638f93ca,@,$]<$,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
4bfd095a,{<<<,@/[@,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
7a422e17,%'!,"#`""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5b2523e6,&&,><\$,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
0fe53bac,"(""",^?(|,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
274def88,92,-92,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
03a3437f,-!,'}>/,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
30ac5c8e,)#?,@\}?,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
08d8d7e1,88,88,True,2365,False,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3,pos:4,pos:0,pos:1""], ""top_score"": [0, 0, 0, -2]}"
ff121f08,#<,!%<<,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
42cb233d,881,881,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
ec8b4875,"|""]",|@<!,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
e3fbc768,'(^),{%??,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
6cc5dafb,)(,^&>),False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
d5a03a2e,>>,""")&&",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
8bebef83,3388,3388,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
27cec7a9,3341,3341,True,3341,True,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0,pos:1,pos:3,pos:4"", ""same_operator_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [0, 0, 0, -2]}"
4aeed935,1455,1455,True,1455,True,False,candidate,unique_structural_template,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3,pos:4,pos:0,pos:1""], ""top_score"": [-3, 0, 0, -3]}"
fb623471,-21,21,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
88b43464,5311,5311,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
209c43f0,101,101,True,28,False,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::const:2,pos:3""], ""top_score"": [0, 1, 0, -2]}"
d129b085,##$,!>``,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
e582df31,}@,"""']@",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
a77be9fa,"[""",{>$[,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
f8d6abd1,5543,5543,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
4ed6b56f,"(""/""",!:`(,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
208d7838,[:,[&<>,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
58c099d2,-)\,^!#\,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
3cb3fd89,[[&],]$$),False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
a26065d4,<',<&<#,False,<,False,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3""], ""top_score"": [0, 0, 0, -2]}"
194695e8,%,!\{<,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
528ec0d8,-39,39,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
4bb8c6cd,]}\!,]}\!,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
57712d01,-/<,$/'{,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
d98d85c0,?(&@,(@@?,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
7ed40e8a,180,180,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
491b8ea5,)!,@|]!,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
eb1a62f7,>!>},){>),False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
0bb591e6,%?<,"""$%%""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
3c424916,9351,9351,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
72336119,3316,3316,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
9a19fc2d,#>[,!&)#,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
528b694b,"""'",>]],False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
d3b20e29,3922,3922,True,3922,True,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3,pos:4,pos:0,pos:1"", ""same_operator_examples::pos:3,pos:4,pos:0,pos:1""], ""top_score"": [0, 0, 0, -2]}"
d1bd7478,30,3,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
21519be7,35,35,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
7306613b,251,251,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
fba40625,'>&,{>?#,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
9aa8dc92,/#</,/#</,True,/#</,True,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0,pos:1,pos:3,pos:4"", ""same_operator_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [0, 0, 0, -2]}"
c5b058d6,134,35,False,,False,True,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
b4342b90,66,66,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
837a6ae7,<>\>,"<:{""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
d0e1010b,!&&},|&$|,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
34c563c5,04`,04`,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5a0d5d2a,341,55,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5a9fcf68,4443,4,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
6e56b39a,-/#,&#!,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
a5f1991c,/|',!&&&,False,!?&&,False,False,candidate,unique_structural_template,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [-3, 0, 0, -3]}"
c7aae192,">""(","\""]",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
e4cc7639,113,16,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
844f826c,"/""",`@>``,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
b69391b8,66,66,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
8193e7e0,??{`,#?&`,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5bcb572e,-!#,"""{!""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
8c1529e1,-52,-52,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
cdec898a,<?/,>}][?,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
44398869,5913,5913,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
edf364da,$(%,::{[,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
339149c9,3,3,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
c7844441,:/$^,:/$^,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
21261dc6,-25,-25,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
4dbec546,611,611,True,6506,False,False,candidate,unique_structural_template,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3,pos:4,pos:0,pos:1""], ""top_score"": [-3, 0, 0, -3]}"
0e009c6d,`?\!,@?`?,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
b4b73143,>\:,>!!/,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
861cb154,2271,10,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
90feb0c5,:<],?>>>,False,?>>>,False,False,candidate,unique_structural_template,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [0, 0, 0, -2]}"
c541eb82,-01,-01,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
b9f1d959,:>,"$""\[""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
ca5db1c0,^,"\boxed({""'|})",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
9f1ff166,[,"""]'/",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
432b1110,%[:?,\{<?,False,\{<?,False,False,candidate,unique_structural_template,"{""loo_checked"": 4, ""loo_passed"": 4, ""reason"": ""unique_structural_template"", ""status"": ""candidate"", ""support_rows"": 4, ""top_programs"": [""all_examples::pos:0,pos:1,pos:3,pos:4""], ""top_score"": [-4, 0, 0, -4]}"
f333b67f,100,100,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
f7d26b8d,/@,[}}\,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
8e56a42e,%/<>,%/<>,True,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
20f0fac9,2976,65,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
26e48e98,){|,"""%]%{""",False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
5501c054,[#>#,!##^,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
ea6d926a,87,37,False,,False,False,abstain,no_structural_template,"{""reason"": ""no_structural_template"", ""status"": ""abstain""}"
