id,source_id,split,family,subcategory,parse_status,subtype,query,answer,adapter_prediction,candidate_source,rule_class,status,prediction,candidate_correct,candidate_conflict,class_safe,row_promoted,rejection_reason,candidate_program_count,unique_prediction_count,loo_checked,loo_passed,proof
v439_v435e_hard_negative_078df00e,078df00e,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,56*02,1031,54,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_07aef27f,07aef27f,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,22-84,-62,62,v274_guarded_adapter_relation,v274_guarded_numeric_minus_direct_negative_restore_sign,candidate,-62,True,False,True,True,,1,1,0,0,candidate=-62; baseline=62
v439_v435e_hard_negative_08111d57,08111d57,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,^?+)],")""",^?],,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_083ed8fe,083ed8fe,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,<&*:/,<#):,<&:/,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0a3ee7c7,0a3ee7c7,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,}\*%],\@)],"}\%]""",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0a94b2de,0a94b2de,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,]}#@],@}`@,]@],,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0b0a3643,0b0a3643,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,'/-%),"""""",'/%),,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0babcba2,0babcba2,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,((%\!,"?""""",((\!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0bcffccd,0bcffccd,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,44`54,10,1,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0c0683c3,0c0683c3,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,"79""59",138,20,numeric_v2_loo,numeric_v2_global_abs_diff_revop0_revres0,candidate,20,False,False,False,False,rule_class_has_incorrect_candidates,1,1,5,5,"scope=global; rows=5; label=('abs_diff', False, False); loo_checked=5"
v439_v435e_hard_negative_0c0c6320,0c0c6320,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,>!*|{,""":!|",>!|{,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0c30f561,0c30f561,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,^]-^^,-],^]^^,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0c8a8a16,0c8a8a16,train,equation_transform,equation_numeric_operator_to_symbolic,ok,equation_numeric_operator,37{54,{17,82,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0cdb0aae,0cdb0aae,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,:(+/$,:::,:(/$,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0cf301cf,0cf301cf,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,:#])<,{<,:#)<,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0d2e94ff,0d2e94ff,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,^&]%@,}}^,^&%@,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0d542478,0d542478,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,</!&{,}<,< /&{,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0dce4039,0dce4039,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,)!-#>,-@/,)!#>,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0df82d52,0df82d52,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"/}""#`","""!!",/}#`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0e2d6796,0e2d6796,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,!)+'!,|)],!)'!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0e3307ba,0e3307ba,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,$/^{|,:$,$/{|,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0e375364,0e375364,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,}${/@,}/@,}$/@,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0f6436da,0f6436da,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,'>+>$,$?,'>>$',,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0f8452df,0f8452df,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,90:68,159,22,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_10552d46,10552d46,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,(?-:(,?',(?:(,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_10a94678,10a94678,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,""">*)\","""""\}",""">)\",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_10b71e8a,10b71e8a,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,]?+>?,#}:,]?>?,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_10fdae00,10fdae00,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,52-99,-47,47,v274_guarded_adapter_relation,v274_guarded_numeric_minus_direct_negative_restore_sign,candidate,-47,True,False,True,True,,1,1,0,0,candidate=-47; baseline=47
v439_v435e_hard_negative_1153ce4a,1153ce4a,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,>`+\`,>|>,>``\`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_11e77bf9,11e77bf9,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,:!-&@,@',:!&@,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_124db55f,124db55f,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,44{47,4447,3,numeric_v2_loo,numeric_v2_global_max_mod_min_revop0_revres0,candidate,3,False,False,False,False,rule_class_has_incorrect_candidates,1,1,5,5,"scope=global; rows=5; label=('max_mod_min', False, False); loo_checked=5"
v439_v435e_hard_negative_12734c90,12734c90,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,#'%@],]@>[,#'@],,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1342687b,1342687b,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,%<*#(,<%#<,%<#(,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_141a881e,141a881e,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,@}*}%,//%',@}}%,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_14d4d68e,14d4d68e,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,'/->[,-$','/>[,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1520013c,1520013c,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,{?>?[,[[,{??[,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1545b8f1,1545b8f1,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,$|+$|,!)>,|$$|,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_156e8c2c,156e8c2c,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,#'+{',{[#,#'{',,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_157228d7,157228d7,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,50*15,35,*35,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_15950a46,15950a46,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,<$*}&,}@<[,<$}&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_162ff61a,162ff61a,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,?>{]<,?!,?><<,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_16699d43,16699d43,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,67+57,10,1,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_16cf827a,16cf827a,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,[|-/`,"""[``",[|/`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_16ddcf94,16ddcf94,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,!?*&!,"""^",!?&!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_177f0c22,177f0c22,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,>?-#[,/>,>?#[,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_17d40290,17d40290,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,"}""-}!",$:,"}""]!",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_17d62f7a,17d62f7a,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,:&{@&,?|:|,:&@&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_17fe003b,17fe003b,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,^<'#`,"))""",^<#`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_180ddd62,180ddd62,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,|)][),]/,|)[),,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_18a4d39d,18a4d39d,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"^""*<>","#$""/","^""<>",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_18bce168,18bce168,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,&}:)),@&`{,&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_191ac967,191ac967,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,}?!?$,!>,}??$,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_193c21d5,193c21d5,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,>|*%{,}>[[,>|%{,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_196ff375,196ff375,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,%^\#@,@@@,%^#@,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_19968602,19968602,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,&/*[/,"""!`|",&/[/,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_19ab8087,19ab8087,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,\/+!^,^)],\+!^,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1a112a8f,1a112a8f,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,?){|$,>?,?)|$,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1a493b13,1a493b13,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,@^-@:,-],@^@:,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1ab54795,1ab54795,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,(|-\|,%,(|-\|,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1ac66163,1ac66163,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,`+[,#'[,``[`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1b019515,1b019515,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,57&77,134,20,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1c2e9814,1c2e9814,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"""%:^/",'?},"""%^/",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1c4861e6,1c4861e6,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,12*91,993,79,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1cce5949,1cce5949,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,`\}`],[?},`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1d15b7e6,1d15b7e6,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,|[)$[,|['{,|[$[,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1eaf6228,1eaf6228,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,42*61,483,19,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1f64478c,1f64478c,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,#!+>\,:{,#!>\,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1f7cf3b9,1f7cf3b9,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,)>*\^,\@:],){\^,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1fb37a08,1fb37a08,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,$|'<$,$!:,|$<$,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_209d28ca,209d28ca,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,84[87,171,03,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_20e6b2d1,20e6b2d1,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,@`-](,'',@`](,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_212e792d,212e792d,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,%\):!,)//,%))!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_21dff465,21dff465,train,equation_transform,equation_numeric_operator_to_symbolic,ok,equation_numeric_operator,73@82,@9,9,numeric_v2_loo,numeric_v2_global_add_revop0_revres0,candidate,155,False,False,False,False,rule_class_has_incorrect_candidates,2,1,3,3,"scope=global; rows=3; label=('add', False, False); loo_checked=3"
v439_v435e_hard_negative_224efda1,224efda1,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,61]54,7,]7,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_228bd26b,228bd26b,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,40/12,4012,28,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_234e5b9e,234e5b9e,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,")(""(#",$]|&,)((#,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_239771fb,239771fb,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"""'}|""",|)},"""'|",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_23c59364,23c59364,train,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,"||["">",>/,"||"">",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_23f98595,23f98595,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,33'69,03,36,numeric_v2_loo,numeric_v2_global_mul_revop1_revres1,candidate,8613,False,False,False,False,rule_class_has_incorrect_candidates,1,1,3,3,"scope=global; rows=3; label=('mul', True, True); loo_checked=3"
v439_v435e_hard_negative_24750c4a,24750c4a,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,|/*||,?)/{,|/||,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_252d0997,252d0997,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,)[-`/,-/@,)[`/,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_25e89624,25e89624,train,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,>)+\|,"[""$",>)\|,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_25eb7b03,25eb7b03,train,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,54#31,23,#23,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_01e09228,01e09228,validation,bit_manipulation,bit_adapter_exact_wrong,alice_marker_not_found,,,10010101,10111001,,,abstain,,False,False,False,False,not_equation,0,0,0,0,
v439_v435e_hard_negative_07d61ec8,07d61ec8,validation,bit_manipulation,bit_adapter_exact_wrong,alice_marker_not_found,,,10111101,10011001,,,abstain,,False,False,False,False,not_equation,0,0,0,0,
v439_v435e_hard_negative_00d8b3db,00d8b3db,validation,equation_transform,equation_numeric_operator_to_symbolic,ok,equation_numeric_operator,69/52,17/,17,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_012cab1f,012cab1f,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,{`'(&,|@{,{`(&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_022c4d73,022c4d73,validation,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,:!?'/,!',:!'/,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_053b4c86,053b4c86,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,(@*]&,(@(],(@]&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_05bd2dab,05bd2dab,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,'&[?!,[)),'&?!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_05c36467,05c36467,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"""&/($",%%\,"""&($""",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0625f633,0625f633,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,))*!(,@@//,))(!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0a2b9109,0a2b9109,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,$[-^:,-?:,$^[:,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_0f01cece,0f01cece,validation,equation_transform,equation_symbolic_short,ok,equation_symbolic_punct,:@+`\,@^,:(@`\,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_108067c3,108067c3,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,['|<),$$`,['<),,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_11fee43b,11fee43b,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,&/*'&,]&'[,&/',,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_17093b07,17093b07,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,:<+`},>{{,:<`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_175fc78a,175fc78a,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,^!*![,!)(',^!![,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1785b35e,1785b35e,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,(!*?!,:^:/,(!?!,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1a28140b,1a28140b,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"""[*#/",%`&,"""#[/""",,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1b3beb8f,1b3beb8f,validation,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,87|22,108,65,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_1da822f1,1da822f1,validation,equation_transform,equation_numeric_operator_to_number,ok,equation_numeric_operator,26%23,598,03,numeric_v2_loo,numeric_v2_global_add_minus1_revop0_revres0,candidate,48,False,False,False,False,rule_class_has_incorrect_candidates,1,1,4,4,"scope=global; rows=4; label=('add_minus1', False, False); loo_checked=4"
v439_v435e_hard_negative_21ee162c,21ee162c,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,'$)/&,'&{,'$/&,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
v439_v435e_hard_negative_223b2899,223b2899,validation,equation_transform,equation_symbolic_sequence,ok,equation_symbolic_punct,"??"">`",<[{?,??>`,,,abstain,,False,False,False,False,no_candidate,0,0,0,0,
