id,family,source_role,answer,baseline_public_final,baseline_strict_final_boxed,baseline_public_correct,baseline_strict_correct,candidate_public_final,candidate_strict_final_boxed,candidate_public_correct,candidate_strict_correct,improved,regressed,candidate_exact_one_closed_boxed,candidate_no_box,candidate_multi_box,candidate_malformed_boxed,candidate_public_metric_only_false_gain,candidate_strict_metric_only_false_positive,candidate_truncated,candidate_finish_reason,candidate_completion_tokens,candidate_error_tags
full_bit_030,bit_manipulation,,100030,100030,100030,True,True,100030,100030,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_031,bit_manipulation,,100031,100031,100031,True,True,100031,100031,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_032,bit_manipulation,,100032,100032,100032,True,True,100032,100032,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_033,bit_manipulation,,100033,100033,100033,True,True,100033,100033,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_034,bit_manipulation,,100034,100034,100034,True,True,100034,100034,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_035,bit_manipulation,,100035,100035,100035,True,True,100035,100035,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_036,bit_manipulation,,100036,100036,100036,True,True,100036,100036,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_037,bit_manipulation,,100037,100037,100037,True,True,100037,100037,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_038,bit_manipulation,,100038,100038,100038,True,True,100038,100038,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_039,bit_manipulation,,100039,100039,100039,True,True,100039,100039,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_040,bit_manipulation,,100040,100040,100040,True,True,100040,100040,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_041,bit_manipulation,,100041,100041,100041,True,True,100041,100041,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_042,bit_manipulation,,100042,100042,100042,True,True,100042,100042,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_043,bit_manipulation,,100043,100043,100043,True,True,100043,100043,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_044,bit_manipulation,,100044,100044,100044,True,True,100044,100044,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_045,bit_manipulation,,100045,100045,100045,True,True,100045,100045,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_046,bit_manipulation,,100046,100046,100046,True,True,100046,100046,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_047,bit_manipulation,,100047,100047,100047,True,True,100047,100047,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_048,bit_manipulation,,100048,100048,100048,True,True,100048,100048,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_049,bit_manipulation,,100049,100049,100049,True,True,100049,100049,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_050,bit_manipulation,,100050,100050,100050,True,True,100050,100050,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_051,bit_manipulation,,100051,100051,100051,True,True,100051,100051,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_052,bit_manipulation,,100052,100052,100052,True,True,100052,100052,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_053,bit_manipulation,,100053,100053,100053,True,True,100053,100053,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_054,bit_manipulation,,100054,100054,100054,True,True,100054,100054,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_055,bit_manipulation,,100055,100055,100055,True,True,100055,100055,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_056,bit_manipulation,,100056,100056,100056,True,True,100056,100056,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_057,bit_manipulation,,100057,100057,100057,True,True,100057,100057,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_058,bit_manipulation,,100058,100058,100058,True,True,100058,100058,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_059,bit_manipulation,,100059,100059,100059,True,True,100059,100059,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_060,bit_manipulation,,100060,100060,100060,True,True,100060,100060,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_061,bit_manipulation,,100061,100061,100061,True,True,100061,100061,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_062,bit_manipulation,,100062,100062,100062,True,True,100062,100062,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_063,bit_manipulation,,100063,100063,100063,True,True,100063,100063,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_064,bit_manipulation,,100064,100064,100064,True,True,100064,100064,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_065,bit_manipulation,,100065,100065,100065,True,True,100065,100065,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_066,bit_manipulation,,100066,100066,100066,True,True,100066,100066,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_067,bit_manipulation,,100067,100067,100067,True,True,100067,100067,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_068,bit_manipulation,,100068,100068,100068,True,True,100068,100068,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_069,bit_manipulation,,100069,100069,100069,True,True,100069,100069,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_070,bit_manipulation,,100070,100070,100070,True,True,100070,100070,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_071,bit_manipulation,,100071,100071,100071,True,True,100071,100071,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_072,bit_manipulation,,100072,100072,100072,True,True,100072,100072,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_073,bit_manipulation,,100073,100073,100073,True,True,100073,100073,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_074,bit_manipulation,,100074,100074,100074,True,True,100074,100074,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_075,bit_manipulation,,100075,100075,100075,True,True,100075,100075,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_076,bit_manipulation,,100076,100076,100076,True,True,100076,100076,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_077,bit_manipulation,,100077,100077,100077,True,True,100077,100077,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_078,bit_manipulation,,100078,100078,100078,True,True,100078,100078,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_079,bit_manipulation,,100079,100079,100079,True,True,100079,100079,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_080,bit_manipulation,,100080,100080,100080,True,True,100080,100080,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_081,bit_manipulation,,100081,100081,100081,True,True,100081,100081,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_082,bit_manipulation,,100082,100082,100082,True,True,100082,100082,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_083,bit_manipulation,,100083,100083,100083,True,True,100083,100083,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_084,bit_manipulation,,100084,100084,100084,True,True,100084,100084,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_085,bit_manipulation,,100085,100085,100085,True,True,100085,100085,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_086,bit_manipulation,,100086,100086,100086,True,True,100086,100086,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_087,bit_manipulation,,100087,100087,100087,True,True,100087,100087,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_088,bit_manipulation,,100088,100088,100088,True,True,100088,100088,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_089,bit_manipulation,,100089,100089,100089,True,True,100089,100089,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_090,bit_manipulation,,100090,100090,100090,True,True,100090,100090,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_091,bit_manipulation,,100091,100091,100091,True,True,100091,100091,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_092,bit_manipulation,,100092,100092,100092,True,True,100092,100092,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_093,bit_manipulation,,100093,100093,100093,True,True,100093,100093,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_094,bit_manipulation,,100094,100094,100094,True,True,100094,100094,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_095,bit_manipulation,,100095,100095,100095,True,True,100095,100095,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_096,bit_manipulation,,100096,100096,100096,True,True,100096,100096,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_097,bit_manipulation,,100097,100097,100097,True,True,100097,100097,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_098,bit_manipulation,,100098,100098,100098,True,True,100098,100098,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_099,bit_manipulation,,100099,100099,100099,True,True,100099,100099,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_100,bit_manipulation,,100100,100100,100100,True,True,100100,100100,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_101,bit_manipulation,,100101,100101,100101,True,True,100101,100101,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_102,bit_manipulation,,100102,100102,100102,True,True,100102,100102,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_103,bit_manipulation,,100103,100103,100103,True,True,100103,100103,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_104,bit_manipulation,,100104,100104,100104,True,True,100104,100104,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_105,bit_manipulation,,100105,100105,100105,True,True,100105,100105,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_106,bit_manipulation,,100106,100106,100106,True,True,100106,100106,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_107,bit_manipulation,,100107,100107,100107,True,True,100107,100107,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_108,bit_manipulation,,100108,100108,100108,True,True,100108,100108,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_109,bit_manipulation,,100109,100109,100109,True,True,100109,100109,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_110,bit_manipulation,,100110,100110,100110,True,True,100110,100110,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_111,bit_manipulation,,100111,100111,100111,True,True,100111,100111,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_112,bit_manipulation,,100112,100112,100112,True,True,100112,100112,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_113,bit_manipulation,,100113,100113,100113,True,True,100113,100113,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_114,bit_manipulation,,100114,100114,100114,True,True,100114,100114,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_115,bit_manipulation,,100115,100115,100115,True,True,100115,100115,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_116,bit_manipulation,,100116,100116,100116,True,True,100116,100116,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_117,bit_manipulation,,100117,100117,100117,True,True,100117,100117,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_118,bit_manipulation,,100118,100118,100118,True,True,100118,100118,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_119,bit_manipulation,,100119,100119,100119,True,True,100119,100119,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_120,bit_manipulation,,100120,100120,100120,True,True,100120,100120,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_121,bit_manipulation,,100121,100121,100121,True,True,100121,100121,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_122,bit_manipulation,,100122,100122,100122,True,True,100122,100122,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_123,bit_manipulation,,100123,100123,100123,True,True,100123,100123,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_124,bit_manipulation,,100124,100124,100124,True,True,100124,100124,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_125,bit_manipulation,,100125,100125,100125,True,True,100125,100125,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_126,bit_manipulation,,100126,100126,100126,True,True,100126,100126,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_127,bit_manipulation,,100127,100127,100127,True,True,100127,100127,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_128,bit_manipulation,,100128,100128,100128,True,True,100128,100128,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_129,bit_manipulation,,100129,100129,100129,True,True,100129,100129,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_130,bit_manipulation,,100130,100130,100130,True,True,100130,100130,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_131,bit_manipulation,,100131,100131,100131,True,True,100131,100131,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_132,bit_manipulation,,100132,100132,100132,True,True,100132,100132,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_133,bit_manipulation,,100133,100133,100133,True,True,100133,100133,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_134,bit_manipulation,,100134,100134,100134,True,True,100134,100134,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_135,bit_manipulation,,100135,110134,110134,False,False,100135,100135,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_136,bit_manipulation,,100136,110135,110135,False,False,100136,100136,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_137,bit_manipulation,,100137,110136,110136,False,False,100137,100137,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_138,bit_manipulation,,100138,110137,110137,False,False,100138,100138,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_139,bit_manipulation,,100139,110138,110138,False,False,100139,100139,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_140,bit_manipulation,,100140,110139,110139,False,False,100140,100140,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_141,bit_manipulation,,100141,110140,110140,False,False,100141,100141,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_142,bit_manipulation,,100142,110141,110141,False,False,100142,100142,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_143,bit_manipulation,,100143,110142,110142,False,False,100143,100143,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_144,bit_manipulation,,100144,110143,110143,False,False,100144,100144,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_bit_145,bit_manipulation,,100145,110144,110144,False,False,110144,110144,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_146,bit_manipulation,,100146,110145,110145,False,False,110145,110145,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_147,bit_manipulation,,100147,110146,110146,False,False,110146,110146,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_148,bit_manipulation,,100148,110147,110147,False,False,110147,110147,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_149,bit_manipulation,,100149,110148,110148,False,False,110148,110148,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_150,bit_manipulation,,100150,110149,110149,False,False,110149,110149,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_151,bit_manipulation,,100151,110150,110150,False,False,110150,110150,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_152,bit_manipulation,,100152,110151,110151,False,False,110151,110151,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_153,bit_manipulation,,100153,110152,110152,False,False,110152,110152,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_154,bit_manipulation,,100154,110153,110153,False,False,110153,110153,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_155,bit_manipulation,,100155,110154,110154,False,False,110154,110154,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_156,bit_manipulation,,100156,110155,110155,False,False,110155,110155,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_157,bit_manipulation,,100157,110156,110156,False,False,110156,110156,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_158,bit_manipulation,,100158,110157,110157,False,False,110157,110157,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_bit_159,bit_manipulation,,100159,110158,110158,False,False,110158,110158,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_000,equation_transform,,100160,100160,100160,True,True,100160,100160,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_001,equation_transform,,100161,100161,100161,True,True,100161,100161,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_002,equation_transform,,100162,100162,100162,True,True,100162,100162,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_003,equation_transform,,100163,100163,100163,True,True,100163,100163,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_004,equation_transform,,100164,100164,100164,True,True,100164,100164,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_005,equation_transform,,100165,100165,100165,True,True,100165,100165,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_006,equation_transform,,100166,100166,100166,True,True,100166,100166,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_007,equation_transform,,100167,100167,100167,True,True,100167,100167,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_008,equation_transform,,100168,100168,100168,True,True,100168,100168,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_009,equation_transform,,100169,100169,100169,True,True,100169,100169,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_010,equation_transform,,100170,100170,100170,True,True,100170,100170,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_011,equation_transform,,100171,100171,100171,True,True,100171,100171,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_012,equation_transform,,100172,100172,100172,True,True,100172,100172,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_013,equation_transform,,100173,100173,100173,True,True,100173,100173,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_014,equation_transform,,100174,100174,100174,True,True,100174,100174,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_015,equation_transform,,100175,100175,100175,True,True,100175,100175,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_016,equation_transform,,100176,100176,100176,True,True,100176,100176,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_017,equation_transform,,100177,100177,100177,True,True,100177,100177,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_018,equation_transform,,100178,100178,100178,True,True,100178,100178,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_019,equation_transform,,100179,100179,100179,True,True,100179,100179,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_020,equation_transform,,100180,100180,100180,True,True,100180,100180,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_021,equation_transform,,100181,100181,100181,True,True,100181,100181,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_022,equation_transform,,100182,100182,100182,True,True,100182,100182,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_023,equation_transform,,100183,100183,100183,True,True,100183,100183,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_024,equation_transform,,100184,100184,100184,True,True,100184,100184,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_025,equation_transform,,100185,100185,100185,True,True,100185,100185,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_026,equation_transform,,100186,100186,100186,True,True,100186,100186,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_027,equation_transform,,100187,100187,100187,True,True,100187,100187,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_028,equation_transform,,100188,100188,100188,True,True,100188,100188,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_029,equation_transform,,100189,100189,100189,True,True,100189,100189,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_030,equation_transform,,100190,100190,100190,True,True,100190,100190,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_031,equation_transform,,100191,100191,100191,True,True,100191,100191,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_032,equation_transform,,100192,100192,100192,True,True,100192,100192,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_033,equation_transform,,100193,100193,100193,True,True,100193,100193,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_034,equation_transform,,100194,100194,100194,True,True,100194,100194,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_035,equation_transform,,100195,100195,100195,True,True,100195,100195,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_036,equation_transform,,100196,100196,100196,True,True,100196,100196,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_037,equation_transform,,100197,100197,100197,True,True,100197,100197,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_038,equation_transform,,100198,100198,100198,True,True,100198,100198,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_039,equation_transform,,100199,100199,100199,True,True,100199,100199,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_040,equation_transform,,100200,100200,100200,True,True,100200,100200,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_041,equation_transform,,100201,100201,100201,True,True,100201,100201,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_042,equation_transform,,100202,100202,100202,True,True,100202,100202,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_043,equation_transform,,100203,100203,100203,True,True,100203,100203,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_044,equation_transform,,100204,100204,100204,True,True,100204,100204,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_045,equation_transform,,100205,100205,100205,True,True,100205,100205,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_046,equation_transform,,100206,100206,100206,True,True,100206,100206,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_047,equation_transform,,100207,100207,100207,True,True,100207,100207,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_048,equation_transform,,100208,100208,100208,True,True,100208,100208,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_049,equation_transform,,100209,100209,100209,True,True,100209,100209,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_050,equation_transform,,100210,100210,100210,True,True,100210,100210,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_051,equation_transform,,100211,100211,100211,True,True,100211,100211,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_052,equation_transform,,100212,100212,100212,True,True,100212,100212,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_053,equation_transform,,100213,100213,100213,True,True,100213,100213,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_054,equation_transform,,100214,100214,100214,True,True,100214,100214,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_055,equation_transform,,100215,100215,100215,True,True,100215,100215,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_056,equation_transform,,100216,110215,110215,False,False,100216,100216,True,True,True,False,True,False,False,False,False,False,False,stop,8,
