id,family,source,status,prediction,answer,baseline_prediction,baseline_correct,candidate_correct,accepted,reason,proof
518deb39,equation_transform,v408_equation_symbolic_pbe,abstain,,$,{}>{,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
518deb39,equation_transform,v408_equation_symbolic_pbe,abstain,,$,{}>{,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
518deb39,equation_transform,v408_equation_symbolic_pbe,abstain,,$,{}>{,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
518deb39,equation_transform,v408_equation_symbolic_pbe,abstain,,$,{}>{,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
78616706,bit_manipulation,v408_bit_unique_value,abstain,,00000111,00000111,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [14], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_char_transducer,no_global_mapping
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_position_template,nonuniform_rhs_lengths
82109e34,equation_transform,v408_equation_symbolic_pbe,abstain,,-@>,'^^^',False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
5e67b1a1,equation_transform,v408_equation_symbolic_pbe,abstain,,63,63,True,False,False,numeric_same_operator_extended,same_operator_examples=2; rules=; unique_prediction_count=0
c7077b21,bit_manipulation,v408_bit_unique_value,abstain,,00010110,00010110,True,False,False,ambiguous_prediction_bit_2,"{""candidate_counts"": [2, 2, 16], ""reason"": ""ambiguous_prediction_bit_2"", ""status"": ""abstain""}"
fb5a7b9e,bit_manipulation,v408_bit_unique_value,abstain,,11111010,11111010,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [7], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
e1728524,equation_transform,v408_equation_symbolic_pbe,abstain,,1089,0,False,False,False,numeric_same_operator_extended,same_operator_examples=0 below_min=2
839e7350,bit_manipulation,v408_bit_unique_value,abstain,,00111011,00111011,True,False,False,ambiguous_prediction_bit_2,"{""candidate_counts"": [2, 2, 5], ""reason"": ""ambiguous_prediction_bit_2"", ""status"": ""abstain""}"
a365e304,bit_manipulation,v408_bit_unique_value,abstain,,11011011,11011011,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [5], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_char_transducer,no_global_mapping
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_position_template,nonuniform_rhs_lengths
e3bf0c2c,equation_transform,v408_equation_symbolic_pbe,abstain,,"""`",@`',False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_char_transducer,no_global_mapping
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
fdbdf50c,equation_transform,v408_equation_symbolic_pbe,abstain,,"-\""",|?|,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
f3971b9a,bit_manipulation,v408_bit_unique_value,abstain,,00011001,00011001,True,False,False,ambiguous_prediction_bit_3,"{""candidate_counts"": [2, 6, 4, 10], ""reason"": ""ambiguous_prediction_bit_3"", ""status"": ""abstain""}"
ab71eaa0,bit_manipulation,v408_bit_unique_value,abstain,,00010010,00010010,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [5], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_char_transducer,no_global_mapping
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
47c1d8f5,equation_transform,v408_equation_symbolic_pbe,abstain,,]%],/`%`,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
bfee75d5,bit_manipulation,v408_bit_unique_value,abstain,,01000010,01000010,True,False,False,ambiguous_prediction_bit_2,"{""candidate_counts"": [5, 7, 3], ""reason"": ""ambiguous_prediction_bit_2"", ""status"": ""abstain""}"
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_char_transducer,no_pair_mapping
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
f9a33aa1,equation_transform,v408_equation_symbolic_pbe,abstain,,/((`,@($/,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
1abaffca,bit_manipulation,v408_bit_unique_value,abstain,,01000000,01011000,False,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [18], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
9f2fae58,equation_transform,v408_equation_symbolic_pbe,abstain,,7272,7272,True,False,False,numeric_same_operator_extended,same_operator_examples=2; rules=; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_char_transducer,no_global_mapping
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
f9799a68,equation_transform,v408_equation_symbolic_pbe,abstain,,&:/?,:^?\,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_char_transducer,no_global_mapping
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
c24074a8,equation_transform,v408_equation_symbolic_pbe,abstain,,&/,]]]%,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
bc7618a7,bit_manipulation,v408_bit_unique_value,abstain,,00001100,00001100,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [11], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_char_transducer,no_global_mapping
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
893ffb06,equation_transform,v408_equation_symbolic_pbe,abstain,,-@',@``:,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_char_transducer,no_pair_mapping
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
cf4c04c0,equation_transform,v408_equation_symbolic_pbe,abstain,,-[,@|#|,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_char_transducer,no_global_mapping
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_position_template,nonuniform_rhs_lengths
8e411cc7,equation_transform,v408_equation_symbolic_pbe,abstain,,]]],$&&,False,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
892d73b5,bit_manipulation,v408_bit_unique_value,abstain,,00010101,00010101,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [10], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
41e6cbfc,equation_transform,v408_equation_symbolic_pbe,abstain,,9318,9318,True,False,False,numeric_same_operator_extended,same_operator_examples=3; rules=; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_char_transducer,no_global_mapping
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_position_template,nonuniform_rhs_lengths
dea42835,equation_transform,v408_equation_symbolic_pbe,abstain,,['[/,['[/,True,False,False,symbolic_operator_index_template,programs=; unique_prediction_count=0
48c25e0e,equation_transform,v408_equation_symbolic_pbe,abstain,,53,32,False,False,False,numeric_same_operator_extended,same_operator_examples=0 below_min=2
e6d2a064,bit_manipulation,v408_bit_unique_value,abstain,,11100011,11100010,False,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [14], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
a1d2bb0c,bit_manipulation,v408_bit_unique_value,abstain,,00100010,00100010,True,False,False,ambiguous_prediction_bit_0,"{""candidate_counts"": [9], ""reason"": ""ambiguous_prediction_bit_0"", ""status"": ""abstain""}"
4e4fb429,bit_manipulation,v408_bit_unique_value,candidate,10111110,10111110,10111110,True,True,False,unique_value_per_bit,"b0:OR(2,4)|OR(4,2); b1:OR(3,5)|OR(5,3)|XNOR(5,7)|RIMPL(5,7)|XNOR(7,5)|IMPL(7,5); b2:IMPL(0,1)|NAND(0,3)|IMPL(0,4)|RIMPL(1,0)|OR(1,6)|NAND(3,0); b3:ID(7)|IMPL(0,7)|OR(1,7)|OR(2,6)|OR(2,7)|IMPL(3,5); b4:C1|OR(0,6)|OR(0,7)|NAND(1,3)|IMPL(1,7)|IMPL(2,7); b5:ID(7)|IMPL(0,7)|OR(1,7)|OR(2,6)|OR(2,7)|IMPL(3,5); b6:ID(2)|AND(2,7)|AND(7,2); b7:ID(3)|RINHIB(1,3)|NOR(1,4)|INHIB(3,1)|INHIB(3,4)|RIMPL(3,7)"
7ef4d5d6,equation_transform,v408_equation_symbolic_pbe,abstain,,>42,>42,True,False,False,numeric_same_operator_extended,same_operator_examples=2; rules=; unique_prediction_count=0
3ee36e0a,equation_transform,v408_equation_symbolic_pbe,abstain,,-51,-51,True,False,False,numeric_same_operator_extended,same_operator_examples=1 below_min=2
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_char_transducer,no_pair_mapping
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_delete_selected_chars,delete_char_sets=; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_keep_selected_chars,keep_char_sets=; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_prefix_until_marker,markers=''; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_suffix_after_marker,markers=''; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_prefix_before_last_marker,markers=''; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_suffix_after_last_marker,markers=''; unique_prediction_count=0
39c237c7,equation_transform,v408_equation_symbolic_pbe,abstain,,{]``,{]``,True,False,False,symbolic_remove_first_marker,markers=''; unique_prediction_count=0
