id,raw_output,finish_reason,completion_tokens
equation_0037,Final answer: equation_answer_0037,stop,8
equation_0038,Final answer: equation_answer_0038,stop,8
equation_0039,Final answer: equation_answer_0039,stop,8
equation_0040,Final answer: equation_answer_0040,stop,8
equation_0041,Final answer: equation_answer_0041,stop,8
equation_0042,Final answer: equation_answer_0042,stop,8
equation_0043,Final answer: equation_answer_0043,stop,8
equation_0044,Final answer: equation_answer_0044,stop,8
equation_0045,Final answer: equation_answer_0045,stop,8
equation_0046,Final answer: equation_answer_0046,stop,8
equation_0047,Final answer: equation_answer_0047,stop,8
equation_0048,Final answer: equation_answer_0048,stop,8
equation_0049,Final answer: equation_answer_0049,stop,8
equation_0050,Final answer: equation_answer_0050,stop,8
equation_0051,Final answer: equation_answer_0051,stop,8
equation_0052,Final answer: equation_answer_0052,stop,8
equation_0053,Final answer: equation_answer_0053,stop,8
equation_0054,Final answer: equation_answer_0054,stop,8
equation_0055,Final answer: equation_answer_0055,stop,8
equation_0056,Final answer: wrong_equation_0056,stop,8
equation_0057,Final answer: wrong_equation_0057,stop,8
equation_0058,Final answer: wrong_equation_0058,stop,8
equation_0059,Final answer: wrong_equation_0059,stop,8
equation_0060,Final answer: wrong_equation_0060,stop,8
equation_0061,Final answer: wrong_equation_0061,stop,8
equation_0062,Final answer: wrong_equation_0062,stop,8
equation_0063,Final answer: wrong_equation_0063,stop,8
equation_0064,Final answer: wrong_equation_0064,stop,8
equation_0065,Final answer: wrong_equation_0065,stop,8
equation_0066,Final answer: wrong_equation_0066,stop,8
equation_0067,Final answer: wrong_equation_0067,stop,8
equation_0068,Final answer: wrong_equation_0068,stop,8
equation_0069,Final answer: wrong_equation_0069,stop,8
equation_0070,Final answer: wrong_equation_0070,stop,8
equation_0071,Final answer: wrong_equation_0071,stop,8
equation_0072,Final answer: wrong_equation_0072,stop,8
equation_0073,Final answer: wrong_equation_0073,stop,8
equation_0074,Final answer: wrong_equation_0074,stop,8
equation_0075,Final answer: wrong_equation_0075,stop,8
equation_0076,Final answer: wrong_equation_0076,stop,8
equation_0077,Final answer: wrong_equation_0077,stop,8
equation_0078,Final answer: wrong_equation_0078,stop,8
equation_0079,Final answer: wrong_equation_0079,stop,8
equation_0080,Final answer: wrong_equation_0080,stop,8
equation_0081,Final answer: wrong_equation_0081,stop,8
equation_0082,Final answer: wrong_equation_0082,stop,8
equation_0083,Final answer: wrong_equation_0083,stop,8
equation_0084,Final answer: wrong_equation_0084,stop,8
equation_0085,Final answer: wrong_equation_0085,stop,8
equation_0086,Final answer: wrong_equation_0086,stop,8
equation_0087,Final answer: wrong_equation_0087,stop,8
equation_0088,Final answer: wrong_equation_0088,stop,8
equation_0089,Final answer: wrong_equation_0089,stop,8
equation_0090,Final answer: wrong_equation_0090,stop,8
equation_0091,Final answer: wrong_equation_0091,stop,8
equation_0092,Final answer: wrong_equation_0092,stop,8
equation_0093,Final answer: wrong_equation_0093,stop,8
equation_0094,Final answer: wrong_equation_0094,stop,8
equation_0095,Final answer: wrong_equation_0095,stop,8
equation_0096,Final answer: wrong_equation_0096,stop,8
equation_0097,Final answer: wrong_equation_0097,stop,8
equation_0098,Final answer: wrong_equation_0098,stop,8
equation_0099,Final answer: wrong_equation_0099,stop,8
equation_0100,Final answer: wrong_equation_0100,stop,8
equation_0101,Final answer: wrong_equation_0101,stop,8
equation_0102,Final answer: wrong_equation_0102,stop,8
equation_0103,Final answer: wrong_equation_0103,stop,8
equation_0104,Final answer: wrong_equation_0104,stop,8
equation_0105,Final answer: wrong_equation_0105,stop,8
equation_0106,Final answer: wrong_equation_0106,stop,8
equation_0107,Final answer: wrong_equation_0107,stop,8
equation_0108,Final answer: wrong_equation_0108,stop,8
equation_0109,Final answer: wrong_equation_0109,stop,8
equation_0110,Final answer: wrong_equation_0110,stop,8
equation_0111,Final answer: wrong_equation_0111,stop,8
equation_0112,Final answer: wrong_equation_0112,stop,8
equation_0113,Final answer: wrong_equation_0113,stop,8
equation_0114,Final answer: wrong_equation_0114,stop,8
equation_0115,Final answer: wrong_equation_0115,stop,8
equation_0116,Final answer: wrong_equation_0116,stop,8
equation_0117,Final answer: wrong_equation_0117,stop,8
equation_0118,Final answer: wrong_equation_0118,stop,8
equation_0119,Final answer: wrong_equation_0119,stop,8
equation_0120,Final answer: wrong_equation_0120,stop,8
equation_0121,Final answer: wrong_equation_0121,stop,8
equation_0122,Final answer: wrong_equation_0122,stop,8
equation_0123,Final answer: wrong_equation_0123,stop,8
equation_0124,Final answer: wrong_equation_0124,stop,8
equation_0125,Final answer: wrong_equation_0125,stop,8
equation_0126,Final answer: wrong_equation_0126,stop,8
equation_0127,Final answer: wrong_equation_0127,stop,8
equation_0128,Final answer: wrong_equation_0128,stop,8
equation_0129,Final answer: wrong_equation_0129,stop,8
equation_0130,Final answer: wrong_equation_0130,stop,8
equation_0131,Final answer: wrong_equation_0131,stop,8
equation_0132,Final answer: wrong_equation_0132,stop,8
equation_0133,Final answer: wrong_equation_0133,stop,8
equation_0134,Final answer: wrong_equation_0134,stop,8
equation_0135,Final answer: wrong_equation_0135,stop,8
equation_0136,Final answer: wrong_equation_0136,stop,8
equation_0137,Final answer: wrong_equation_0137,stop,8
equation_0138,Final answer: wrong_equation_0138,stop,8
equation_0139,Final answer: wrong_equation_0139,stop,8
equation_0140,Final answer: wrong_equation_0140,stop,8
equation_0141,Final answer: wrong_equation_0141,stop,8
equation_0142,Final answer: wrong_equation_0142,stop,8
equation_0143,Final answer: wrong_equation_0143,stop,8
equation_0144,Final answer: wrong_equation_0144,stop,8
equation_0145,Final answer: wrong_equation_0145,stop,8
equation_0146,Final answer: wrong_equation_0146,stop,8
equation_0147,Final answer: wrong_equation_0147,stop,8
equation_0148,Final answer: wrong_equation_0148,stop,8
equation_0149,Final answer: wrong_equation_0149,stop,8
equation_0150,Final answer: wrong_equation_0150,stop,8
equation_0151,Final answer: wrong_equation_0151,stop,8
equation_0152,Final answer: wrong_equation_0152,stop,8
equation_0153,Final answer: wrong_equation_0153,stop,8
equation_0154,Final answer: wrong_equation_0154,stop,8
gravity_0000,Final answer: gravity_answer_0000,stop,8
gravity_0001,Final answer: gravity_answer_0001,stop,8
gravity_0002,Final answer: gravity_answer_0002,stop,8
gravity_0003,Final answer: gravity_answer_0003,stop,8
gravity_0004,Final answer: gravity_answer_0004,stop,8
gravity_0005,Final answer: gravity_answer_0005,stop,8
gravity_0006,Final answer: gravity_answer_0006,stop,8
gravity_0007,Final answer: gravity_answer_0007,stop,8
gravity_0008,Final answer: gravity_answer_0008,stop,8
gravity_0009,Final answer: gravity_answer_0009,stop,8
gravity_0010,Final answer: gravity_answer_0010,stop,8
gravity_0011,Final answer: gravity_answer_0011,stop,8
gravity_0012,Final answer: gravity_answer_0012,stop,8
gravity_0013,Final answer: gravity_answer_0013,stop,8
gravity_0014,Final answer: gravity_answer_0014,stop,8
gravity_0015,Final answer: gravity_answer_0015,stop,8
gravity_0016,Final answer: gravity_answer_0016,stop,8
gravity_0017,Final answer: gravity_answer_0017,stop,8
gravity_0018,Final answer: gravity_answer_0018,stop,8
gravity_0019,Final answer: gravity_answer_0019,stop,8
gravity_0020,Final answer: gravity_answer_0020,stop,8
gravity_0021,Final answer: gravity_answer_0021,stop,8
gravity_0022,Final answer: gravity_answer_0022,stop,8
gravity_0023,Final answer: gravity_answer_0023,stop,8
gravity_0024,Final answer: gravity_answer_0024,stop,8
gravity_0025,Final answer: gravity_answer_0025,stop,8
gravity_0026,Final answer: gravity_answer_0026,stop,8
gravity_0027,Final answer: gravity_answer_0027,stop,8
gravity_0028,Final answer: gravity_answer_0028,stop,8
gravity_0029,Final answer: gravity_answer_0029,stop,8
gravity_0030,Final answer: gravity_answer_0030,stop,8
gravity_0031,Final answer: gravity_answer_0031,stop,8
gravity_0032,Final answer: gravity_answer_0032,stop,8
gravity_0033,Final answer: gravity_answer_0033,stop,8
gravity_0034,Final answer: gravity_answer_0034,stop,8
gravity_0035,Final answer: gravity_answer_0035,stop,8
gravity_0036,Final answer: gravity_answer_0036,stop,8
gravity_0037,Final answer: gravity_answer_0037,stop,8
gravity_0038,Final answer: gravity_answer_0038,stop,8
gravity_0039,Final answer: gravity_answer_0039,stop,8
gravity_0040,Final answer: gravity_answer_0040,stop,8
gravity_0041,Final answer: gravity_answer_0041,stop,8
gravity_0042,Final answer: gravity_answer_0042,stop,8
gravity_0043,Final answer: gravity_answer_0043,stop,8
gravity_0044,Final answer: gravity_answer_0044,stop,8
gravity_0045,Final answer: gravity_answer_0045,stop,8
gravity_0046,Final answer: gravity_answer_0046,stop,8
gravity_0047,Final answer: gravity_answer_0047,stop,8
gravity_0048,Final answer: gravity_answer_0048,stop,8
gravity_0049,Final answer: gravity_answer_0049,stop,8
gravity_0050,Final answer: gravity_answer_0050,stop,8
gravity_0051,Final answer: gravity_answer_0051,stop,8
gravity_0052,Final answer: gravity_answer_0052,stop,8
gravity_0053,Final answer: gravity_answer_0053,stop,8
gravity_0054,Final answer: gravity_answer_0054,stop,8
gravity_0055,Final answer: gravity_answer_0055,stop,8
gravity_0056,Final answer: gravity_answer_0056,stop,8
gravity_0057,Final answer: gravity_answer_0057,stop,8
gravity_0058,Final answer: gravity_answer_0058,stop,8
gravity_0059,Final answer: gravity_answer_0059,stop,8
gravity_0060,Final answer: gravity_answer_0060,stop,8
gravity_0061,Final answer: gravity_answer_0061,stop,8
gravity_0062,Final answer: gravity_answer_0062,stop,8
gravity_0063,Final answer: gravity_answer_0063,stop,8
gravity_0064,Final answer: gravity_answer_0064,stop,8
gravity_0065,Final answer: gravity_answer_0065,stop,8
gravity_0066,Final answer: gravity_answer_0066,stop,8
gravity_0067,Final answer: gravity_answer_0067,stop,8
gravity_0068,Final answer: gravity_answer_0068,stop,8
gravity_0069,Final answer: gravity_answer_0069,stop,8
gravity_0070,Final answer: gravity_answer_0070,stop,8
gravity_0071,Final answer: gravity_answer_0071,stop,8
gravity_0072,Final answer: gravity_answer_0072,stop,8
gravity_0073,Final answer: gravity_answer_0073,stop,8
gravity_0074,Final answer: gravity_answer_0074,stop,8
gravity_0075,Final answer: gravity_answer_0075,stop,8
gravity_0076,Final answer: gravity_answer_0076,stop,8
gravity_0077,Final answer: gravity_answer_0077,stop,8
gravity_0078,Final answer: gravity_answer_0078,stop,8
gravity_0079,Final answer: gravity_answer_0079,stop,8
gravity_0080,Final answer: gravity_answer_0080,stop,8
gravity_0081,Final answer: gravity_answer_0081,stop,8
gravity_0082,Final answer: gravity_answer_0082,stop,8
gravity_0083,Final answer: gravity_answer_0083,stop,8
gravity_0084,Final answer: gravity_answer_0084,stop,8
gravity_0085,Final answer: gravity_answer_0085,stop,8
gravity_0086,Final answer: gravity_answer_0086,stop,8
gravity_0087,Final answer: gravity_answer_0087,stop,8
gravity_0088,Final answer: gravity_answer_0088,stop,8
gravity_0089,Final answer: gravity_answer_0089,stop,8
gravity_0090,Final answer: gravity_answer_0090,stop,8
gravity_0091,Final answer: gravity_answer_0091,stop,8
gravity_0092,Final answer: gravity_answer_0092,stop,8
gravity_0093,Final answer: gravity_answer_0093,stop,8
gravity_0094,Final answer: gravity_answer_0094,stop,8
gravity_0095,Final answer: gravity_answer_0095,stop,8
gravity_0096,Final answer: gravity_answer_0096,stop,8
gravity_0097,Final answer: gravity_answer_0097,stop,8
gravity_0098,Final answer: gravity_answer_0098,stop,8
gravity_0099,Final answer: gravity_answer_0099,stop,8
gravity_0100,Final answer: gravity_answer_0100,stop,8
gravity_0101,Final answer: gravity_answer_0101,stop,8
gravity_0102,Final answer: gravity_answer_0102,stop,8
gravity_0103,Final answer: gravity_answer_0103,stop,8
gravity_0104,Final answer: gravity_answer_0104,stop,8
gravity_0105,Final answer: gravity_answer_0105,stop,8
gravity_0106,Final answer: gravity_answer_0106,stop,8
gravity_0107,Final answer: gravity_answer_0107,stop,8
gravity_0108,Final answer: gravity_answer_0108,stop,8
gravity_0109,Final answer: gravity_answer_0109,stop,8
gravity_0110,Final answer: gravity_answer_0110,stop,8
gravity_0111,Final answer: gravity_answer_0111,stop,8
gravity_0112,Final answer: gravity_answer_0112,stop,8
gravity_0113,Final answer: gravity_answer_0113,stop,8
gravity_0114,Final answer: gravity_answer_0114,stop,8
gravity_0115,Final answer: gravity_answer_0115,stop,8
gravity_0116,Final answer: gravity_answer_0116,stop,8
gravity_0117,Final answer: gravity_answer_0117,stop,8
gravity_0118,Final answer: gravity_answer_0118,stop,8
gravity_0119,Final answer: gravity_answer_0119,stop,8
gravity_0120,Final answer: gravity_answer_0120,stop,8
gravity_0121,Final answer: gravity_answer_0121,stop,8
gravity_0122,Final answer: gravity_answer_0122,stop,8
gravity_0123,Final answer: gravity_answer_0123,stop,8
gravity_0124,Final answer: gravity_answer_0124,stop,8
gravity_0125,Final answer: gravity_answer_0125,stop,8
gravity_0126,Final answer: gravity_answer_0126,stop,8
gravity_0127,Final answer: gravity_answer_0127,stop,8
gravity_0128,Final answer: gravity_answer_0128,stop,8
gravity_0129,Final answer: gravity_answer_0129,stop,8
gravity_0130,Final answer: gravity_answer_0130,stop,8
gravity_0131,Final answer: gravity_answer_0131,stop,8
gravity_0132,Final answer: gravity_answer_0132,stop,8
gravity_0133,Final answer: gravity_answer_0133,stop,8
gravity_0134,Final answer: gravity_answer_0134,stop,8
gravity_0135,Final answer: gravity_answer_0135,stop,8
gravity_0136,Final answer: gravity_answer_0136,stop,8
gravity_0137,Final answer: gravity_answer_0137,stop,8
gravity_0138,Final answer: gravity_answer_0138,stop,8
gravity_0139,Final answer: gravity_answer_0139,stop,8
unit_0000,Final answer: unit_answer_0000,stop,8
unit_0001,Final answer: unit_answer_0001,stop,8
unit_0002,Final answer: unit_answer_0002,stop,8
unit_0003,Final answer: unit_answer_0003,stop,8
unit_0004,Final answer: unit_answer_0004,stop,8
unit_0005,Final answer: unit_answer_0005,stop,8
unit_0006,Final answer: unit_answer_0006,stop,8
unit_0007,Final answer: unit_answer_0007,stop,8
unit_0008,Final answer: unit_answer_0008,stop,8
unit_0009,Final answer: unit_answer_0009,stop,8
unit_0010,Final answer: unit_answer_0010,stop,8
unit_0011,Final answer: unit_answer_0011,stop,8
unit_0012,Final answer: unit_answer_0012,stop,8
unit_0013,Final answer: unit_answer_0013,stop,8
unit_0014,Final answer: unit_answer_0014,stop,8
unit_0015,Final answer: unit_answer_0015,stop,8
unit_0016,Final answer: unit_answer_0016,stop,8
unit_0017,Final answer: unit_answer_0017,stop,8
unit_0018,Final answer: unit_answer_0018,stop,8
unit_0019,Final answer: unit_answer_0019,stop,8
unit_0020,Final answer: unit_answer_0020,stop,8
unit_0021,Final answer: unit_answer_0021,stop,8
unit_0022,Final answer: unit_answer_0022,stop,8
unit_0023,Final answer: unit_answer_0023,stop,8
unit_0024,Final answer: unit_answer_0024,stop,8
unit_0025,Final answer: unit_answer_0025,stop,8
unit_0026,Final answer: unit_answer_0026,stop,8
unit_0027,Final answer: unit_answer_0027,stop,8
unit_0028,Final answer: unit_answer_0028,stop,8
unit_0029,Final answer: unit_answer_0029,stop,8
unit_0030,Final answer: unit_answer_0030,stop,8
unit_0031,Final answer: unit_answer_0031,stop,8
unit_0032,Final answer: unit_answer_0032,stop,8
unit_0033,Final answer: unit_answer_0033,stop,8
unit_0034,Final answer: unit_answer_0034,stop,8
unit_0035,Final answer: unit_answer_0035,stop,8
unit_0036,Final answer: unit_answer_0036,stop,8
unit_0037,Final answer: unit_answer_0037,stop,8
unit_0038,Final answer: unit_answer_0038,stop,8
unit_0039,Final answer: unit_answer_0039,stop,8
unit_0040,Final answer: unit_answer_0040,stop,8
unit_0041,Final answer: unit_answer_0041,stop,8
unit_0042,Final answer: unit_answer_0042,stop,8
unit_0043,Final answer: unit_answer_0043,stop,8
unit_0044,Final answer: unit_answer_0044,stop,8
unit_0045,Final answer: unit_answer_0045,stop,8
unit_0046,Final answer: unit_answer_0046,stop,8
unit_0047,Final answer: unit_answer_0047,stop,8
unit_0048,Final answer: unit_answer_0048,stop,8
unit_0049,Final answer: unit_answer_0049,stop,8
unit_0050,Final answer: unit_answer_0050,stop,8
unit_0051,Final answer: unit_answer_0051,stop,8
unit_0052,Final answer: unit_answer_0052,stop,8
unit_0053,Final answer: unit_answer_0053,stop,8
unit_0054,Final answer: unit_answer_0054,stop,8
unit_0055,Final answer: unit_answer_0055,stop,8
unit_0056,Final answer: unit_answer_0056,stop,8
unit_0057,Final answer: unit_answer_0057,stop,8
unit_0058,Final answer: unit_answer_0058,stop,8
unit_0059,Final answer: unit_answer_0059,stop,8
unit_0060,Final answer: unit_answer_0060,stop,8
unit_0061,Final answer: unit_answer_0061,stop,8
unit_0062,Final answer: unit_answer_0062,stop,8
unit_0063,Final answer: unit_answer_0063,stop,8
unit_0064,Final answer: unit_answer_0064,stop,8
unit_0065,Final answer: unit_answer_0065,stop,8
unit_0066,Final answer: unit_answer_0066,stop,8
unit_0067,Final answer: unit_answer_0067,stop,8
unit_0068,Final answer: unit_answer_0068,stop,8
unit_0069,Final answer: unit_answer_0069,stop,8
unit_0070,Final answer: unit_answer_0070,stop,8
unit_0071,Final answer: unit_answer_0071,stop,8
unit_0072,Final answer: unit_answer_0072,stop,8
unit_0073,Final answer: unit_answer_0073,stop,8
unit_0074,Final answer: unit_answer_0074,stop,8
unit_0075,Final answer: unit_answer_0075,stop,8
unit_0076,Final answer: unit_answer_0076,stop,8
unit_0077,Final answer: unit_answer_0077,stop,8
unit_0078,Final answer: unit_answer_0078,stop,8
unit_0079,Final answer: unit_answer_0079,stop,8
unit_0080,Final answer: unit_answer_0080,stop,8
unit_0081,Final answer: unit_answer_0081,stop,8
unit_0082,Final answer: unit_answer_0082,stop,8
unit_0083,Final answer: unit_answer_0083,stop,8
unit_0084,Final answer: unit_answer_0084,stop,8
unit_0085,Final answer: unit_answer_0085,stop,8
unit_0086,Final answer: unit_answer_0086,stop,8
