id,prompt,answer,family
bit_0031,bit_manipulation fixture 31,bit_answer_0031,bit_manipulation
bit_0032,bit_manipulation fixture 32,bit_answer_0032,bit_manipulation
bit_0033,bit_manipulation fixture 33,bit_answer_0033,bit_manipulation
bit_0034,bit_manipulation fixture 34,bit_answer_0034,bit_manipulation
bit_0035,bit_manipulation fixture 35,bit_answer_0035,bit_manipulation
bit_0036,bit_manipulation fixture 36,bit_answer_0036,bit_manipulation
bit_0037,bit_manipulation fixture 37,bit_answer_0037,bit_manipulation
bit_0038,bit_manipulation fixture 38,bit_answer_0038,bit_manipulation
bit_0039,bit_manipulation fixture 39,bit_answer_0039,bit_manipulation
bit_0040,bit_manipulation fixture 40,bit_answer_0040,bit_manipulation
bit_0041,bit_manipulation fixture 41,bit_answer_0041,bit_manipulation
bit_0042,bit_manipulation fixture 42,bit_answer_0042,bit_manipulation
bit_0043,bit_manipulation fixture 43,bit_answer_0043,bit_manipulation
bit_0044,bit_manipulation fixture 44,bit_answer_0044,bit_manipulation
bit_0045,bit_manipulation fixture 45,bit_answer_0045,bit_manipulation
bit_0046,bit_manipulation fixture 46,bit_answer_0046,bit_manipulation
bit_0047,bit_manipulation fixture 47,bit_answer_0047,bit_manipulation
bit_0048,bit_manipulation fixture 48,bit_answer_0048,bit_manipulation
bit_0049,bit_manipulation fixture 49,bit_answer_0049,bit_manipulation
bit_0050,bit_manipulation fixture 50,bit_answer_0050,bit_manipulation
bit_0051,bit_manipulation fixture 51,bit_answer_0051,bit_manipulation
bit_0052,bit_manipulation fixture 52,bit_answer_0052,bit_manipulation
bit_0053,bit_manipulation fixture 53,bit_answer_0053,bit_manipulation
bit_0054,bit_manipulation fixture 54,bit_answer_0054,bit_manipulation
bit_0055,bit_manipulation fixture 55,bit_answer_0055,bit_manipulation
bit_0056,bit_manipulation fixture 56,bit_answer_0056,bit_manipulation
bit_0057,bit_manipulation fixture 57,bit_answer_0057,bit_manipulation
bit_0058,bit_manipulation fixture 58,bit_answer_0058,bit_manipulation
bit_0059,bit_manipulation fixture 59,bit_answer_0059,bit_manipulation
bit_0060,bit_manipulation fixture 60,bit_answer_0060,bit_manipulation
bit_0061,bit_manipulation fixture 61,bit_answer_0061,bit_manipulation
bit_0062,bit_manipulation fixture 62,bit_answer_0062,bit_manipulation
bit_0063,bit_manipulation fixture 63,bit_answer_0063,bit_manipulation
bit_0064,bit_manipulation fixture 64,bit_answer_0064,bit_manipulation
bit_0065,bit_manipulation fixture 65,bit_answer_0065,bit_manipulation
bit_0066,bit_manipulation fixture 66,bit_answer_0066,bit_manipulation
bit_0067,bit_manipulation fixture 67,bit_answer_0067,bit_manipulation
bit_0068,bit_manipulation fixture 68,bit_answer_0068,bit_manipulation
bit_0069,bit_manipulation fixture 69,bit_answer_0069,bit_manipulation
bit_0070,bit_manipulation fixture 70,bit_answer_0070,bit_manipulation
bit_0071,bit_manipulation fixture 71,bit_answer_0071,bit_manipulation
bit_0072,bit_manipulation fixture 72,bit_answer_0072,bit_manipulation
bit_0073,bit_manipulation fixture 73,bit_answer_0073,bit_manipulation
bit_0074,bit_manipulation fixture 74,bit_answer_0074,bit_manipulation
bit_0075,bit_manipulation fixture 75,bit_answer_0075,bit_manipulation
bit_0076,bit_manipulation fixture 76,bit_answer_0076,bit_manipulation
bit_0077,bit_manipulation fixture 77,bit_answer_0077,bit_manipulation
bit_0078,bit_manipulation fixture 78,bit_answer_0078,bit_manipulation
bit_0079,bit_manipulation fixture 79,bit_answer_0079,bit_manipulation
bit_0080,bit_manipulation fixture 80,bit_answer_0080,bit_manipulation
bit_0081,bit_manipulation fixture 81,bit_answer_0081,bit_manipulation
bit_0082,bit_manipulation fixture 82,bit_answer_0082,bit_manipulation
bit_0083,bit_manipulation fixture 83,bit_answer_0083,bit_manipulation
bit_0084,bit_manipulation fixture 84,bit_answer_0084,bit_manipulation
bit_0085,bit_manipulation fixture 85,bit_answer_0085,bit_manipulation
bit_0086,bit_manipulation fixture 86,bit_answer_0086,bit_manipulation
bit_0087,bit_manipulation fixture 87,bit_answer_0087,bit_manipulation
bit_0088,bit_manipulation fixture 88,bit_answer_0088,bit_manipulation
bit_0089,bit_manipulation fixture 89,bit_answer_0089,bit_manipulation
bit_0090,bit_manipulation fixture 90,bit_answer_0090,bit_manipulation
bit_0091,bit_manipulation fixture 91,bit_answer_0091,bit_manipulation
bit_0092,bit_manipulation fixture 92,bit_answer_0092,bit_manipulation
bit_0093,bit_manipulation fixture 93,bit_answer_0093,bit_manipulation
bit_0094,bit_manipulation fixture 94,bit_answer_0094,bit_manipulation
bit_0095,bit_manipulation fixture 95,bit_answer_0095,bit_manipulation
bit_0096,bit_manipulation fixture 96,bit_answer_0096,bit_manipulation
bit_0097,bit_manipulation fixture 97,bit_answer_0097,bit_manipulation
bit_0098,bit_manipulation fixture 98,bit_answer_0098,bit_manipulation
bit_0099,bit_manipulation fixture 99,bit_answer_0099,bit_manipulation
bit_0100,bit_manipulation fixture 100,bit_answer_0100,bit_manipulation
bit_0101,bit_manipulation fixture 101,bit_answer_0101,bit_manipulation
bit_0102,bit_manipulation fixture 102,bit_answer_0102,bit_manipulation
bit_0103,bit_manipulation fixture 103,bit_answer_0103,bit_manipulation
bit_0104,bit_manipulation fixture 104,bit_answer_0104,bit_manipulation
bit_0105,bit_manipulation fixture 105,bit_answer_0105,bit_manipulation
bit_0106,bit_manipulation fixture 106,bit_answer_0106,bit_manipulation
bit_0107,bit_manipulation fixture 107,bit_answer_0107,bit_manipulation
bit_0108,bit_manipulation fixture 108,bit_answer_0108,bit_manipulation
bit_0109,bit_manipulation fixture 109,bit_answer_0109,bit_manipulation
bit_0110,bit_manipulation fixture 110,bit_answer_0110,bit_manipulation
bit_0111,bit_manipulation fixture 111,bit_answer_0111,bit_manipulation
bit_0112,bit_manipulation fixture 112,bit_answer_0112,bit_manipulation
bit_0113,bit_manipulation fixture 113,bit_answer_0113,bit_manipulation
bit_0114,bit_manipulation fixture 114,bit_answer_0114,bit_manipulation
bit_0115,bit_manipulation fixture 115,bit_answer_0115,bit_manipulation
bit_0116,bit_manipulation fixture 116,bit_answer_0116,bit_manipulation
bit_0117,bit_manipulation fixture 117,bit_answer_0117,bit_manipulation
bit_0118,bit_manipulation fixture 118,bit_answer_0118,bit_manipulation
bit_0119,bit_manipulation fixture 119,bit_answer_0119,bit_manipulation
bit_0120,bit_manipulation fixture 120,bit_answer_0120,bit_manipulation
bit_0121,bit_manipulation fixture 121,bit_answer_0121,bit_manipulation
bit_0122,bit_manipulation fixture 122,bit_answer_0122,bit_manipulation
bit_0123,bit_manipulation fixture 123,bit_answer_0123,bit_manipulation
bit_0124,bit_manipulation fixture 124,bit_answer_0124,bit_manipulation
bit_0125,bit_manipulation fixture 125,bit_answer_0125,bit_manipulation
bit_0126,bit_manipulation fixture 126,bit_answer_0126,bit_manipulation
bit_0127,bit_manipulation fixture 127,bit_answer_0127,bit_manipulation
bit_0128,bit_manipulation fixture 128,bit_answer_0128,bit_manipulation
bit_0129,bit_manipulation fixture 129,bit_answer_0129,bit_manipulation
bit_0130,bit_manipulation fixture 130,bit_answer_0130,bit_manipulation
bit_0131,bit_manipulation fixture 131,bit_answer_0131,bit_manipulation
bit_0132,bit_manipulation fixture 132,bit_answer_0132,bit_manipulation
bit_0133,bit_manipulation fixture 133,bit_answer_0133,bit_manipulation
bit_0134,bit_manipulation fixture 134,bit_answer_0134,bit_manipulation
bit_0135,bit_manipulation fixture 135,bit_answer_0135,bit_manipulation
bit_0136,bit_manipulation fixture 136,bit_answer_0136,bit_manipulation
bit_0137,bit_manipulation fixture 137,bit_answer_0137,bit_manipulation
bit_0138,bit_manipulation fixture 138,bit_answer_0138,bit_manipulation
bit_0139,bit_manipulation fixture 139,bit_answer_0139,bit_manipulation
bit_0140,bit_manipulation fixture 140,bit_answer_0140,bit_manipulation
bit_0141,bit_manipulation fixture 141,bit_answer_0141,bit_manipulation
bit_0142,bit_manipulation fixture 142,bit_answer_0142,bit_manipulation
bit_0143,bit_manipulation fixture 143,bit_answer_0143,bit_manipulation
bit_0144,bit_manipulation fixture 144,bit_answer_0144,bit_manipulation
bit_0145,bit_manipulation fixture 145,bit_answer_0145,bit_manipulation
bit_0146,bit_manipulation fixture 146,bit_answer_0146,bit_manipulation
bit_0147,bit_manipulation fixture 147,bit_answer_0147,bit_manipulation
bit_0148,bit_manipulation fixture 148,bit_answer_0148,bit_manipulation
bit_0149,bit_manipulation fixture 149,bit_answer_0149,bit_manipulation
bit_0150,bit_manipulation fixture 150,bit_answer_0150,bit_manipulation
bit_0151,bit_manipulation fixture 151,bit_answer_0151,bit_manipulation
bit_0152,bit_manipulation fixture 152,bit_answer_0152,bit_manipulation
bit_0153,bit_manipulation fixture 153,bit_answer_0153,bit_manipulation
bit_0154,bit_manipulation fixture 154,bit_answer_0154,bit_manipulation
bit_0155,bit_manipulation fixture 155,bit_answer_0155,bit_manipulation
bit_0156,bit_manipulation fixture 156,bit_answer_0156,bit_manipulation
bit_0157,bit_manipulation fixture 157,bit_answer_0157,bit_manipulation
bit_0158,bit_manipulation fixture 158,bit_answer_0158,bit_manipulation
bit_0159,bit_manipulation fixture 159,bit_answer_0159,bit_manipulation
equation_0000,equation_transform fixture 0,equation_answer_0000,equation_transform
equation_0001,equation_transform fixture 1,equation_answer_0001,equation_transform
equation_0002,equation_transform fixture 2,equation_answer_0002,equation_transform
equation_0003,equation_transform fixture 3,equation_answer_0003,equation_transform
equation_0004,equation_transform fixture 4,equation_answer_0004,equation_transform
equation_0005,equation_transform fixture 5,equation_answer_0005,equation_transform
equation_0006,equation_transform fixture 6,equation_answer_0006,equation_transform
equation_0007,equation_transform fixture 7,equation_answer_0007,equation_transform
equation_0008,equation_transform fixture 8,equation_answer_0008,equation_transform
equation_0009,equation_transform fixture 9,equation_answer_0009,equation_transform
equation_0010,equation_transform fixture 10,equation_answer_0010,equation_transform
equation_0011,equation_transform fixture 11,equation_answer_0011,equation_transform
equation_0012,equation_transform fixture 12,equation_answer_0012,equation_transform
equation_0013,equation_transform fixture 13,equation_answer_0013,equation_transform
equation_0014,equation_transform fixture 14,equation_answer_0014,equation_transform
equation_0015,equation_transform fixture 15,equation_answer_0015,equation_transform
equation_0016,equation_transform fixture 16,equation_answer_0016,equation_transform
equation_0017,equation_transform fixture 17,equation_answer_0017,equation_transform
equation_0018,equation_transform fixture 18,equation_answer_0018,equation_transform
equation_0019,equation_transform fixture 19,equation_answer_0019,equation_transform
equation_0020,equation_transform fixture 20,equation_answer_0020,equation_transform
equation_0021,equation_transform fixture 21,equation_answer_0021,equation_transform
equation_0022,equation_transform fixture 22,equation_answer_0022,equation_transform
equation_0023,equation_transform fixture 23,equation_answer_0023,equation_transform
equation_0024,equation_transform fixture 24,equation_answer_0024,equation_transform
equation_0025,equation_transform fixture 25,equation_answer_0025,equation_transform
equation_0026,equation_transform fixture 26,equation_answer_0026,equation_transform
equation_0027,equation_transform fixture 27,equation_answer_0027,equation_transform
equation_0028,equation_transform fixture 28,equation_answer_0028,equation_transform
equation_0029,equation_transform fixture 29,equation_answer_0029,equation_transform
equation_0030,equation_transform fixture 30,equation_answer_0030,equation_transform
equation_0031,equation_transform fixture 31,equation_answer_0031,equation_transform
equation_0032,equation_transform fixture 32,equation_answer_0032,equation_transform
equation_0033,equation_transform fixture 33,equation_answer_0033,equation_transform
equation_0034,equation_transform fixture 34,equation_answer_0034,equation_transform
equation_0035,equation_transform fixture 35,equation_answer_0035,equation_transform
equation_0036,equation_transform fixture 36,equation_answer_0036,equation_transform
equation_0037,equation_transform fixture 37,equation_answer_0037,equation_transform
equation_0038,equation_transform fixture 38,equation_answer_0038,equation_transform
equation_0039,equation_transform fixture 39,equation_answer_0039,equation_transform
equation_0040,equation_transform fixture 40,equation_answer_0040,equation_transform
equation_0041,equation_transform fixture 41,equation_answer_0041,equation_transform
equation_0042,equation_transform fixture 42,equation_answer_0042,equation_transform
equation_0043,equation_transform fixture 43,equation_answer_0043,equation_transform
equation_0044,equation_transform fixture 44,equation_answer_0044,equation_transform
equation_0045,equation_transform fixture 45,equation_answer_0045,equation_transform
equation_0046,equation_transform fixture 46,equation_answer_0046,equation_transform
equation_0047,equation_transform fixture 47,equation_answer_0047,equation_transform
equation_0048,equation_transform fixture 48,equation_answer_0048,equation_transform
equation_0049,equation_transform fixture 49,equation_answer_0049,equation_transform
equation_0050,equation_transform fixture 50,equation_answer_0050,equation_transform
equation_0051,equation_transform fixture 51,equation_answer_0051,equation_transform
equation_0052,equation_transform fixture 52,equation_answer_0052,equation_transform
equation_0053,equation_transform fixture 53,equation_answer_0053,equation_transform
equation_0054,equation_transform fixture 54,equation_answer_0054,equation_transform
equation_0055,equation_transform fixture 55,equation_answer_0055,equation_transform
equation_0056,equation_transform fixture 56,equation_answer_0056,equation_transform
equation_0057,equation_transform fixture 57,equation_answer_0057,equation_transform
equation_0058,equation_transform fixture 58,equation_answer_0058,equation_transform
equation_0059,equation_transform fixture 59,equation_answer_0059,equation_transform
equation_0060,equation_transform fixture 60,equation_answer_0060,equation_transform
equation_0061,equation_transform fixture 61,equation_answer_0061,equation_transform
equation_0062,equation_transform fixture 62,equation_answer_0062,equation_transform
equation_0063,equation_transform fixture 63,equation_answer_0063,equation_transform
equation_0064,equation_transform fixture 64,equation_answer_0064,equation_transform
equation_0065,equation_transform fixture 65,equation_answer_0065,equation_transform
equation_0066,equation_transform fixture 66,equation_answer_0066,equation_transform
equation_0067,equation_transform fixture 67,equation_answer_0067,equation_transform
equation_0068,equation_transform fixture 68,equation_answer_0068,equation_transform
equation_0069,equation_transform fixture 69,equation_answer_0069,equation_transform
equation_0070,equation_transform fixture 70,equation_answer_0070,equation_transform
equation_0071,equation_transform fixture 71,equation_answer_0071,equation_transform
equation_0072,equation_transform fixture 72,equation_answer_0072,equation_transform
equation_0073,equation_transform fixture 73,equation_answer_0073,equation_transform
equation_0074,equation_transform fixture 74,equation_answer_0074,equation_transform
equation_0075,equation_transform fixture 75,equation_answer_0075,equation_transform
equation_0076,equation_transform fixture 76,equation_answer_0076,equation_transform
equation_0077,equation_transform fixture 77,equation_answer_0077,equation_transform
equation_0078,equation_transform fixture 78,equation_answer_0078,equation_transform
equation_0079,equation_transform fixture 79,equation_answer_0079,equation_transform
equation_0080,equation_transform fixture 80,equation_answer_0080,equation_transform
equation_0081,equation_transform fixture 81,equation_answer_0081,equation_transform
equation_0082,equation_transform fixture 82,equation_answer_0082,equation_transform
equation_0083,equation_transform fixture 83,equation_answer_0083,equation_transform
equation_0084,equation_transform fixture 84,equation_answer_0084,equation_transform
equation_0085,equation_transform fixture 85,equation_answer_0085,equation_transform
equation_0086,equation_transform fixture 86,equation_answer_0086,equation_transform
equation_0087,equation_transform fixture 87,equation_answer_0087,equation_transform
equation_0088,equation_transform fixture 88,equation_answer_0088,equation_transform
equation_0089,equation_transform fixture 89,equation_answer_0089,equation_transform
equation_0090,equation_transform fixture 90,equation_answer_0090,equation_transform
equation_0091,equation_transform fixture 91,equation_answer_0091,equation_transform
equation_0092,equation_transform fixture 92,equation_answer_0092,equation_transform
equation_0093,equation_transform fixture 93,equation_answer_0093,equation_transform
equation_0094,equation_transform fixture 94,equation_answer_0094,equation_transform
equation_0095,equation_transform fixture 95,equation_answer_0095,equation_transform
equation_0096,equation_transform fixture 96,equation_answer_0096,equation_transform
equation_0097,equation_transform fixture 97,equation_answer_0097,equation_transform
equation_0098,equation_transform fixture 98,equation_answer_0098,equation_transform
equation_0099,equation_transform fixture 99,equation_answer_0099,equation_transform
equation_0100,equation_transform fixture 100,equation_answer_0100,equation_transform
equation_0101,equation_transform fixture 101,equation_answer_0101,equation_transform
equation_0102,equation_transform fixture 102,equation_answer_0102,equation_transform
equation_0103,equation_transform fixture 103,equation_answer_0103,equation_transform
equation_0104,equation_transform fixture 104,equation_answer_0104,equation_transform
equation_0105,equation_transform fixture 105,equation_answer_0105,equation_transform
equation_0106,equation_transform fixture 106,equation_answer_0106,equation_transform
equation_0107,equation_transform fixture 107,equation_answer_0107,equation_transform
equation_0108,equation_transform fixture 108,equation_answer_0108,equation_transform
equation_0109,equation_transform fixture 109,equation_answer_0109,equation_transform
equation_0110,equation_transform fixture 110,equation_answer_0110,equation_transform
equation_0111,equation_transform fixture 111,equation_answer_0111,equation_transform
equation_0112,equation_transform fixture 112,equation_answer_0112,equation_transform
equation_0113,equation_transform fixture 113,equation_answer_0113,equation_transform
equation_0114,equation_transform fixture 114,equation_answer_0114,equation_transform
equation_0115,equation_transform fixture 115,equation_answer_0115,equation_transform
equation_0116,equation_transform fixture 116,equation_answer_0116,equation_transform
equation_0117,equation_transform fixture 117,equation_answer_0117,equation_transform
equation_0118,equation_transform fixture 118,equation_answer_0118,equation_transform
equation_0119,equation_transform fixture 119,equation_answer_0119,equation_transform
equation_0120,equation_transform fixture 120,equation_answer_0120,equation_transform
equation_0121,equation_transform fixture 121,equation_answer_0121,equation_transform
equation_0122,equation_transform fixture 122,equation_answer_0122,equation_transform
equation_0123,equation_transform fixture 123,equation_answer_0123,equation_transform
equation_0124,equation_transform fixture 124,equation_answer_0124,equation_transform
equation_0125,equation_transform fixture 125,equation_answer_0125,equation_transform
equation_0126,equation_transform fixture 126,equation_answer_0126,equation_transform
equation_0127,equation_transform fixture 127,equation_answer_0127,equation_transform
equation_0128,equation_transform fixture 128,equation_answer_0128,equation_transform
equation_0129,equation_transform fixture 129,equation_answer_0129,equation_transform
equation_0130,equation_transform fixture 130,equation_answer_0130,equation_transform
equation_0131,equation_transform fixture 131,equation_answer_0131,equation_transform
equation_0132,equation_transform fixture 132,equation_answer_0132,equation_transform
equation_0133,equation_transform fixture 133,equation_answer_0133,equation_transform
equation_0134,equation_transform fixture 134,equation_answer_0134,equation_transform
equation_0135,equation_transform fixture 135,equation_answer_0135,equation_transform
equation_0136,equation_transform fixture 136,equation_answer_0136,equation_transform
equation_0137,equation_transform fixture 137,equation_answer_0137,equation_transform
equation_0138,equation_transform fixture 138,equation_answer_0138,equation_transform
equation_0139,equation_transform fixture 139,equation_answer_0139,equation_transform
equation_0140,equation_transform fixture 140,equation_answer_0140,equation_transform
equation_0141,equation_transform fixture 141,equation_answer_0141,equation_transform
equation_0142,equation_transform fixture 142,equation_answer_0142,equation_transform
equation_0143,equation_transform fixture 143,equation_answer_0143,equation_transform
equation_0144,equation_transform fixture 144,equation_answer_0144,equation_transform
equation_0145,equation_transform fixture 145,equation_answer_0145,equation_transform
equation_0146,equation_transform fixture 146,equation_answer_0146,equation_transform
equation_0147,equation_transform fixture 147,equation_answer_0147,equation_transform
equation_0148,equation_transform fixture 148,equation_answer_0148,equation_transform
equation_0149,equation_transform fixture 149,equation_answer_0149,equation_transform
equation_0150,equation_transform fixture 150,equation_answer_0150,equation_transform
equation_0151,equation_transform fixture 151,equation_answer_0151,equation_transform
equation_0152,equation_transform fixture 152,equation_answer_0152,equation_transform
equation_0153,equation_transform fixture 153,equation_answer_0153,equation_transform
equation_0154,equation_transform fixture 154,equation_answer_0154,equation_transform
gravity_0000,gravity_constant fixture 0,gravity_answer_0000,gravity_constant
gravity_0001,gravity_constant fixture 1,gravity_answer_0001,gravity_constant
gravity_0002,gravity_constant fixture 2,gravity_answer_0002,gravity_constant
gravity_0003,gravity_constant fixture 3,gravity_answer_0003,gravity_constant
gravity_0004,gravity_constant fixture 4,gravity_answer_0004,gravity_constant
gravity_0005,gravity_constant fixture 5,gravity_answer_0005,gravity_constant
gravity_0006,gravity_constant fixture 6,gravity_answer_0006,gravity_constant
gravity_0007,gravity_constant fixture 7,gravity_answer_0007,gravity_constant
gravity_0008,gravity_constant fixture 8,gravity_answer_0008,gravity_constant
gravity_0009,gravity_constant fixture 9,gravity_answer_0009,gravity_constant
gravity_0010,gravity_constant fixture 10,gravity_answer_0010,gravity_constant
gravity_0011,gravity_constant fixture 11,gravity_answer_0011,gravity_constant
gravity_0012,gravity_constant fixture 12,gravity_answer_0012,gravity_constant
gravity_0013,gravity_constant fixture 13,gravity_answer_0013,gravity_constant
gravity_0014,gravity_constant fixture 14,gravity_answer_0014,gravity_constant
gravity_0015,gravity_constant fixture 15,gravity_answer_0015,gravity_constant
gravity_0016,gravity_constant fixture 16,gravity_answer_0016,gravity_constant
gravity_0017,gravity_constant fixture 17,gravity_answer_0017,gravity_constant
gravity_0018,gravity_constant fixture 18,gravity_answer_0018,gravity_constant
gravity_0019,gravity_constant fixture 19,gravity_answer_0019,gravity_constant
gravity_0020,gravity_constant fixture 20,gravity_answer_0020,gravity_constant
gravity_0021,gravity_constant fixture 21,gravity_answer_0021,gravity_constant
gravity_0022,gravity_constant fixture 22,gravity_answer_0022,gravity_constant
gravity_0023,gravity_constant fixture 23,gravity_answer_0023,gravity_constant
gravity_0024,gravity_constant fixture 24,gravity_answer_0024,gravity_constant
gravity_0025,gravity_constant fixture 25,gravity_answer_0025,gravity_constant
gravity_0026,gravity_constant fixture 26,gravity_answer_0026,gravity_constant
gravity_0027,gravity_constant fixture 27,gravity_answer_0027,gravity_constant
gravity_0028,gravity_constant fixture 28,gravity_answer_0028,gravity_constant
gravity_0029,gravity_constant fixture 29,gravity_answer_0029,gravity_constant
gravity_0030,gravity_constant fixture 30,gravity_answer_0030,gravity_constant
gravity_0031,gravity_constant fixture 31,gravity_answer_0031,gravity_constant
gravity_0032,gravity_constant fixture 32,gravity_answer_0032,gravity_constant
gravity_0033,gravity_constant fixture 33,gravity_answer_0033,gravity_constant
gravity_0034,gravity_constant fixture 34,gravity_answer_0034,gravity_constant
gravity_0035,gravity_constant fixture 35,gravity_answer_0035,gravity_constant
gravity_0036,gravity_constant fixture 36,gravity_answer_0036,gravity_constant
gravity_0037,gravity_constant fixture 37,gravity_answer_0037,gravity_constant
gravity_0038,gravity_constant fixture 38,gravity_answer_0038,gravity_constant
gravity_0039,gravity_constant fixture 39,gravity_answer_0039,gravity_constant
gravity_0040,gravity_constant fixture 40,gravity_answer_0040,gravity_constant
gravity_0041,gravity_constant fixture 41,gravity_answer_0041,gravity_constant
gravity_0042,gravity_constant fixture 42,gravity_answer_0042,gravity_constant
gravity_0043,gravity_constant fixture 43,gravity_answer_0043,gravity_constant
gravity_0044,gravity_constant fixture 44,gravity_answer_0044,gravity_constant
gravity_0045,gravity_constant fixture 45,gravity_answer_0045,gravity_constant
gravity_0046,gravity_constant fixture 46,gravity_answer_0046,gravity_constant
gravity_0047,gravity_constant fixture 47,gravity_answer_0047,gravity_constant
gravity_0048,gravity_constant fixture 48,gravity_answer_0048,gravity_constant
gravity_0049,gravity_constant fixture 49,gravity_answer_0049,gravity_constant
gravity_0050,gravity_constant fixture 50,gravity_answer_0050,gravity_constant
gravity_0051,gravity_constant fixture 51,gravity_answer_0051,gravity_constant
gravity_0052,gravity_constant fixture 52,gravity_answer_0052,gravity_constant
gravity_0053,gravity_constant fixture 53,gravity_answer_0053,gravity_constant
gravity_0054,gravity_constant fixture 54,gravity_answer_0054,gravity_constant
gravity_0055,gravity_constant fixture 55,gravity_answer_0055,gravity_constant
gravity_0056,gravity_constant fixture 56,gravity_answer_0056,gravity_constant
gravity_0057,gravity_constant fixture 57,gravity_answer_0057,gravity_constant
gravity_0058,gravity_constant fixture 58,gravity_answer_0058,gravity_constant
gravity_0059,gravity_constant fixture 59,gravity_answer_0059,gravity_constant
gravity_0060,gravity_constant fixture 60,gravity_answer_0060,gravity_constant
gravity_0061,gravity_constant fixture 61,gravity_answer_0061,gravity_constant
gravity_0062,gravity_constant fixture 62,gravity_answer_0062,gravity_constant
gravity_0063,gravity_constant fixture 63,gravity_answer_0063,gravity_constant
gravity_0064,gravity_constant fixture 64,gravity_answer_0064,gravity_constant
gravity_0065,gravity_constant fixture 65,gravity_answer_0065,gravity_constant
gravity_0066,gravity_constant fixture 66,gravity_answer_0066,gravity_constant
gravity_0067,gravity_constant fixture 67,gravity_answer_0067,gravity_constant
gravity_0068,gravity_constant fixture 68,gravity_answer_0068,gravity_constant
gravity_0069,gravity_constant fixture 69,gravity_answer_0069,gravity_constant
gravity_0070,gravity_constant fixture 70,gravity_answer_0070,gravity_constant
gravity_0071,gravity_constant fixture 71,gravity_answer_0071,gravity_constant
gravity_0072,gravity_constant fixture 72,gravity_answer_0072,gravity_constant
gravity_0073,gravity_constant fixture 73,gravity_answer_0073,gravity_constant
gravity_0074,gravity_constant fixture 74,gravity_answer_0074,gravity_constant
gravity_0075,gravity_constant fixture 75,gravity_answer_0075,gravity_constant
gravity_0076,gravity_constant fixture 76,gravity_answer_0076,gravity_constant
gravity_0077,gravity_constant fixture 77,gravity_answer_0077,gravity_constant
gravity_0078,gravity_constant fixture 78,gravity_answer_0078,gravity_constant
gravity_0079,gravity_constant fixture 79,gravity_answer_0079,gravity_constant
gravity_0080,gravity_constant fixture 80,gravity_answer_0080,gravity_constant
gravity_0081,gravity_constant fixture 81,gravity_answer_0081,gravity_constant
gravity_0082,gravity_constant fixture 82,gravity_answer_0082,gravity_constant
gravity_0083,gravity_constant fixture 83,gravity_answer_0083,gravity_constant
gravity_0084,gravity_constant fixture 84,gravity_answer_0084,gravity_constant
gravity_0085,gravity_constant fixture 85,gravity_answer_0085,gravity_constant
gravity_0086,gravity_constant fixture 86,gravity_answer_0086,gravity_constant
gravity_0087,gravity_constant fixture 87,gravity_answer_0087,gravity_constant
gravity_0088,gravity_constant fixture 88,gravity_answer_0088,gravity_constant
gravity_0089,gravity_constant fixture 89,gravity_answer_0089,gravity_constant
