id,prompt,answer,family
full_bit_119,bit_manipulation identity fixture 119,100119,bit_manipulation
full_bit_120,bit_manipulation identity fixture 120,100120,bit_manipulation
full_bit_121,bit_manipulation identity fixture 121,100121,bit_manipulation
full_bit_122,bit_manipulation identity fixture 122,100122,bit_manipulation
full_bit_123,bit_manipulation identity fixture 123,100123,bit_manipulation
full_bit_124,bit_manipulation identity fixture 124,100124,bit_manipulation
full_bit_125,bit_manipulation identity fixture 125,100125,bit_manipulation
full_bit_126,bit_manipulation identity fixture 126,100126,bit_manipulation
full_bit_127,bit_manipulation identity fixture 127,100127,bit_manipulation
full_bit_128,bit_manipulation identity fixture 128,100128,bit_manipulation
full_bit_129,bit_manipulation identity fixture 129,100129,bit_manipulation
full_bit_130,bit_manipulation identity fixture 130,100130,bit_manipulation
full_bit_131,bit_manipulation identity fixture 131,100131,bit_manipulation
full_bit_132,bit_manipulation identity fixture 132,100132,bit_manipulation
full_bit_133,bit_manipulation identity fixture 133,100133,bit_manipulation
full_bit_134,bit_manipulation identity fixture 134,100134,bit_manipulation
full_bit_135,bit_manipulation identity fixture 135,100135,bit_manipulation
full_bit_136,bit_manipulation identity fixture 136,100136,bit_manipulation
full_bit_137,bit_manipulation identity fixture 137,100137,bit_manipulation
full_bit_138,bit_manipulation identity fixture 138,100138,bit_manipulation
full_bit_139,bit_manipulation identity fixture 139,100139,bit_manipulation
full_bit_140,bit_manipulation identity fixture 140,100140,bit_manipulation
full_bit_141,bit_manipulation identity fixture 141,100141,bit_manipulation
full_bit_142,bit_manipulation identity fixture 142,100142,bit_manipulation
full_bit_143,bit_manipulation identity fixture 143,100143,bit_manipulation
full_bit_144,bit_manipulation identity fixture 144,100144,bit_manipulation
full_bit_145,bit_manipulation identity fixture 145,100145,bit_manipulation
full_bit_146,bit_manipulation identity fixture 146,100146,bit_manipulation
full_bit_147,bit_manipulation identity fixture 147,100147,bit_manipulation
full_bit_148,bit_manipulation identity fixture 148,100148,bit_manipulation
full_bit_149,bit_manipulation identity fixture 149,100149,bit_manipulation
full_bit_150,bit_manipulation identity fixture 150,100150,bit_manipulation
full_bit_151,bit_manipulation identity fixture 151,100151,bit_manipulation
full_bit_152,bit_manipulation identity fixture 152,100152,bit_manipulation
full_bit_153,bit_manipulation identity fixture 153,100153,bit_manipulation
full_bit_154,bit_manipulation identity fixture 154,100154,bit_manipulation
full_bit_155,bit_manipulation identity fixture 155,100155,bit_manipulation
full_bit_156,bit_manipulation identity fixture 156,100156,bit_manipulation
full_bit_157,bit_manipulation identity fixture 157,100157,bit_manipulation
full_bit_158,bit_manipulation identity fixture 158,100158,bit_manipulation
full_bit_159,bit_manipulation identity fixture 159,100159,bit_manipulation
full_eq_000,equation_transform identity fixture 0,100160,equation_transform
full_eq_001,equation_transform identity fixture 1,100161,equation_transform
full_eq_002,equation_transform identity fixture 2,100162,equation_transform
full_eq_003,equation_transform identity fixture 3,100163,equation_transform
full_eq_004,equation_transform identity fixture 4,100164,equation_transform
full_eq_005,equation_transform identity fixture 5,100165,equation_transform
full_eq_006,equation_transform identity fixture 6,100166,equation_transform
full_eq_007,equation_transform identity fixture 7,100167,equation_transform
full_eq_008,equation_transform identity fixture 8,100168,equation_transform
full_eq_009,equation_transform identity fixture 9,100169,equation_transform
full_eq_010,equation_transform identity fixture 10,100170,equation_transform
full_eq_011,equation_transform identity fixture 11,100171,equation_transform
full_eq_012,equation_transform identity fixture 12,100172,equation_transform
full_eq_013,equation_transform identity fixture 13,100173,equation_transform
full_eq_014,equation_transform identity fixture 14,100174,equation_transform
full_eq_015,equation_transform identity fixture 15,100175,equation_transform
full_eq_016,equation_transform identity fixture 16,100176,equation_transform
full_eq_017,equation_transform identity fixture 17,100177,equation_transform
full_eq_018,equation_transform identity fixture 18,100178,equation_transform
full_eq_019,equation_transform identity fixture 19,100179,equation_transform
full_eq_020,equation_transform identity fixture 20,100180,equation_transform
full_eq_021,equation_transform identity fixture 21,100181,equation_transform
full_eq_022,equation_transform identity fixture 22,100182,equation_transform
full_eq_023,equation_transform identity fixture 23,100183,equation_transform
full_eq_024,equation_transform identity fixture 24,100184,equation_transform
full_eq_025,equation_transform identity fixture 25,100185,equation_transform
full_eq_026,equation_transform identity fixture 26,100186,equation_transform
full_eq_027,equation_transform identity fixture 27,100187,equation_transform
full_eq_028,equation_transform identity fixture 28,100188,equation_transform
full_eq_029,equation_transform identity fixture 29,100189,equation_transform
full_eq_030,equation_transform identity fixture 30,100190,equation_transform
full_eq_031,equation_transform identity fixture 31,100191,equation_transform
full_eq_032,equation_transform identity fixture 32,100192,equation_transform
full_eq_033,equation_transform identity fixture 33,100193,equation_transform
full_eq_034,equation_transform identity fixture 34,100194,equation_transform
full_eq_035,equation_transform identity fixture 35,100195,equation_transform
full_eq_036,equation_transform identity fixture 36,100196,equation_transform
full_eq_037,equation_transform identity fixture 37,100197,equation_transform
full_eq_038,equation_transform identity fixture 38,100198,equation_transform
full_eq_039,equation_transform identity fixture 39,100199,equation_transform
full_eq_040,equation_transform identity fixture 40,100200,equation_transform
full_eq_041,equation_transform identity fixture 41,100201,equation_transform
full_eq_042,equation_transform identity fixture 42,100202,equation_transform
full_eq_043,equation_transform identity fixture 43,100203,equation_transform
full_eq_044,equation_transform identity fixture 44,100204,equation_transform
full_eq_045,equation_transform identity fixture 45,100205,equation_transform
full_eq_046,equation_transform identity fixture 46,100206,equation_transform
full_eq_047,equation_transform identity fixture 47,100207,equation_transform
full_eq_048,equation_transform identity fixture 48,100208,equation_transform
full_eq_049,equation_transform identity fixture 49,100209,equation_transform
full_eq_050,equation_transform identity fixture 50,100210,equation_transform
full_eq_051,equation_transform identity fixture 51,100211,equation_transform
full_eq_052,equation_transform identity fixture 52,100212,equation_transform
full_eq_053,equation_transform identity fixture 53,100213,equation_transform
full_eq_054,equation_transform identity fixture 54,100214,equation_transform
full_eq_055,equation_transform identity fixture 55,100215,equation_transform
full_eq_056,equation_transform identity fixture 56,100216,equation_transform
full_eq_057,equation_transform identity fixture 57,100217,equation_transform
full_eq_058,equation_transform identity fixture 58,100218,equation_transform
full_eq_059,equation_transform identity fixture 59,100219,equation_transform
full_eq_060,equation_transform identity fixture 60,100220,equation_transform
full_eq_061,equation_transform identity fixture 61,100221,equation_transform
full_eq_062,equation_transform identity fixture 62,100222,equation_transform
full_eq_063,equation_transform identity fixture 63,100223,equation_transform
full_eq_064,equation_transform identity fixture 64,100224,equation_transform
full_eq_065,equation_transform identity fixture 65,100225,equation_transform
full_eq_066,equation_transform identity fixture 66,100226,equation_transform
full_eq_067,equation_transform identity fixture 67,100227,equation_transform
full_eq_068,equation_transform identity fixture 68,100228,equation_transform
full_eq_069,equation_transform identity fixture 69,100229,equation_transform
full_eq_070,equation_transform identity fixture 70,100230,equation_transform
full_eq_071,equation_transform identity fixture 71,100231,equation_transform
full_eq_072,equation_transform identity fixture 72,100232,equation_transform
full_eq_073,equation_transform identity fixture 73,100233,equation_transform
full_eq_074,equation_transform identity fixture 74,100234,equation_transform
full_eq_075,equation_transform identity fixture 75,100235,equation_transform
full_eq_076,equation_transform identity fixture 76,100236,equation_transform
full_eq_077,equation_transform identity fixture 77,100237,equation_transform
full_eq_078,equation_transform identity fixture 78,100238,equation_transform
full_eq_079,equation_transform identity fixture 79,100239,equation_transform
full_eq_080,equation_transform identity fixture 80,100240,equation_transform
full_eq_081,equation_transform identity fixture 81,100241,equation_transform
full_eq_082,equation_transform identity fixture 82,100242,equation_transform
full_eq_083,equation_transform identity fixture 83,100243,equation_transform
full_eq_084,equation_transform identity fixture 84,100244,equation_transform
full_eq_085,equation_transform identity fixture 85,100245,equation_transform
full_eq_086,equation_transform identity fixture 86,100246,equation_transform
full_eq_087,equation_transform identity fixture 87,100247,equation_transform
full_eq_088,equation_transform identity fixture 88,100248,equation_transform
full_eq_089,equation_transform identity fixture 89,100249,equation_transform
full_eq_090,equation_transform identity fixture 90,100250,equation_transform
full_eq_091,equation_transform identity fixture 91,100251,equation_transform
full_eq_092,equation_transform identity fixture 92,100252,equation_transform
full_eq_093,equation_transform identity fixture 93,100253,equation_transform
full_eq_094,equation_transform identity fixture 94,100254,equation_transform
full_eq_095,equation_transform identity fixture 95,100255,equation_transform
full_eq_096,equation_transform identity fixture 96,100256,equation_transform
full_eq_097,equation_transform identity fixture 97,100257,equation_transform
full_eq_098,equation_transform identity fixture 98,100258,equation_transform
full_eq_099,equation_transform identity fixture 99,100259,equation_transform
full_eq_100,equation_transform identity fixture 100,100260,equation_transform
full_eq_101,equation_transform identity fixture 101,100261,equation_transform
full_eq_102,equation_transform identity fixture 102,100262,equation_transform
full_eq_103,equation_transform identity fixture 103,100263,equation_transform
full_eq_104,equation_transform identity fixture 104,100264,equation_transform
full_eq_105,equation_transform identity fixture 105,100265,equation_transform
full_eq_106,equation_transform identity fixture 106,100266,equation_transform
full_eq_107,equation_transform identity fixture 107,100267,equation_transform
full_eq_108,equation_transform identity fixture 108,100268,equation_transform
full_eq_109,equation_transform identity fixture 109,100269,equation_transform
full_eq_110,equation_transform identity fixture 110,100270,equation_transform
full_eq_111,equation_transform identity fixture 111,100271,equation_transform
full_eq_112,equation_transform identity fixture 112,100272,equation_transform
full_eq_113,equation_transform identity fixture 113,100273,equation_transform
full_eq_114,equation_transform identity fixture 114,100274,equation_transform
full_eq_115,equation_transform identity fixture 115,100275,equation_transform
full_eq_116,equation_transform identity fixture 116,100276,equation_transform
full_eq_117,equation_transform identity fixture 117,100277,equation_transform
full_eq_118,equation_transform identity fixture 118,100278,equation_transform
full_eq_119,equation_transform identity fixture 119,100279,equation_transform
full_eq_120,equation_transform identity fixture 120,100280,equation_transform
full_eq_121,equation_transform identity fixture 121,100281,equation_transform
full_eq_122,equation_transform identity fixture 122,100282,equation_transform
full_eq_123,equation_transform identity fixture 123,100283,equation_transform
full_eq_124,equation_transform identity fixture 124,100284,equation_transform
full_eq_125,equation_transform identity fixture 125,100285,equation_transform
full_eq_126,equation_transform identity fixture 126,100286,equation_transform
full_eq_127,equation_transform identity fixture 127,100287,equation_transform
full_eq_128,equation_transform identity fixture 128,100288,equation_transform
full_eq_129,equation_transform identity fixture 129,100289,equation_transform
full_eq_130,equation_transform identity fixture 130,100290,equation_transform
full_eq_131,equation_transform identity fixture 131,100291,equation_transform
full_eq_132,equation_transform identity fixture 132,100292,equation_transform
full_eq_133,equation_transform identity fixture 133,100293,equation_transform
full_eq_134,equation_transform identity fixture 134,100294,equation_transform
full_eq_135,equation_transform identity fixture 135,100295,equation_transform
full_eq_136,equation_transform identity fixture 136,100296,equation_transform
full_eq_137,equation_transform identity fixture 137,100297,equation_transform
full_eq_138,equation_transform identity fixture 138,100298,equation_transform
full_eq_139,equation_transform identity fixture 139,100299,equation_transform
full_eq_140,equation_transform identity fixture 140,100300,equation_transform
full_eq_141,equation_transform identity fixture 141,100301,equation_transform
full_eq_142,equation_transform identity fixture 142,100302,equation_transform
full_eq_143,equation_transform identity fixture 143,100303,equation_transform
full_eq_144,equation_transform identity fixture 144,100304,equation_transform
full_eq_145,equation_transform identity fixture 145,100305,equation_transform
full_eq_146,equation_transform identity fixture 146,100306,equation_transform
full_eq_147,equation_transform identity fixture 147,100307,equation_transform
full_eq_148,equation_transform identity fixture 148,100308,equation_transform
full_eq_149,equation_transform identity fixture 149,100309,equation_transform
full_eq_150,equation_transform identity fixture 150,100310,equation_transform
full_eq_151,equation_transform identity fixture 151,100311,equation_transform
full_eq_152,equation_transform identity fixture 152,100312,equation_transform
full_eq_153,equation_transform identity fixture 153,100313,equation_transform
full_eq_154,equation_transform identity fixture 154,100314,equation_transform
full_gravity_000,gravity_constant identity fixture 0,100315,gravity_constant
full_gravity_001,gravity_constant identity fixture 1,100316,gravity_constant
full_gravity_002,gravity_constant identity fixture 2,100317,gravity_constant
full_gravity_003,gravity_constant identity fixture 3,100318,gravity_constant
full_gravity_004,gravity_constant identity fixture 4,100319,gravity_constant
full_gravity_005,gravity_constant identity fixture 5,100320,gravity_constant
full_gravity_006,gravity_constant identity fixture 6,100321,gravity_constant
full_gravity_007,gravity_constant identity fixture 7,100322,gravity_constant
full_gravity_008,gravity_constant identity fixture 8,100323,gravity_constant
full_gravity_009,gravity_constant identity fixture 9,100324,gravity_constant
full_gravity_010,gravity_constant identity fixture 10,100325,gravity_constant
full_gravity_011,gravity_constant identity fixture 11,100326,gravity_constant
full_gravity_012,gravity_constant identity fixture 12,100327,gravity_constant
full_gravity_013,gravity_constant identity fixture 13,100328,gravity_constant
full_gravity_014,gravity_constant identity fixture 14,100329,gravity_constant
full_gravity_015,gravity_constant identity fixture 15,100330,gravity_constant
full_gravity_016,gravity_constant identity fixture 16,100331,gravity_constant
full_gravity_017,gravity_constant identity fixture 17,100332,gravity_constant
full_gravity_018,gravity_constant identity fixture 18,100333,gravity_constant
full_gravity_019,gravity_constant identity fixture 19,100334,gravity_constant
full_gravity_020,gravity_constant identity fixture 20,100335,gravity_constant
full_gravity_021,gravity_constant identity fixture 21,100336,gravity_constant
full_gravity_022,gravity_constant identity fixture 22,100337,gravity_constant
full_gravity_023,gravity_constant identity fixture 23,100338,gravity_constant
full_gravity_024,gravity_constant identity fixture 24,100339,gravity_constant
full_gravity_025,gravity_constant identity fixture 25,100340,gravity_constant
full_gravity_026,gravity_constant identity fixture 26,100341,gravity_constant
full_gravity_027,gravity_constant identity fixture 27,100342,gravity_constant
full_gravity_028,gravity_constant identity fixture 28,100343,gravity_constant
full_gravity_029,gravity_constant identity fixture 29,100344,gravity_constant
full_gravity_030,gravity_constant identity fixture 30,100345,gravity_constant
full_gravity_031,gravity_constant identity fixture 31,100346,gravity_constant
full_gravity_032,gravity_constant identity fixture 32,100347,gravity_constant
full_gravity_033,gravity_constant identity fixture 33,100348,gravity_constant
full_gravity_034,gravity_constant identity fixture 34,100349,gravity_constant
full_gravity_035,gravity_constant identity fixture 35,100350,gravity_constant
full_gravity_036,gravity_constant identity fixture 36,100351,gravity_constant
full_gravity_037,gravity_constant identity fixture 37,100352,gravity_constant
full_gravity_038,gravity_constant identity fixture 38,100353,gravity_constant
full_gravity_039,gravity_constant identity fixture 39,100354,gravity_constant
full_gravity_040,gravity_constant identity fixture 40,100355,gravity_constant
full_gravity_041,gravity_constant identity fixture 41,100356,gravity_constant
full_gravity_042,gravity_constant identity fixture 42,100357,gravity_constant
full_gravity_043,gravity_constant identity fixture 43,100358,gravity_constant
full_gravity_044,gravity_constant identity fixture 44,100359,gravity_constant
full_gravity_045,gravity_constant identity fixture 45,100360,gravity_constant
full_gravity_046,gravity_constant identity fixture 46,100361,gravity_constant
full_gravity_047,gravity_constant identity fixture 47,100362,gravity_constant
full_gravity_048,gravity_constant identity fixture 48,100363,gravity_constant
full_gravity_049,gravity_constant identity fixture 49,100364,gravity_constant
full_gravity_050,gravity_constant identity fixture 50,100365,gravity_constant
full_gravity_051,gravity_constant identity fixture 51,100366,gravity_constant
full_gravity_052,gravity_constant identity fixture 52,100367,gravity_constant
full_gravity_053,gravity_constant identity fixture 53,100368,gravity_constant
full_gravity_054,gravity_constant identity fixture 54,100369,gravity_constant
full_gravity_055,gravity_constant identity fixture 55,100370,gravity_constant
full_gravity_056,gravity_constant identity fixture 56,100371,gravity_constant
full_gravity_057,gravity_constant identity fixture 57,100372,gravity_constant
full_gravity_058,gravity_constant identity fixture 58,100373,gravity_constant
full_gravity_059,gravity_constant identity fixture 59,100374,gravity_constant
full_gravity_060,gravity_constant identity fixture 60,100375,gravity_constant
full_gravity_061,gravity_constant identity fixture 61,100376,gravity_constant
full_gravity_062,gravity_constant identity fixture 62,100377,gravity_constant
full_gravity_063,gravity_constant identity fixture 63,100378,gravity_constant
full_gravity_064,gravity_constant identity fixture 64,100379,gravity_constant
full_gravity_065,gravity_constant identity fixture 65,100380,gravity_constant
full_gravity_066,gravity_constant identity fixture 66,100381,gravity_constant
full_gravity_067,gravity_constant identity fixture 67,100382,gravity_constant
full_gravity_068,gravity_constant identity fixture 68,100383,gravity_constant
full_gravity_069,gravity_constant identity fixture 69,100384,gravity_constant
full_gravity_070,gravity_constant identity fixture 70,100385,gravity_constant
full_gravity_071,gravity_constant identity fixture 71,100386,gravity_constant
full_gravity_072,gravity_constant identity fixture 72,100387,gravity_constant
full_gravity_073,gravity_constant identity fixture 73,100388,gravity_constant
full_gravity_074,gravity_constant identity fixture 74,100389,gravity_constant
full_gravity_075,gravity_constant identity fixture 75,100390,gravity_constant
full_gravity_076,gravity_constant identity fixture 76,100391,gravity_constant
full_gravity_077,gravity_constant identity fixture 77,100392,gravity_constant
full_gravity_078,gravity_constant identity fixture 78,100393,gravity_constant
full_gravity_079,gravity_constant identity fixture 79,100394,gravity_constant
full_gravity_080,gravity_constant identity fixture 80,100395,gravity_constant
full_gravity_081,gravity_constant identity fixture 81,100396,gravity_constant
full_gravity_082,gravity_constant identity fixture 82,100397,gravity_constant
full_gravity_083,gravity_constant identity fixture 83,100398,gravity_constant
full_gravity_084,gravity_constant identity fixture 84,100399,gravity_constant
full_gravity_085,gravity_constant identity fixture 85,100400,gravity_constant
full_gravity_086,gravity_constant identity fixture 86,100401,gravity_constant
full_gravity_087,gravity_constant identity fixture 87,100402,gravity_constant
full_gravity_088,gravity_constant identity fixture 88,100403,gravity_constant
full_gravity_089,gravity_constant identity fixture 89,100404,gravity_constant
full_gravity_090,gravity_constant identity fixture 90,100405,gravity_constant
full_gravity_091,gravity_constant identity fixture 91,100406,gravity_constant
full_gravity_092,gravity_constant identity fixture 92,100407,gravity_constant
full_gravity_093,gravity_constant identity fixture 93,100408,gravity_constant
full_gravity_094,gravity_constant identity fixture 94,100409,gravity_constant
full_gravity_095,gravity_constant identity fixture 95,100410,gravity_constant
full_gravity_096,gravity_constant identity fixture 96,100411,gravity_constant
full_gravity_097,gravity_constant identity fixture 97,100412,gravity_constant
full_gravity_098,gravity_constant identity fixture 98,100413,gravity_constant
full_gravity_099,gravity_constant identity fixture 99,100414,gravity_constant
full_gravity_100,gravity_constant identity fixture 100,100415,gravity_constant
full_gravity_101,gravity_constant identity fixture 101,100416,gravity_constant
full_gravity_102,gravity_constant identity fixture 102,100417,gravity_constant
full_gravity_103,gravity_constant identity fixture 103,100418,gravity_constant
full_gravity_104,gravity_constant identity fixture 104,100419,gravity_constant
full_gravity_105,gravity_constant identity fixture 105,100420,gravity_constant
full_gravity_106,gravity_constant identity fixture 106,100421,gravity_constant
full_gravity_107,gravity_constant identity fixture 107,100422,gravity_constant
full_gravity_108,gravity_constant identity fixture 108,100423,gravity_constant
full_gravity_109,gravity_constant identity fixture 109,100424,gravity_constant
full_gravity_110,gravity_constant identity fixture 110,100425,gravity_constant
full_gravity_111,gravity_constant identity fixture 111,100426,gravity_constant
full_gravity_112,gravity_constant identity fixture 112,100427,gravity_constant
full_gravity_113,gravity_constant identity fixture 113,100428,gravity_constant
full_gravity_114,gravity_constant identity fixture 114,100429,gravity_constant
full_gravity_115,gravity_constant identity fixture 115,100430,gravity_constant
full_gravity_116,gravity_constant identity fixture 116,100431,gravity_constant
full_gravity_117,gravity_constant identity fixture 117,100432,gravity_constant
full_gravity_118,gravity_constant identity fixture 118,100433,gravity_constant
full_gravity_119,gravity_constant identity fixture 119,100434,gravity_constant
full_gravity_120,gravity_constant identity fixture 120,100435,gravity_constant
full_gravity_121,gravity_constant identity fixture 121,100436,gravity_constant
full_gravity_122,gravity_constant identity fixture 122,100437,gravity_constant
full_gravity_123,gravity_constant identity fixture 123,100438,gravity_constant
full_gravity_124,gravity_constant identity fixture 124,100439,gravity_constant
full_gravity_125,gravity_constant identity fixture 125,100440,gravity_constant
full_gravity_126,gravity_constant identity fixture 126,100441,gravity_constant
full_gravity_127,gravity_constant identity fixture 127,100442,gravity_constant
full_gravity_128,gravity_constant identity fixture 128,100443,gravity_constant
full_gravity_129,gravity_constant identity fixture 129,100444,gravity_constant
full_gravity_130,gravity_constant identity fixture 130,100445,gravity_constant
