id,subtype,answer,baseline_prediction,rule_class,status,prediction,verified_by_weak_label,incorrect_by_weak_label,promotable_after_class_gate,query,example_count,proof
c24074a8,equation_symbolic_punct,&/,]]]%,symbolic_reverse,abstain,,False,False,False,]]`]%,5,examples_do_not_match_reverse
c24074a8,equation_symbolic_punct,&/,]]]%,symbolic_prefix_suffix,abstain,,False,False,False,]]`]%,5,nonuniform_lengths
c24074a8,equation_symbolic_punct,&/,]]]%,symbolic_positional_deletion_audit_only,abstain,,False,False,False,]]`]%,5,nonuniform_lengths
893ffb06,equation_symbolic_punct,-@',@``:,symbolic_all_examples_char_transducer,abstain,,False,False,False,@`-`:,4,no_global_mapping
893ffb06,equation_symbolic_punct,-@',@``:,symbolic_reverse,abstain,,False,False,False,@`-`:,4,examples_do_not_match_reverse
893ffb06,equation_symbolic_punct,-@',@``:,symbolic_prefix_suffix,abstain,,False,False,False,@`-`:,4,nonuniform_lengths
893ffb06,equation_symbolic_punct,-@',@``:,symbolic_positional_deletion_audit_only,abstain,,False,False,False,@`-`:,4,nonuniform_lengths
cf4c04c0,equation_symbolic_punct,-[,@|#|,symbolic_all_examples_char_transducer,abstain,,False,False,False,@|-#|,5,no_pair_mapping
cf4c04c0,equation_symbolic_punct,-[,@|#|,symbolic_reverse,abstain,,False,False,False,@|-#|,5,examples_do_not_match_reverse
cf4c04c0,equation_symbolic_punct,-[,@|#|,symbolic_prefix_suffix,abstain,,False,False,False,@|-#|,5,nonuniform_lengths
cf4c04c0,equation_symbolic_punct,-[,@|#|,symbolic_positional_deletion_audit_only,abstain,,False,False,False,@|-#|,5,nonuniform_lengths
8e411cc7,equation_symbolic_punct,]]],$&&,symbolic_all_examples_char_transducer,abstain,,False,False,False,$&!&},4,no_global_mapping
8e411cc7,equation_symbolic_punct,]]],$&&,symbolic_reverse,abstain,,False,False,False,$&!&},4,examples_do_not_match_reverse
8e411cc7,equation_symbolic_punct,]]],$&&,symbolic_prefix_suffix,abstain,,False,False,False,$&!&},4,nonuniform_lengths
8e411cc7,equation_symbolic_punct,]]],$&&,symbolic_positional_deletion_audit_only,abstain,,False,False,False,$&!&},4,nonuniform_lengths
48c25e0e,equation_numeric_operator,53,32,numeric_same_operator_rule,abstain,,False,False,False,43&11,3,no_same_operator_examples
a98d4d53,equation_symbolic_punct,-),!$$[,symbolic_all_examples_char_transducer,abstain,,False,False,False,!$-$[,3,no_global_mapping
a98d4d53,equation_symbolic_punct,-),!$$[,symbolic_reverse,abstain,,False,False,False,!$-$[,3,examples_do_not_match_reverse
a98d4d53,equation_symbolic_punct,-),!$$[,symbolic_prefix_suffix,abstain,,False,False,False,!$-$[,3,nonuniform_lengths
a98d4d53,equation_symbolic_punct,-),!$$[,symbolic_positional_deletion_audit_only,abstain,,False,False,False,!$-$[,3,nonuniform_lengths
59733f94,equation_symbolic_punct,/,$/>/,symbolic_all_examples_char_transducer,abstain,,False,False,False,$/->/,5,no_global_mapping
59733f94,equation_symbolic_punct,/,$/>/,symbolic_reverse,abstain,,False,False,False,$/->/,5,examples_do_not_match_reverse
59733f94,equation_symbolic_punct,/,$/>/,symbolic_prefix_suffix,abstain,,False,False,False,$/->/,5,nonuniform_lengths
59733f94,equation_symbolic_punct,/,$/>/,symbolic_positional_deletion_audit_only,abstain,,False,False,False,$/->/,5,nonuniform_lengths
9dae880f,equation_symbolic_punct,))[,:<`\,symbolic_all_examples_char_transducer,abstain,,False,False,False,:<}`\,5,no_global_mapping
9dae880f,equation_symbolic_punct,))[,:<`\,symbolic_reverse,abstain,,False,False,False,:<}`\,5,examples_do_not_match_reverse
9dae880f,equation_symbolic_punct,))[,:<`\,symbolic_prefix_suffix,abstain,,False,False,False,:<}`\,5,nonuniform_lengths
9dae880f,equation_symbolic_punct,))[,:<`\,symbolic_positional_deletion_audit_only,abstain,,False,False,False,:<}`\,5,nonuniform_lengths
ae6be599,equation_symbolic_punct,#`,$?]$,symbolic_all_examples_char_transducer,abstain,,False,False,False,$?+]$,3,no_global_mapping
ae6be599,equation_symbolic_punct,#`,$?]$,symbolic_reverse,abstain,,False,False,False,$?+]$,3,examples_do_not_match_reverse
ae6be599,equation_symbolic_punct,#`,$?]$,symbolic_prefix_suffix,abstain,,False,False,False,$?+]$,3,nonuniform_lengths
ae6be599,equation_symbolic_punct,#`,$?]$,symbolic_positional_deletion_audit_only,abstain,,False,False,False,$?+]$,3,nonuniform_lengths
8494aad3,equation_symbolic_punct,"""`#&","])<""",symbolic_all_examples_char_transducer,abstain,,False,False,False,"])*<""",4,no_pair_mapping
8494aad3,equation_symbolic_punct,"""`#&","])<""",symbolic_reverse,abstain,,False,False,False,"])*<""",4,examples_do_not_match_reverse
8494aad3,equation_symbolic_punct,"""`#&","])<""",symbolic_prefix_suffix,abstain,,False,False,False,"])*<""",4,candidate_rule_count=0
8494aad3,equation_symbolic_punct,"""`#&","])<""",symbolic_positional_deletion_audit_only,abstain,,False,False,False,"])*<""",4,ambiguous_or_missing_keep_positions=0
e3890bf7,equation_symbolic_punct,{@%],(^@{,symbolic_all_examples_char_transducer,abstain,,False,False,False,(^*{@,3,no_global_mapping
e3890bf7,equation_symbolic_punct,{@%],(^@{,symbolic_reverse,abstain,,False,False,False,(^*{@,3,examples_do_not_match_reverse
e3890bf7,equation_symbolic_punct,{@%],(^@{,symbolic_prefix_suffix,abstain,,False,False,False,(^*{@,3,nonuniform_lengths
e3890bf7,equation_symbolic_punct,{@%],(^@{,symbolic_positional_deletion_audit_only,abstain,,False,False,False,(^*{@,3,nonuniform_lengths
d29e19a4,equation_symbolic_punct,?|,|''>,symbolic_all_examples_char_transducer,abstain,,False,False,False,|'$>',4,no_global_mapping
d29e19a4,equation_symbolic_punct,?|,|''>,symbolic_reverse,abstain,,False,False,False,|'$>',4,examples_do_not_match_reverse
d29e19a4,equation_symbolic_punct,?|,|''>,symbolic_prefix_suffix,abstain,,False,False,False,|'$>',4,nonuniform_lengths
d29e19a4,equation_symbolic_punct,?|,|''>,symbolic_positional_deletion_audit_only,abstain,,False,False,False,|'$>',4,nonuniform_lengths
b06625c4,equation_symbolic_punct,^&/,"""$ $]""",symbolic_all_examples_char_transducer,abstain,,False,False,False,"""$*$]",4,no_pair_mapping
b06625c4,equation_symbolic_punct,^&/,"""$ $]""",symbolic_reverse,abstain,,False,False,False,"""$*$]",4,examples_do_not_match_reverse
b06625c4,equation_symbolic_punct,^&/,"""$ $]""",symbolic_prefix_suffix,abstain,,False,False,False,"""$*$]",4,nonuniform_lengths
b06625c4,equation_symbolic_punct,^&/,"""$ $]""",symbolic_positional_deletion_audit_only,abstain,,False,False,False,"""$*$]",4,nonuniform_lengths
52be4988,equation_symbolic_punct,'!,&&&`,symbolic_all_examples_char_transducer,abstain,,False,False,False,&&+&`,5,no_global_mapping
52be4988,equation_symbolic_punct,'!,&&&`,symbolic_reverse,abstain,,False,False,False,&&+&`,5,examples_do_not_match_reverse
52be4988,equation_symbolic_punct,'!,&&&`,symbolic_prefix_suffix,abstain,,False,False,False,&&+&`,5,nonuniform_lengths
52be4988,equation_symbolic_punct,'!,&&&`,symbolic_positional_deletion_audit_only,abstain,,False,False,False,&&+&`,5,nonuniform_lengths
99d6a3b5,equation_symbolic_punct,?()<,(<)),symbolic_all_examples_char_transducer,abstain,,False,False,False,(<%)),4,no_pair_mapping
99d6a3b5,equation_symbolic_punct,?()<,(<)),symbolic_reverse,abstain,,False,False,False,(<%)),4,examples_do_not_match_reverse
99d6a3b5,equation_symbolic_punct,?()<,(<)),symbolic_prefix_suffix,abstain,,False,False,False,(<%)),4,nonuniform_lengths
99d6a3b5,equation_symbolic_punct,?()<,(<)),symbolic_positional_deletion_audit_only,abstain,,False,False,False,(<%)),4,nonuniform_lengths
2d3547af,equation_symbolic_punct,))^),\$\\,symbolic_all_examples_char_transducer,abstain,,False,False,False,\$&\\,4,no_global_mapping
2d3547af,equation_symbolic_punct,))^),\$\\,symbolic_reverse,abstain,,False,False,False,\$&\\,4,examples_do_not_match_reverse
2d3547af,equation_symbolic_punct,))^),\$\\,symbolic_prefix_suffix,abstain,,False,False,False,\$&\\,4,nonuniform_lengths
2d3547af,equation_symbolic_punct,))^),\$\\,symbolic_positional_deletion_audit_only,abstain,,False,False,False,\$&\\,4,nonuniform_lengths
28b0ff48,equation_symbolic_punct,'],|^^^,symbolic_all_examples_char_transducer,abstain,,False,False,False,|^-^^,3,no_global_mapping
28b0ff48,equation_symbolic_punct,'],|^^^,symbolic_reverse,abstain,,False,False,False,|^-^^,3,examples_do_not_match_reverse
28b0ff48,equation_symbolic_punct,'],|^^^,symbolic_prefix_suffix,abstain,,False,False,False,|^-^^,3,nonuniform_lengths
28b0ff48,equation_symbolic_punct,'],|^^^,symbolic_positional_deletion_audit_only,abstain,,False,False,False,|^-^^,3,nonuniform_lengths
61557701,equation_symbolic_punct,|&,'{),symbolic_all_examples_char_transducer,abstain,,False,False,False,'{+{),4,no_global_mapping
61557701,equation_symbolic_punct,|&,'{),symbolic_reverse,abstain,,False,False,False,'{+{),4,examples_do_not_match_reverse
61557701,equation_symbolic_punct,|&,'{),symbolic_prefix_suffix,abstain,,False,False,False,'{+{),4,nonuniform_lengths
61557701,equation_symbolic_punct,|&,'{),symbolic_positional_deletion_audit_only,abstain,,False,False,False,'{+{),4,nonuniform_lengths
02902eb3,equation_symbolic_punct,>/,!!$>,symbolic_all_examples_char_transducer,abstain,,False,False,False,!!+$>,3,no_pair_mapping
02902eb3,equation_symbolic_punct,>/,!!$>,symbolic_reverse,abstain,,False,False,False,!!+$>,3,examples_do_not_match_reverse
02902eb3,equation_symbolic_punct,>/,!!$>,symbolic_prefix_suffix,abstain,,False,False,False,!!+$>,3,nonuniform_lengths
02902eb3,equation_symbolic_punct,>/,!!$>,symbolic_positional_deletion_audit_only,abstain,,False,False,False,!!+$>,3,nonuniform_lengths
0d90736f,equation_symbolic_punct,:,::)[,symbolic_all_examples_char_transducer,abstain,,False,False,False,::-)[,5,no_pair_mapping
0d90736f,equation_symbolic_punct,:,::)[,symbolic_reverse,abstain,,False,False,False,::-)[,5,examples_do_not_match_reverse
0d90736f,equation_symbolic_punct,:,::)[,symbolic_prefix_suffix,abstain,,False,False,False,::-)[,5,nonuniform_lengths
0d90736f,equation_symbolic_punct,:,::)[,symbolic_positional_deletion_audit_only,abstain,,False,False,False,::-)[,5,nonuniform_lengths
294453b5,equation_symbolic_punct,&(,##!),symbolic_all_examples_char_transducer,abstain,,False,False,False,##-!),3,no_global_mapping
294453b5,equation_symbolic_punct,&(,##!),symbolic_reverse,abstain,,False,False,False,##-!),3,examples_do_not_match_reverse
294453b5,equation_symbolic_punct,&(,##!),symbolic_prefix_suffix,abstain,,False,False,False,##-!),3,nonuniform_lengths
294453b5,equation_symbolic_punct,&(,##!),symbolic_positional_deletion_audit_only,abstain,,False,False,False,##-!),3,nonuniform_lengths
386b6d03,equation_numeric_operator,671,18,numeric_same_operator_rule,abstain,,False,False,False,79'97,3,no_same_operator_examples
57f6878e,equation_symbolic_punct,%{{,|@(!,symbolic_all_examples_char_transducer,abstain,,False,False,False,|@<:(,5,no_global_mapping
57f6878e,equation_symbolic_punct,%{{,|@(!,symbolic_reverse,abstain,,False,False,False,|@<:(,5,examples_do_not_match_reverse
57f6878e,equation_symbolic_punct,%{{,|@(!,symbolic_prefix_suffix,abstain,,False,False,False,|@<:(,5,nonuniform_lengths
57f6878e,equation_symbolic_punct,%{{,|@(!,symbolic_positional_deletion_audit_only,abstain,,False,False,False,|@<:(,5,nonuniform_lengths
a361a1b7,equation_numeric_operator,:46,46,numeric_same_operator_rule,abstain,,False,False,False,53:99,5,no_same_operator_examples
d911e8e1,equation_symbolic_punct,:\:,@}<',symbolic_all_examples_char_transducer,abstain,,False,False,False,@})<',3,no_pair_mapping
d911e8e1,equation_symbolic_punct,:\:,@}<',symbolic_reverse,abstain,,False,False,False,@})<',3,examples_do_not_match_reverse
d911e8e1,equation_symbolic_punct,:\:,@}<',symbolic_prefix_suffix,abstain,,False,False,False,@})<',3,nonuniform_lengths
d911e8e1,equation_symbolic_punct,:\:,@}<',symbolic_positional_deletion_audit_only,abstain,,False,False,False,@})<',3,nonuniform_lengths
7688e06e,equation_numeric_operator,-55,55,numeric_same_operator_rule,abstain,,False,False,False,63-19,5,candidate_rule_count=0 unique_prediction_count=0
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,symbolic_all_examples_char_transducer,abstain,,False,False,False,|!*@[,5,no_global_mapping
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,symbolic_reverse,abstain,,False,False,False,|!*@[,5,examples_do_not_match_reverse
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,symbolic_prefix_suffix,abstain,,False,False,False,|!*@[,5,nonuniform_lengths
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,symbolic_positional_deletion_audit_only,abstain,,False,False,False,|!*@[,5,nonuniform_lengths
c43b5a13,equation_symbolic_punct,)|,$):$,symbolic_all_examples_char_transducer,abstain,,False,False,False,$)+:$,3,char_transducer mappings=16 usable=16 unique_predictions=9
c43b5a13,equation_symbolic_punct,)|,$):$,symbolic_reverse,abstain,,False,False,False,$)+:$,3,examples_do_not_match_reverse
c43b5a13,equation_symbolic_punct,)|,$):$,symbolic_prefix_suffix,abstain,,False,False,False,$)+:$,3,candidate_rule_count=0
c43b5a13,equation_symbolic_punct,)|,$):$,symbolic_positional_deletion_audit_only,abstain,,False,False,False,$)+:$,3,ambiguous_or_missing_keep_positions=0
b0206bb7,equation_symbolic_punct,]$!,$){,symbolic_all_examples_char_transducer,abstain,,False,False,False,${*)},5,no_global_mapping
b0206bb7,equation_symbolic_punct,]$!,$){,symbolic_reverse,abstain,,False,False,False,${*)},5,examples_do_not_match_reverse
b0206bb7,equation_symbolic_punct,]$!,$){,symbolic_prefix_suffix,abstain,,False,False,False,${*)},5,nonuniform_lengths
b0206bb7,equation_symbolic_punct,]$!,$){,symbolic_positional_deletion_audit_only,abstain,,False,False,False,${*)},5,nonuniform_lengths
638f93ca,equation_symbolic_punct,@,$<]$,symbolic_all_examples_char_transducer,abstain,,False,False,False,$<-]$,4,no_global_mapping
638f93ca,equation_symbolic_punct,@,$<]$,symbolic_reverse,abstain,,False,False,False,$<-]$,4,examples_do_not_match_reverse
638f93ca,equation_symbolic_punct,@,$<]$,symbolic_prefix_suffix,abstain,,False,False,False,$<-]$,4,nonuniform_lengths
638f93ca,equation_symbolic_punct,@,$<]$,symbolic_positional_deletion_audit_only,abstain,,False,False,False,$<-]$,4,nonuniform_lengths
4bfd095a,equation_symbolic_punct,{<<<,@/[@,symbolic_all_examples_char_transducer,abstain,,False,False,False,@/*[@,4,no_global_mapping
4bfd095a,equation_symbolic_punct,{<<<,@/[@,symbolic_reverse,abstain,,False,False,False,@/*[@,4,examples_do_not_match_reverse
4bfd095a,equation_symbolic_punct,{<<<,@/[@,symbolic_prefix_suffix,abstain,,False,False,False,@/*[@,4,nonuniform_lengths
4bfd095a,equation_symbolic_punct,{<<<,@/[@,symbolic_positional_deletion_audit_only,abstain,,False,False,False,@/*[@,4,nonuniform_lengths
7a422e17,equation_symbolic_punct,%'!,"#`""",symbolic_all_examples_char_transducer,abstain,,False,False,False,"#`@{""",4,no_pair_mapping
7a422e17,equation_symbolic_punct,%'!,"#`""",symbolic_reverse,abstain,,False,False,False,"#`@{""",4,examples_do_not_match_reverse
7a422e17,equation_symbolic_punct,%'!,"#`""",symbolic_prefix_suffix,abstain,,False,False,False,"#`@{""",4,nonuniform_lengths
7a422e17,equation_symbolic_punct,%'!,"#`""",symbolic_positional_deletion_audit_only,abstain,,False,False,False,"#`@{""",4,nonuniform_lengths
5b2523e6,equation_symbolic_punct,&&,><\$,symbolic_all_examples_char_transducer,abstain,,False,False,False,><-\$,4,no_pair_mapping
5b2523e6,equation_symbolic_punct,&&,><\$,symbolic_reverse,abstain,,False,False,False,><-\$,4,examples_do_not_match_reverse
5b2523e6,equation_symbolic_punct,&&,><\$,symbolic_prefix_suffix,abstain,,False,False,False,><-\$,4,nonuniform_lengths
5b2523e6,equation_symbolic_punct,&&,><\$,symbolic_positional_deletion_audit_only,abstain,,False,False,False,><-\$,4,nonuniform_lengths
0fe53bac,equation_symbolic_punct,"(""",^?(|,symbolic_all_examples_char_transducer,abstain,,False,False,False,^?+(|,4,no_global_mapping
0fe53bac,equation_symbolic_punct,"(""",^?(|,symbolic_reverse,abstain,,False,False,False,^?+(|,4,examples_do_not_match_reverse
0fe53bac,equation_symbolic_punct,"(""",^?(|,symbolic_prefix_suffix,abstain,,False,False,False,^?+(|,4,nonuniform_lengths
0fe53bac,equation_symbolic_punct,"(""",^?(|,symbolic_positional_deletion_audit_only,abstain,,False,False,False,^?+(|,4,nonuniform_lengths
274def88,equation_numeric_operator,92,-92,numeric_same_operator_rule,abstain,,False,False,False,85-92,5,candidate_rule_count=0 unique_prediction_count=0
03a3437f,equation_symbolic_punct,-!,'}>/,symbolic_all_examples_char_transducer,abstain,,False,False,False,'}-/>,3,no_global_mapping
03a3437f,equation_symbolic_punct,-!,'}>/,symbolic_reverse,abstain,,False,False,False,'}-/>,3,examples_do_not_match_reverse
03a3437f,equation_symbolic_punct,-!,'}>/,symbolic_prefix_suffix,abstain,,False,False,False,'}-/>,3,nonuniform_lengths
03a3437f,equation_symbolic_punct,-!,'}>/,symbolic_positional_deletion_audit_only,abstain,,False,False,False,'}-/>,3,nonuniform_lengths
30ac5c8e,equation_symbolic_punct,)#?,@\}?,symbolic_all_examples_char_transducer,abstain,,False,False,False,@\+}?,5,no_pair_mapping
30ac5c8e,equation_symbolic_punct,)#?,@\}?,symbolic_reverse,abstain,,False,False,False,@\+}?,5,examples_do_not_match_reverse
30ac5c8e,equation_symbolic_punct,)#?,@\}?,symbolic_prefix_suffix,abstain,,False,False,False,@\+}?,5,nonuniform_lengths
30ac5c8e,equation_symbolic_punct,)#?,@\}?,symbolic_positional_deletion_audit_only,abstain,,False,False,False,@\+}?,5,nonuniform_lengths
ff121f08,equation_symbolic_punct,#<,!%<<,symbolic_all_examples_char_transducer,abstain,,False,False,False,!%+<<,5,no_global_mapping
ff121f08,equation_symbolic_punct,#<,!%<<,symbolic_reverse,abstain,,False,False,False,!%+<<,5,examples_do_not_match_reverse
ff121f08,equation_symbolic_punct,#<,!%<<,symbolic_prefix_suffix,abstain,,False,False,False,!%+<<,5,nonuniform_lengths
ff121f08,equation_symbolic_punct,#<,!%<<,symbolic_positional_deletion_audit_only,abstain,,False,False,False,!%+<<,5,nonuniform_lengths
ec8b4875,equation_symbolic_punct,"|""]",|@<!,symbolic_all_examples_char_transducer,abstain,,False,False,False,|@*<!,3,no_pair_mapping
ec8b4875,equation_symbolic_punct,"|""]",|@<!,symbolic_reverse,abstain,,False,False,False,|@*<!,3,examples_do_not_match_reverse
ec8b4875,equation_symbolic_punct,"|""]",|@<!,symbolic_prefix_suffix,abstain,,False,False,False,|@*<!,3,nonuniform_lengths
ec8b4875,equation_symbolic_punct,"|""]",|@<!,symbolic_positional_deletion_audit_only,abstain,,False,False,False,|@*<!,3,nonuniform_lengths
e3fbc768,equation_symbolic_punct,'(^),%??,symbolic_all_examples_char_transducer,abstain,,False,False,False,{%/??,3,no_pair_mapping
e3fbc768,equation_symbolic_punct,'(^),%??,symbolic_reverse,abstain,,False,False,False,{%/??,3,examples_do_not_match_reverse
e3fbc768,equation_symbolic_punct,'(^),%??,symbolic_prefix_suffix,abstain,,False,False,False,{%/??,3,nonuniform_lengths
e3fbc768,equation_symbolic_punct,'(^),%??,symbolic_positional_deletion_audit_only,abstain,,False,False,False,{%/??,3,nonuniform_lengths
6cc5dafb,equation_symbolic_punct,)(,^&>),symbolic_all_examples_char_transducer,abstain,,False,False,False,^&!>),4,no_global_mapping
6cc5dafb,equation_symbolic_punct,)(,^&>),symbolic_reverse,abstain,,False,False,False,^&!>),4,examples_do_not_match_reverse
6cc5dafb,equation_symbolic_punct,)(,^&>),symbolic_prefix_suffix,abstain,,False,False,False,^&!>),4,nonuniform_lengths
6cc5dafb,equation_symbolic_punct,)(,^&>),symbolic_positional_deletion_audit_only,abstain,,False,False,False,^&!>),4,nonuniform_lengths
d5a03a2e,equation_symbolic_punct,>>,""")&&",symbolic_all_examples_char_transducer,abstain,,False,False,False,""""")&&",4,no_global_mapping
d5a03a2e,equation_symbolic_punct,>>,""")&&",symbolic_reverse,abstain,,False,False,False,""""")&&",4,examples_do_not_match_reverse
d5a03a2e,equation_symbolic_punct,>>,""")&&",symbolic_prefix_suffix,abstain,,False,False,False,""""")&&",4,nonuniform_lengths
d5a03a2e,equation_symbolic_punct,>>,""")&&",symbolic_positional_deletion_audit_only,abstain,,False,False,False,""""")&&",4,nonuniform_lengths
fb623471,equation_numeric_operator,-21,21,numeric_same_operator_rule,abstain,,False,False,False,08-29,3,candidate_rule_count=2 unique_prediction_count=2
d129b085,equation_symbolic_punct,##$,!>``,symbolic_all_examples_char_transducer,abstain,,False,False,False,"!>+`""",4,no_global_mapping
d129b085,equation_symbolic_punct,##$,!>``,symbolic_reverse,abstain,,False,False,False,"!>+`""",4,examples_do_not_match_reverse
d129b085,equation_symbolic_punct,##$,!>``,symbolic_prefix_suffix,abstain,,False,False,False,"!>+`""",4,nonuniform_lengths
d129b085,equation_symbolic_punct,##$,!>``,symbolic_positional_deletion_audit_only,abstain,,False,False,False,"!>+`""",4,nonuniform_lengths
e582df31,equation_symbolic_punct,}@,"""']@",symbolic_all_examples_char_transducer,abstain,,False,False,False,"""'?]@",3,no_global_mapping
e582df31,equation_symbolic_punct,}@,"""']@",symbolic_reverse,abstain,,False,False,False,"""'?]@",3,examples_do_not_match_reverse
e582df31,equation_symbolic_punct,}@,"""']@",symbolic_prefix_suffix,abstain,,False,False,False,"""'?]@",3,nonuniform_lengths
e582df31,equation_symbolic_punct,}@,"""']@",symbolic_positional_deletion_audit_only,abstain,,False,False,False,"""'?]@",3,nonuniform_lengths
a77be9fa,equation_symbolic_punct,"[""",{>$[,symbolic_all_examples_char_transducer,abstain,,False,False,False,{>|$[,3,no_global_mapping
a77be9fa,equation_symbolic_punct,"[""",{>$[,symbolic_reverse,abstain,,False,False,False,{>|$[,3,examples_do_not_match_reverse
a77be9fa,equation_symbolic_punct,"[""",{>$[,symbolic_prefix_suffix,abstain,,False,False,False,{>|$[,3,nonuniform_lengths
