source_csv,id,family,answer,stored_prediction,label_free_prediction,metric_source,stored_correct,stored_prediction_correct,label_free_correct,stored_vs_label_free_diff,prediction_changed,truncated
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,518deb39,equation_transform,$,{}>{,{,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,03a3437f,equation_transform,-!,'}>/,',raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,58c099d2,equation_transform,-)\,^!#\,^!#\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,4bb8c6cd,equation_transform,]}\!,]}\!,],raw_output_label_free,True,True,False,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,cdec898a,equation_transform,<?/,>}][?,>,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,f7d26b8d,equation_transform,/@,[}}\,[},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,518deb39,equation_transform,$,$}{>,$,raw_output_label_free,False,False,True,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,03a3437f,equation_transform,-!,'}/>,',raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,58c099d2,equation_transform,-)\,^!#\,^!#\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,4bb8c6cd,equation_transform,]}\!,]}\!,],raw_output_label_free,True,True,False,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,cdec898a,equation_transform,<?/,>}][?,>,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,f7d26b8d,equation_transform,/@,[}}\,[},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,518deb39,equation_transform,$,$}{>,$,raw_output_label_free,False,False,True,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,03a3437f,equation_transform,-!,'}>/,',raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,58c099d2,equation_transform,-)\,^!#\,^!#\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,4bb8c6cd,equation_transform,]}\!,]}\!,],raw_output_label_free,True,True,False,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,cdec898a,equation_transform,<?/,>}][?,>,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,f7d26b8d,equation_transform,/@,[}}\,[},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,518deb39,equation_transform,$,{}>{,{,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,03a3437f,equation_transform,-!,'}>/,',raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,58c099d2,equation_transform,-)\,^!#\,^!#\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,4bb8c6cd,equation_transform,]}\!,]}\!,],raw_output_label_free,True,True,False,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,cdec898a,equation_transform,<?/,>}][?,>,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,f7d26b8d,equation_transform,/@,[}}\,[},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,518deb39,equation_transform,$,$}{>,$,raw_output_label_free,False,False,True,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,2d3547af,equation_transform,))^),\${\,\${\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,03a3437f,equation_transform,-!,'}>/,',raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,58c099d2,equation_transform,-)\,^!#\,^!#\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,4bb8c6cd,equation_transform,]}\!,]}\!,],raw_output_label_free,True,True,False,True,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,cdec898a,equation_transform,<?/,>}][?,>,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,f7d26b8d,equation_transform,/@,[}}\,[},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v405_integrated_solver_projection\20260514T_v405_integrated_projection\v405_integrated_solver_predictions.csv,518deb39,equation_transform,$,{}>{,{,raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v405_integrated_solver_projection\20260514T_v405_integrated_projection\v405_integrated_solver_predictions.csv,f9799a68,equation_transform,&:/?,:^?\,:^?\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v405_integrated_solver_projection\20260514T_v405_integrated_projection\v405_integrated_solver_predictions.csv,9dae880f,equation_transform,))[,:<`\,:<`\},raw_output_label_free,False,False,False,False,True,False
C:\Users\davis\Workspace\KG1 -NVIDIA\artifacts\v284_official_gate_worktree\artifacts\v405_integrated_solver_projection\20260514T_v405_integrated_projection\v405_integrated_solver_predictions.csv,d911e8e1,equation_transform,:\:,@}<',@,raw_output_label_free,False,False,False,False,True,False
