id,expected,stride_answer,current_answer,stride_correct,current_correct,status,default_bits,vector
0290f51a,10101111,10101111,10101111,True,True,ok,0,XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 NOT2 OR-NOT03 OR-NOT14 OR-NOT25
02a5a1ca,01101101,01111101,00101100,False,False,ok,3,XOR-NOT35 XOR-NOT46 default 1 default 1 default 1 OR-NOT32 OR-NOT43 OR-NOT54
02a66bcb,00011110,00011110,00001000,True,False,ok,4,AND12 I3 I3 default 1 default 1 default 1 default 1 AND61
030479a6,01000110,01000110,01000110,True,True,ok,0,I6 I7 C0 C0 C0 I0 I1 I2
0311b798,00000100,00001100,00110100,False,False,ok,1,AND35 AND46 AND57 AND60 default 1 AND12 AND23 AND34
032fc96f,01111110,01111110,01111110,True,True,ok,0,XOR12 XOR23 XOR34 XOR45 XOR56 XOR67 XOR70 I1
0334b2bf,00001111,00001111,00001111,True,True,ok,0,XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 NOT7 C1 C1 C1
034930e2,00010111,00010111,00010111,True,True,ok,0,I2 I3 I4 I5 I6 I7 I0 I1
034fb629,00111001,01111001,01111001,False,False,ok,0,AND25 I6 I7 I0 I1 I2 I3 I4
04183bf9,10010000,10010000,10010000,True,True,ok,0,I2 I3 I4 I5 I6 I7 I0 I1
0440e6ab,01100000,01100000,01100000,True,True,ok,0,I5 I6 I7 C0 C0 C0 C0 I0
046e8532,00011100,00011100,00011100,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 I2
048cc279,01010000,01111000,10100000,False,False,ok,3,AND13 AND24 default 1 default 1 default 1 AND36 AND47 AND50
04c44df4,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 C0 I0 I1
04d492a9,00110111,00111111,00110111,False,True,ok,3,I1 I2 I3 I4 default 1 default 1 default 1 I3
04d8c3e6,10000000,00000000,10000000,False,True,ok,0,AND34 C0 C0 C0 C0 C0 C0 AND70
0520a6ec,10100001,10100001,10100001,True,True,ok,0,AND-NOT15 AND-NOT26 AND-NOT37 I4 I5 I6 I7 I0
0528d502,00011111,00011111,00010100,True,False,ok,0,XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 OR-NOT07 OR-NOT10 OR-NOT21 OR-NOT32
0536483a,00000000,00000000,00000000,True,True,ok,0,AND26 AND37 AND40 AND51 AND62 AND73 AND04 AND15
053f87d3,11111111,11111111,11111111,True,True,ok,0,I2 I3 OR40 OR51 OR62 OR73 OR04 OR15
05b5ffe1,01011111,01011111,01010000,True,False,ok,3,XOR-NOT72 XOR-NOT03 XOR-NOT14 default 1 default 1 default 1 OR-NOT35 OR-NOT46
05ca617c,11011011,01011011,01011011,False,False,ok,0,AND71 OR-NOT02 OR-NOT13 OR-NOT24 OR-NOT35 OR-NOT46 OR-NOT57 OR-NOT60
05d58fb3,01011101,01011101,01010111,True,False,ok,1,AND26 AND37 AND40 AND51 default 1 AND13 AND24 AND35
06120e47,11110010,11111110,11110001,False,False,ok,4,C1 C1 default 1 default 1 default 1 default 1 OR-NOT40 OR-NOT51
06248efa,11110111,11110111,11110111,True,True,ok,0,OR36 OR47 OR50 OR61 OR72 I3 I4 I5
06412918,00010010,00010010,00010010,True,True,ok,0,I5 I6 I7 I0 I1 I2 I3 I4
06667a93,10100011,10100011,10100011,True,True,ok,0,AND67 I0 I1 I2 I3 I4 I5 I6
06698d4e,00110010,00110010,00110010,True,True,ok,0,C0 I0 I1 I2 I3 I4 I5 I6
06881e47,11111100,01111100,01111100,False,False,ok,0,I5 NOT4 OR-NOT05 OR-NOT16 OR-NOT27 OR-NOT30 OR-NOT41 OR-NOT52
069dbaab,00010000,00010000,00010000,True,True,ok,0,AND26 AND37 AND40 AND51 AND62 AND73 AND04 C0
06b5da9f,00011010,00111010,00011010,False,True,ok,2,AND-NOT34 AND-NOT45 default 1 default 1 I7 I0 I1 I2
073942b5,10100110,10100110,10100110,True,True,ok,0,XOR61 XOR72 XOR03 XOR14 XOR25 XOR36 XOR47 I5
07434d56,11011001,11011001,11011001,True,True,ok,1,I4 I5 I6 default 1 I1 I2 I3 I4
07ceed47,10000101,10000101,10000101,True,True,ok,0,I7 C0 C0 I0 I1 I2 I3 I4
07d1cd39,11000000,11000000,11000000,True,True,ok,0,I5 I6 I7 C0 I0 I1 I2 I3
07d61ec8,10111101,10011001,10101001,False,False,ok,2,XOR-NOT12 XOR-NOT23 OR03 default 1 default 1 OR-NOT36 OR-NOT47 OR-NOT50
07d8149a,01000000,01000000,01000000,True,True,ok,0,AND15 AND26 AND37 C0 C0 C0 C0 C0
07e8cf66,10010110,10011110,00010100,False,False,ok,2,AND-NOT71 AND-NOT02 AND-NOT13 OR24 default 1 AND-NOT46 default 1 I6
080b44aa,00111111,00111111,00010111,True,False,ok,0,XOR-NOT35 XOR-NOT46 XOR-NOT57 XOR-NOT60 XOR-NOT71 OR-NOT02 OR-NOT13 OR-NOT24
084a4496,11000111,11000111,11000111,True,True,ok,0,I5 I6 I7 I0 I1 I2 I3 XOR04
0855605b,10010110,10110110,10010110,False,True,ok,2,I4 I5 default 1 default 1 I2 I3 I4 I5
08615ada,11101111,11111111,11101111,False,True,ok,3,I2 I3 I4 default 1 default 1 default 1 I3 I4
08a161c9,01011111,01011111,01011111,True,True,ok,0,XOR-NOT36 XOR-NOT47 NOT5 NOT6 NOT7 C1 C1 C1
08b2b48d,10101011,10101011,10101010,True,False,ok,0,XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 NOT5 NOT6 OR-NOT07 OR-NOT10
08df5363,01011100,01011100,01011100,True,True,ok,0,AND-NOT57 I6 I7 I0 I1 I2 I3 I4
093de4ea,01101010,01101010,01101010,True,True,ok,0,AND-NOT75 AND-NOT06 AND-NOT17 I2 I3 I4 I5 I6
094de91f,10011001,10011001,10011001,True,True,ok,0,XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 NOT5 NOT6 NOT7 C1
0a1326f4,10010110,10010110,10010110,True,True,ok,0,I7 C0 I0 I1 I2 I3 I4 I5
0a195a74,01010010,01111110,01010010,False,True,ok,5,I2 default 1 default 1 default 1 default 1 default 1 I5 I6
0a50c4a8,00001101,00001101,00001101,True,True,ok,0,AND-NOT51 AND-NOT62 AND-NOT73 AND-NOT04 AND-NOT15 AND-NOT26 AND-NOT37 I4
0a5e80bf,01000111,01000111,01000111,True,True,ok,0,I6 I7 C0 C0 C0 I0 I1 I2
0a6d48aa,11100011,11100011,11100001,True,False,ok,0,XOR-NOT25 XOR-NOT36 XOR-NOT47 NOT5 NOT6 OR-NOT07 OR-NOT10 OR-NOT21
0abfab8b,01100101,01100101,01100000,True,False,ok,0,XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 NOT3 OR-NOT04 OR-NOT15 OR-NOT26
0b16458a,01110000,01110000,11101000,True,False,ok,1,AND34 AND45 AND56 default 1 AND71 AND02 AND13 AND24
0b23aa7c,11011011,11011011,11011011,True,True,ok,1,I3 I4 I5 I6 default 1 I1 I2 I3
0b26be60,01110111,01110111,01110111,True,True,ok,0,I7 I0 I1 I2 I3 I4 I5 I6
0b3cf93f,10011001,10011001,10011001,True,True,ok,0,XOR13 XOR24 XOR35 XOR46 XOR57 XOR60 XOR71 I2
0b404f15,00000100,00000100,00000000,True,False,ok,0,AND47 AND50 AND61 AND72 AND03 AND04 AND15 AND26
0b56b953,11000101,11000101,11000101,True,True,ok,0,OR34 OR45 OR56 OR67 I7 I0 I1 I2
0ba9af93,11110110,11110110,11110110,True,True,ok,0,OR45 OR56 OR67 OR70 I1 I2 I3 I4
0bc6e675,01111100,01111100,01111100,True,True,ok,0,XOR-NOT72 NOT3 NOT4 OR-NOT05 OR-NOT16 OR-NOT27 OR-NOT30 OR-NOT41
0c1a09ce,11100000,11100000,11100000,True,True,ok,0,AND45 AND56 AND67 C0 C0 C0 C0 C0
0c2407ef,11000011,11000011,11000011,True,True,ok,0,I6 I7 C0 AND01 AND12 AND23 AND34 AND45
0c671b98,00001110,00001110,00001110,True,True,ok,0,I6 I7 I0 I1 I2 I3 I4 I5
0c7acd69,11110101,11110101,11110101,True,True,ok,0,I1 I2 I3 I4 I5 I6 I7 I0
0c88a3dc,10001011,10001011,10001011,True,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
0cb88778,00110000,00110000,00110000,True,True,ok,0,AND-NOT56 AND-NOT67 I7 I0 I1 I2 I3 I4
0ceac403,10100000,10100000,10100000,True,True,ok,0,I5 I6 I7 I0 I1 I2 I3 I4
0cfc74d4,11011000,11011000,11011000,True,True,ok,0,XOR57 I6 I7 I0 I1 I2 I3 I4
0d7aacfc,01100001,01111111,01100001,False,True,ok,5,I1 I2 default 1 default 1 default 1 default 1 default 1 I5
0dcacfab,10011101,10011101,10011101,True,True,ok,0,I7 C0 C0 I0 I1 I2 I3 I4
0dd5caf4,00000000,00000000,00000000,True,True,ok,0,AND13 AND24 AND35 AND46 AND57 C0 C0 I0
0ddca8bf,00000001,00000001,00000001,True,True,ok,0,C0 C0 C0 C0 C0 C0 I0 I1
0df8306a,10000000,10000000,10000000,True,True,ok,0,I3 I4 I5 I6 I7 C0 AND01 AND12
0dfd7674,01001110,01001110,01001110,True,True,ok,0,XOR61 XOR72 XOR03 XOR14 XOR25 XOR36 XOR47 I5
0e3962f6,11111110,11111110,11111110,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 I2
0e70c867,01000000,01001000,00100100,False,False,ok,0,AND24 AND35 AND46 AND57 AND60 AND70 AND01 AND12
0e7a6920,00101111,00101111,00001000,True,False,ok,0,XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 OR-NOT03 OR-NOT14 OR-NOT25
0e7f299d,01010010,01010010,01010010,True,True,ok,0,I4 I5 I6 I7 I0 I1 OR02 OR13
0ec17d2e,00111111,01111111,01001011,False,False,ok,3,XOR-NOT24 default 1 default 1 default 1 OR-NOT36 OR-NOT47 OR-NOT50 OR-NOT61
0f0e199c,00001111,00001111,00001111,True,True,ok,0,XOR23 XOR34 XOR45 XOR56 XOR67 XOR70 I1 I2
0f1bc0ff,01100100,01100100,01100100,True,True,ok,0,I4 I5 I6 I7 C0 I0 I1 I2
0f2dec86,10111000,11111100,10111000,False,True,ok,5,I2 default 1 default 1 default 1 default 1 default 1 I5 I6
0f56374e,10101111,10101111,10101110,True,False,ok,0,XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 OR-NOT03
0f7be6a8,01000000,01000000,01000000,True,True,ok,0,C0 I0 I1 I2 I3 I4 I5 I6
0f7ddd75,11110110,11110110,11110110,True,True,ok,0,OR12 OR23 OR34 OR45 OR56 OR67 OR70 I1
0f8fe647,00110101,00110101,00110101,True,True,ok,0,XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 NOT3 NOT4 C1
0fe06e8c,10010010,10010010,10010010,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
100e280a,01100011,01111111,01100011,False,True,ok,3,I2 I3 I4 default 1 default 1 default 1 I3 I4
101410e4,10001101,10011101,10001001,False,False,ok,3,XOR-NOT12 XOR-NOT23 XOR-NOT34 default 1 default 1 default 1 OR-NOT37 OR-NOT40
101e6f80,11100001,11100001,11100001,True,True,ok,0,XOR-NOT61 XOR-NOT72 NOT3 NOT4 NOT5 NOT6 OR-NOT07 OR-NOT10
104dc8aa,00000010,00000010,00000010,True,True,ok,0,C0 C0 C0 C0 C0 I0 I1 I2
1054486f,10011110,10011110,10011110,True,True,ok,0,I5 I6 I7 I0 I1 I2 I3 I4
105c8b72,00100101,00100101,00100101,True,True,ok,0,I4 XOR50 XOR61 XOR72 XOR03 XOR14 XOR25 XOR36
106aeb25,10000001,10000001,10000001,True,True,ok,0,I5 I6 I7 C0 C0 C0 C0 I0
107badb0,10000000,10000000,10000000,True,True,ok,0,AND13 AND24 AND35 AND46 AND57 AND62 AND73 AND04
108e69ef,11011111,11111111,11101001,False,False,ok,5,XOR-NOT12 XOR-NOT23 default 1 default 1 default 1 default 1 default 1 OR25
10d29630,11001001,11001001,11001001,True,True,ok,0,XOR25 XOR36 XOR47 I5 I6 I7 I0 I1
10dfe5c5,10100000,10100000,10100000,True,True,ok,0,AND24 AND35 AND46 AND57 AND60 C0 C0 C0
111296b0,01001101,01001101,01001101,True,True,ok,0,XOR-NOT37 NOT4 NOT5 NOT6 NOT7 NOT0 NOT1 OR-NOT02
1126e314,01001101,01111001,01001001,False,False,ok,4,I1 default 1 default 1 default 1 default 1 I4 AND57 AND60
114a41e3,11111001,11111001,11111001,True,True,ok,1,I5 I6 default 1 I1 I2 I3 I4 I5
114a7439,01110001,01110001,01110001,True,True,ok,0,AND-NOT36 AND-NOT47 I5 I6 I7 I0 I1 I2
117b4e53,00000000,00000000,00000000,True,True,ok,0,I7 C0 C0 C0 AND03 AND14 AND25 AND36
118b6643,00000100,00000100,00000100,True,True,ok,0,I6 I7 C0 C0 C0 I0 I1 I2
12154247,10111101,11111101,10001000,False,False,ok,5,XOR-NOT25 default 1 default 1 default 1 default 1 default 1 OR-NOT53 OR-NOT64
1249ddb4,10101001,10111101,10101001,False,True,ok,3,I2 I3 I4 default 1 default 1 default 1 I3 I4
124bc762,11100010,11100010,11100010,True,True,ok,0,I5 I6 I7 C0 C0 C0 I0 I1
1282c5c5,00001110,00001110,00001000,True,False,ok,0,XOR-NOT57 XOR-NOT60 XOR-NOT71 OR-NOT72 OR-NOT03 OR-NOT14 OR-NOT25 OR-NOT36
12897b38,00100110,00100110,00100110,True,True,ok,0,AND-NOT57 I6 I7 I0 I1 I2 I3 I4
1298c980,00011010,00011010,10011010,True,False,ok,0,AND34 AND45 AND56 AND67 I0 I1 I2 I3
129d29e1,01000110,01000110,01000110,True,True,ok,0,XOR15 XOR26 XOR37 I4 I5 I6 I7 I0
12e0ac8c,10101001,10101001,10101000,True,False,ok,0,XOR-NOT26 XOR-NOT37 XOR-NOT40 XOR-NOT51 XOR-NOT62 XOR-NOT73 NOT4 OR-NOT05
12e947ca,00111110,01111110,00111110,False,True,ok,1,I6 default 1 I1 I2 I3 I4 I5 I6
12fd5b6c,11001111,11011111,01000010,False,False,ok,2,OR-NOT25 OR-NOT36 OR-NOT47 OR-NOT50 default 1 default 1 OR-NOT23 OR-NOT34
13009e35,11111011,11111011,11111011,True,True,ok,0,OR24 OR35 OR46 OR57 I6 I7 I0 I1
130a5dff,00110101,00110101,00110101,True,True,ok,0,I4 I5 I6 I7 C0 I0 I1 I2
132ec6ae,11101100,01101100,01101100,False,False,ok,0,NOT7 NOT0 NOT1 NOT2 NOT3 NOT4 NOT5 OR-NOT06
13c8ae90,00110000,00110000,00110000,True,True,ok,0,AND-NOT73 AND-NOT04 AND-NOT15 AND-NOT26 AND-NOT37 I4 I5 I6
13eebe61,01101001,01111001,00110000,False,False,ok,2,C0 default 1 OR61 default 1 OR03 AND14 AND25 AND36
13f76716,01111100,01111100,01111100,True,True,ok,0,XOR34 XOR45 XOR56 XOR67 XOR70 I1 I2 I3
143627c4,11001001,11001001,11001011,True,False,ok,0,XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 NOT2 NOT3 OR-NOT04 OR-NOT15
14742dd8,01110100,01110110,01110100,False,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
14917af8,00010100,00010100,00010100,True,True,ok,0,C0 C0 C0 I0 I1 I2 I3 I4
1496dfeb,00000000,00000000,00000000,True,True,ok,0,AND26 AND37 AND40 AND51 AND62 AND73 AND04 AND15
14a30d8f,00011101,00011101,00011101,True,True,ok,0,I6 I7 C0 I0 I1 I2 I3 I4
14a72508,11010110,11010110,11010110,True,True,ok,0,XOR-NOT72 XOR-NOT03 XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 NOT5 OR-NOT06
15305f6a,11110101,11110101,11110101,True,True,ok,0,OR24 OR35 OR46 OR57 I6 I7 I0 I1
1532c0d1,01001100,01011100,01000100,False,False,ok,2,AND-NOT63 AND-NOT74 AND-NOT05 default 1 default 1 I3 I4 I5
16122fba,11000111,11000111,11000111,True,True,ok,0,XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 XOR-NOT70 C1 C1 C1
161667cd,11000100,11000100,11000100,True,True,ok,0,XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 NOT2 NOT3
16186320,01000001,01000001,01000001,True,True,ok,0,I5 I6 I7 C0 C0 C0 C0 I0
161d4390,01101001,01111101,01101001,False,True,ok,5,I2 default 1 default 1 default 1 default 1 default 1 I5 I6
16db2c74,00000110,00001110,00000110,False,True,ok,1,AND25 AND36 AND47 AND50 OR61 default 1 AND23 AND34
16e151ec,00011000,00011010,00011000,False,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
16e73f0e,00000001,00000001,00000001,True,True,ok,0,C0 C0 C0 C0 AND02 AND13 AND24 AND35
172d2417,00001000,00011000,10001000,False,False,ok,1,AND-NOT12 AND-NOT23 AND-NOT34 default 1 I5 I6 I7 I0
177b7d80,10011111,10111111,10100100,False,False,ok,1,XOR-NOT35 XOR-NOT46 default 1 OR-NOT16 OR-NOT27 OR-NOT30 OR-NOT41 OR-NOT52
17df2ad5,00000100,00000100,00000100,True,True,ok,0,AND45 C0 C0 I0 I1 I2 I3 I4
17fd9612,00011010,00011010,00011010,True,True,ok,0,AND-NOT74 AND-NOT05 AND-NOT16 AND-NOT27 I3 I4 I5 I6
18544cb0,01111000,01111000,01111000,True,True,ok,1,I5 I6 default 1 I1 I2 I3 I4 I5
18564041,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 AND70 AND01 AND12 AND23 AND34
18602be3,10111111,10111111,10111111,True,True,ok,0,XOR-NOT23 XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 XOR-NOT70 OR-NOT01 OR-NOT12
186ade13,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 C0 C0 AND14
18ab3864,10100000,10100000,10100000,True,True,ok,0,I5 I6 I7 C0 C0 C0 I0 I1
18c54744,00000000,00000000,00000000,True,True,ok,0,AND12 AND23 AND34 AND45 AND56 AND67 C0 C0
18c797f1,11100111,11110111,11100111,False,True,ok,3,I4 default 1 default 1 default 1 I3 I4 I5 I6
19f4b3d6,00000011,00000011,00000011,True,True,ok,0,AND26 AND37 C0 C0 C0 C0 I0 I1
1a7c8520,01100000,01100110,00100000,False,False,ok,2,AND12 AND23 AND34 AND45 AND56 default 1 default 1 AND12
1a862653,00101100,00111100,00101110,False,False,ok,3,AND12 I0 default 1 default 1 default 1 OR46 AND57 AND60
1abaffca,01000000,01011000,00000000,False,False,ok,2,AND-NOT12 AND-NOT23 AND-NOT34 default 1 default 1 XOR67 I7 I0
1bcd2b16,00000101,00000101,00000101,True,True,ok,0,C0 I0 I1 I2 I3 I4 I5 I6
1bea1a7b,10010000,10010000,10010000,True,True,ok,0,AND35 AND46 AND57 AND60 AND71 C0 C0 AND04
1bf84ce3,00000000,00000000,00000000,True,True,ok,0,AND46 AND57 AND60 AND71 AND02 AND13 AND24 AND35
1c19ad3e,00100100,00100100,00100100,True,True,ok,0,XOR37 XOR40 XOR51 XOR62 XOR73 I4 I5 I6
1c2a3c5b,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 C0 C0 I0
1c3f2ff9,11111011,11111011,11111011,True,True,ok,0,C1 C1 C1 C1 C1 OR-NOT10 OR-NOT21 OR-NOT32
1c566511,01010010,01010010,01010010,True,True,ok,0,XOR67 XOR70 I1 I2 I3 I4 I5 I6
1c671acc,11111101,11111101,11111101,True,True,ok,0,OR23 OR34 OR45 OR56 OR67 OR70 I1 I2
1c7c1246,00100110,01100110,00100110,False,True,ok,1,I6 default 1 I1 I2 I3 I4 I5 I6
1d08947a,10010100,10010100,10010100,True,True,ok,0,I2 I3 I4 I5 I6 I7 C0 C0
1d342a52,10110010,10110010,10110010,True,True,ok,0,XOR46 XOR57 XOR60 XOR71 I2 I3 I4 I5
1d5ad68a,00000000,00000000,00000000,True,True,ok,0,AND37 AND40 AND51 AND62 AND73 C0 C0 C0
1d729bb1,00111101,00111101,00111101,True,True,ok,0,XOR12 XOR23 XOR34 XOR45 XOR56 XOR67 XOR70 I1
1d930d32,00000100,00001110,00000100,False,True,ok,3,I1 I2 I3 I4 default 1 default 1 default 1 I3
1da4f2db,01100111,01100111,01100111,True,True,ok,0,AND-NOT76 AND-NOT07 I1 I2 I3 I4 I5 I6
1dba764b,10000000,10000000,10000000,True,True,ok,0,AND37 C0 C0 C0 C0 C0 C0 C0
1deaf759,10100111,10100111,10100111,True,True,ok,0,AND-NOT37 I4 I5 I6 I7 I0 I1 I2
1dfb1f3d,10000101,10000101,10000101,True,True,ok,0,XOR67 XOR70 I1 I2 I3 I4 I5 I6
1e677e2c,10001101,10001101,10001101,True,True,ok,0,XOR46 XOR57 I6 I7 I0 I1 I2 I3
1e86b3a7,11000111,11100111,11000000,False,False,ok,0,AND61 AND72 AND03 C0 C0 AND60 AND71 AND02
1ed83cae,00000000,00000000,00000000,True,True,ok,0,AND67 AND70 C0 C0 C0 C0 C0 C0
1f1292d6,10001000,10001000,10001110,True,False,ok,0,I3 I4 I5 I6 I7 AND01 AND12 AND23
1f69a85f,10111101,10111101,10111101,True,True,ok,0,I2 I3 I4 I5 I6 I7 C0 I0
1f6c2fd9,00000000,00000000,01000000,True,False,ok,0,AND61 AND72 C0 C0 C0 AND60 AND71 AND02
1f7407ed,00101101,00101101,00101100,True,False,ok,0,XOR-NOT35 XOR-NOT46 XOR-NOT57 NOT6 NOT7 NOT0 OR-NOT01 OR-NOT12
1fa373db,00101001,00111001,00101001,False,True,ok,3,I3 I4 default 1 default 1 default 1 I3 I4 I5
1fd310dc,00011101,00011111,00010000,False,False,ok,3,XOR-NOT13 XOR-NOT24 XOR-NOT35 C1 default 1 default 1 default 1 OR-NOT52
1fd65d86,01001000,01001110,01001000,False,True,ok,2,I1 I2 I3 I4 C1 default 1 default 1 I3
1fd84ab1,11001110,11001111,11001010,False,False,ok,0,XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 NOT2 OR04 OR15 OR26
1fe9b923,00000001,00000001,00000001,True,True,ok,0,AND57 AND60 AND71 C0 C0 C0 AND50 AND61
20052c2f,01100110,01100110,01100110,True,True,ok,0,I5 I6 I7 I0 I1 I2 I3 OR04
201b150e,11001011,11001011,11001011,True,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
202af98d,11111101,11111111,01000100,False,False,ok,5,XOR-NOT13 default 1 default 1 default 1 default 1 OR-NOT06 default 1 OR-NOT62
20333a1f,10000010,10000010,10000010,True,True,ok,0,I5 I6 I7 C0 C0 C0 I0 I1
20924dd4,10110000,10110000,00110100,True,False,ok,0,I4 I5 I6 I7 C0 AND01 AND12 AND23
209e62c5,01111001,01111001,01111001,True,True,ok,0,I2 I3 I4 I5 I6 I7 I0 I1
20abedb7,00010000,00010000,00010000,True,True,ok,0,AND12 AND23 AND34 AND45 AND56 AND67 AND70 AND01
20c252d7,00111111,00111111,00111111,True,True,ok,0,I3 I4 I5 I6 OR70 OR01 OR12 OR23
20cdbdb1,11100001,11100001,11100001,True,True,ok,0,I4 I5 I6 I7 C0 C0 C0 I0
20f3b869,11111111,11111111,11111111,True,True,ok,0,I1 OR02 OR13 OR24 OR35 OR46 OR57 OR60
21245d76,01111111,01111111,01110110,True,False,ok,1,XOR-NOT72 XOR-NOT03 XOR-NOT14 XOR-NOT25 default 1 OR-NOT14 OR-NOT25 OR-NOT36
21312779,10101111,10111111,10101111,False,True,ok,4,I1 I2 I3 default 1 default 1 default 1 default 1 I4
214d0570,10111111,01111111,10111111,False,True,ok,0,OR-NOT46 OR-NOT57 C1 C1 C1 C1 C1 C1
21fa96be,10010011,10010011,10010011,True,True,ok,1,I4 I5 I6 default 1 I1 I2 I3 I4
2230fad0,01001010,01111110,01000000,False,False,ok,4,XOR-NOT12 XOR-NOT23 default 1 default 1 default 1 default 1 OR-NOT47 OR-NOT50
22b516b3,11111111,11111111,11111111,True,True,ok,0,OR13 OR24 OR35 OR46 OR57 OR60 OR71 I2
22c34f56,11110001,11111111,11110001,False,True,ok,4,I1 I2 I3 default 1 default 1 default 1 default 1 I4
22e28f23,01010101,01010101,01010101,True,True,ok,0,AND-NOT41 AND-NOT52 AND-NOT63 AND-NOT74 I0 I1 I2 I3
