id,answer,baseline_prediction,baseline_correct,candidate_prediction,candidate_correct,already_known_v414,status,reason,proof
f9a33aa1,/((`,@($/,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
9f2fae58,7272,7272,True,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""6+11"", ""6+16""], ""top_programs"": [""all_examples::seen_shift:3:3,seen_shift:0:1,pos:3:0,ascii_shift:1:-2"", ""all_examples::seen_shift:3:3,seen_shift:0:1,pos:3:0,ascii_shift:4:-2"", ""all_examples::seen_shift:3:3,seen_shift:0:1,pos:3:0,sorted_shift:1:-2"", ""all_examples::seen_shift:3:3,seen_shift:0:1,pos:3:0,sorted_shift:4:-2""]}"
f9799a68,&:/?,:^?\,False,?\:^,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [-3, 0, 0, 0]}"
c24074a8,&/,]]]%,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
893ffb06,-@',@``:,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
cf4c04c0,-[,@|#|,False,([@|,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::sorted_shift:4:4,sorted_shift:4:-2,seen_shift:3:2,pos:4:0""], ""top_score"": [0, 0, 8, 0]}"
8e411cc7,]]],$&&,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
41e6cbfc,9318,9318,True,9318,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 4, ""loo_passed"": 4, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 4, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [-4, 0, 0, 0]}"
dea42835,['[/,['[/,True,['[/,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0"", ""same_operator_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [-3, 0, 0, 0]}"
48c25e0e,53,32,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
7ef4d5d6,>42,>42,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
3ee36e0a,-51,-51,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
39c237c7,{]``,{]``,True,{]``,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [0, 0, 0, 0]}"
963e85bb,76,76,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
a98d4d53,-),!$$[,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
59733f94,/,$/>/,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b1bc3731,63,63,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
a1523a63,87,87,True,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""23%"", ""237"", ""238""], ""top_programs"": [""same_operator_examples::seen_shift:3:-3,seen_shift:1:2,ascii_shift:0:1"", ""same_operator_examples::seen_shift:3:-3,seen_shift:1:2,seen_shift:4:-1"", ""same_operator_examples::seen_shift:3:-3,seen_shift:1:2,sorted_shift:0:1"", ""same_operator_examples::seen_shift:3:-3,sorted_shift:1:-2,ascii_shift:0:1"", ""same_operator_examples::seen_shift:3:-3,sorted_shift:1:-2,seen_shift:4:-1"", ""same_operator_examples::seen_shift:3:-3,sorted_shift:1:-2,sorted_shift:0:1""]}"
3383d4ec,66,66,True,7239,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [0, 0, 0, 0]}"
9dae880f,))[,:<`\,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
2af7134e,20,20,True,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""36"", ""46""], ""top_programs"": [""all_examples::ascii_shift:4:2,pos:0:0"", ""same_operator_examples::ascii_shift:4:2,pos:0:0"", ""all_examples::sorted_shift:0:-2,pos:0:0"", ""same_operator_examples::sorted_shift:0:-2,pos:0:0"", ""all_examples::sorted_shift:4:2,pos:0:0"", ""same_operator_examples::sorted_shift:4:2,pos:0:0""]}"
ae6be599,#`,$?]$,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b26d8818,5983,5983,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8494aad3,"""`#&","])<""",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8df3daad,34,34,True,4511,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [-3, 0, 0, 0]}"
791056ce,4922,4922,True,75,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::sorted_shift:2:-3,seen_shift:3:-3""], ""top_score"": [0, 0, 6, 1]}"
3c12aeb9,321,321,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
69aa57b3,4472,4472,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
e3890bf7,{@%],(^@{,False,@?$,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::sorted_shift:1:-1,seen_shift:4:2,seen_shift:2:-2""], ""top_score"": [0, 0, 5, 1]}"
d204b9cc,231,231,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
d29e19a4,?|,|''>,False,\':,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::sorted_shift:3:2,pos:1:0,const:::""], ""top_score"": [0, 1, 2, 0]}"
b06625c4,^&/,"""$ $]""",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
84030b0b,24,24,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
52be4988,'!,&&&`,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
99d6a3b5,?()<,(<)),False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
2d3547af,))^),\${,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
28b0ff48,'],|^^^,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
3fa49035,696,696,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
61557701,|&,'{),False,):,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::seen_shift:0:3,sorted_shift:2:1""], ""top_score"": [0, 0, 4, 1]}"
56343b77,711,711,True,7417,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [0, 0, 0, 0]}"
7ac90433,-23,-23,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
02902eb3,>/,!!$>,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
0d90736f,:,::)[,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
294453b5,&(,##!),False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
386b6d03,671,18,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
57f6878e,%{{,|@(!,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
bc83b0a1,(/&{,(/&{,True,(/&{,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""same_operator_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [-3, 0, 0, 0]}"
a361a1b7,:46,46,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
d911e8e1,:\:,@}<',False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
7688e06e,-55,55,False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
dbd0e3c9,5631,5631,True,5631,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [0, 0, 0, 0]}"
2e2d60b2,07,07,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
5f9f0ed7,}/!},|!@[,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
333d93ec,7,7,True,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""21"", ""61""], ""top_programs"": [""all_examples::ascii_shift:1:-2,sorted_shift:2:1"", ""same_operator_examples::ascii_shift:1:-2,sorted_shift:2:1"", ""all_examples::seen_shift:0:-2,sorted_shift:2:1"", ""all_examples::sorted_shift:1:-2,sorted_shift:2:1"", ""same_operator_examples::sorted_shift:1:-2,sorted_shift:2:1""]}"
74fff108,49,49,True,89,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::ascii_shift:4:2,seen_shift:4:1"", ""all_examples::sorted_shift:4:2,seen_shift:4:1""], ""top_score"": [0, 0, 3, 0]}"
c43b5a13,)|,$):$,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b0206bb7,]$!,$){,False,&!{#,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::seen_shift:4:-3,sorted_shift:1:2,sorted_shift:3:4,seen_shift:4:2"", ""same_operator_examples::seen_shift:4:-3,sorted_shift:1:2,sorted_shift:3:4,sorted_shift:4:2""], ""top_score"": [0, 0, 11, 0]}"
638f93ca,@,$]<$,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
4bfd095a,{<<<,@/[@,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
7a422e17,%'!,"#`""",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
5b2523e6,&&,><\$,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
0fe53bac,"(""",^?(|,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
274def88,92,-92,False,7333,False,True,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::ascii_shift:0:-1,ascii_shift:4:1,ascii_shift:4:1,sorted_shift:2:4"", ""all_examples::ascii_shift:0:-1,ascii_shift:4:1,sorted_shift:4:1,sorted_shift:2:4"", ""all_examples::ascii_shift:0:-1,sorted_shift:4:1,ascii_shift:4:1,sorted_shift:2:4"", ""all_examples::ascii_shift:0:-1,sorted_shift:4:1,sorted_shift:4:1,sorted_shift:2:4"", ""all_examples::sorted_shift:0:-1,ascii_shift:4:1,ascii_shift:4:1,sorted_shift:2:4"", ""all_examples::sorted_shift:0:-1,ascii_shift:4:1,sorted_shift:4:1,sorted_shift:2:4"", ""all_examples::sorted_shift:0:-1,sorted_shift:4:1,ascii_shift:4:1,sorted_shift:2:4"", ""all_examples::sorted_shift:0:-1,sorted_shift:4:1,sorted_shift:4:1,sorted_shift:2:4""], ""top_score"": [0, 0, 7, 1]}"
03a3437f,-!,'}>/,False,/},False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::seen_shift:1:3,seen_shift:4:-4""], ""top_score"": [0, 0, 7, 0]}"
30ac5c8e,)#?,@\}?,False,":""?",False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::seen_shift:1:1,seen_shift:4:1,sorted_shift:1:-2""], ""top_score"": [0, 0, 4, 0]}"
08d8d7e1,88,88,True,2365,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [0, 0, 0, 0]}"
ff121f08,#<,!%<<,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
42cb233d,881,881,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
ec8b4875,"|""]",|@<!,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
e3fbc768,'(^),{%??,False,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""%"", ""/""], ""top_programs"": [""all_examples::seen_shift:1:2"", ""all_examples::sorted_shift:0:2""]}"
6cc5dafb,)(,^&>),False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
d5a03a2e,>>,""")&&",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8bebef83,3388,3388,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
27cec7a9,3341,3341,True,3341,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0"", ""same_operator_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [0, 0, 0, 0]}"
4aeed935,1455,1455,True,1455,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [-3, 0, 0, 0]}"
fb623471,-21,21,False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
88b43464,5311,5311,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
209c43f0,101,101,True,28,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::const::2,pos:3:0""], ""top_score"": [0, 1, 0, 0]}"
d129b085,##$,!>``,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
e582df31,}@,"""']@",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
a77be9fa,"[""",{>$[,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
f8d6abd1,5543,5543,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
4ed6b56f,"(""/""",!:`(,False,">""(/",False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::sorted_shift:4:4,seen_shift:1:5,sorted_shift:2:-1,sorted_shift:2:1"", ""same_operator_examples::sorted_shift:4:4,sorted_shift:1:-5,sorted_shift:2:-1,sorted_shift:2:1""], ""top_score"": [0, 0, 11, 2]}"
208d7838,[:,[&<>,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
58c099d2,-)\,^!#\,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
3cb3fd89,[[&],]$$),False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
a26065d4,<',<&<#,False,<,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3:0""], ""top_score"": [0, 0, 0, 0]}"
194695e8,%,!\{<,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
528ec0d8,-39,39,False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
4bb8c6cd,]}\!,]}\!,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
57712d01,-/<,$/'{,False,'<,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::seen_shift:4:-5,sorted_shift:1:1""], ""top_score"": [0, 0, 6, 0]}"
d98d85c0,?(&@,(@@?,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
7ed40e8a,180,180,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
491b8ea5,)!,@|]!,False,)),False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::seen_shift:0:5,seen_shift:2:4""], ""top_score"": [0, 0, 9, 1]}"
eb1a62f7,>!>},){>),False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
0bb591e6,%?<,"""$%%""",False,),False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::sorted_shift:0:5""], ""top_score"": [0, 0, 5, 0]}"
3c424916,9351,9351,True,2518,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::ascii_shift:3:-3,seen_shift:1:5,seen_shift:0:-5,pos:0:0"", ""all_examples::sorted_shift:3:-3,seen_shift:1:5,seen_shift:0:-5,pos:0:0""], ""top_score"": [0, 0, 13, 0]}"
72336119,3316,3316,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
9a19fc2d,#>[,!&)#,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
528b694b,"""'",>]],False,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""\\\\\\+"", ""^\\\\+""], ""top_programs"": [""all_examples::seen_shift:1:-1,seen_shift:4:-4,seen_shift:0:3,seen_shift:0:1"", ""all_examples::sorted_shift:1:1,seen_shift:4:-4,seen_shift:0:3,seen_shift:0:1""]}"
d3b20e29,3922,3922,True,3922,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0"", ""same_operator_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [0, 0, 0, 0]}"
d1bd7478,30,3,False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
21519be7,35,35,True,84,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::seen_shift:1:-2,ascii_shift:3:-1"", ""all_examples::seen_shift:1:-2,sorted_shift:3:-1""], ""top_score"": [0, 0, 3, 0]}"
7306613b,251,251,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
fba40625,'>&,{>?#,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
