id,subtype,answer,baseline_prediction,query,examples_count,cluster_key,priority_reason,v324_prediction,v324_rule_class,v324_candidate_source,v324_correct,v496_prediction,v496_correct,v496_changed,transfer_status,next_action
386b6d03,equation_numeric_operator,671,18,79'97,3,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
57f6878e,equation_symbolic_punct,%{{,|@(!,|@<:(,5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
a361a1b7,equation_numeric_operator,:46,46,53:99,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d911e8e1,equation_symbolic_punct,:\:,@}<',@})<',3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,@,False,True,changed_but_still_wrong,inspect_symbolic_format_regression
7688e06e,equation_numeric_operator,-55,55,63-19,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,-55,v274_guarded_numeric_minus_signed_opposite_sign_guarded,v274_guarded_numeric_postprocessor,True,,False,False,cpu_signal_not_transferred,needs_teacher_trace_or_different_objective_before_gpu
5f9f0ed7,equation_symbolic_punct,}/!},|!@[,|!*@[,5,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
c43b5a13,equation_symbolic_punct,)|,$):$,$)+:$,3,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
b0206bb7,equation_symbolic_punct,]$!,$){,${*)},5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,$){},False,True,changed_but_still_wrong,inspect_symbolic_format_regression
638f93ca,equation_symbolic_punct,@,$]<$,$<-]$,4,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
4bfd095a,equation_symbolic_punct,{<<<,@/[@,@/*[@,4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
7a422e17,equation_symbolic_punct,%'!,"#`""","#`@{""",4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
5b2523e6,equation_symbolic_punct,&&,><\$,><-\$,4,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
0fe53bac,equation_symbolic_punct,"(""",^?(|,^?+(|,4,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
274def88,equation_numeric_operator,92,-92,85-92,5,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=1|ans_subset_out=1|ans_subseq_q=1,numeric_operator_residual|answer_chars_subset_query|answer_subsequence_query|answer_chars_seen_in_outputs|v324_had_candidate_but_failed,92,v274_guarded_numeric_minus_signed_opposite_sign_guarded,v274_guarded_numeric_postprocessor,True,,False,False,cpu_signal_not_transferred,needs_teacher_trace_or_different_objective_before_gpu
03a3437f,equation_symbolic_punct,-!,'}>/,'}-/>,3,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,',False,True,changed_but_still_wrong,inspect_symbolic_format_regression
30ac5c8e,equation_symbolic_punct,)#?,@\}?,@\+}?,5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
ff121f08,equation_symbolic_punct,#<,!%<<,!%+<<,5,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
ec8b4875,equation_symbolic_punct,"|""]",|@<!,|@*<!,3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
e3fbc768,equation_symbolic_punct,'(^),{%??,{%/??,3,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
6cc5dafb,equation_symbolic_punct,)(,^&>),^&!>),4,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d5a03a2e,equation_symbolic_punct,>>,""")&&",""""")&&",4,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
fb623471,equation_numeric_operator,-21,21,08-29,3,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d129b085,equation_symbolic_punct,##$,!>``,"!>+`""",4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,"!>`""",False,True,changed_but_still_wrong,inspect_symbolic_format_regression
e582df31,equation_symbolic_punct,}@,"""']@","""'?]@",3,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
a77be9fa,equation_symbolic_punct,"[""",{>$[,{>|$[,3,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
4ed6b56f,equation_symbolic_punct,"(""/""",!:`(,!:*`(,4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
208d7838,equation_symbolic_punct,[:,[&<>,[&-<>,5,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
58c099d2,equation_symbolic_punct,-)\,^!#\,^!-#\,3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,^!#\},False,True,changed_but_still_wrong,inspect_symbolic_format_regression
3cb3fd89,equation_symbolic_punct,[[&],]$$),]$*$),4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
a26065d4,equation_symbolic_punct,<',<&<#,<&+<#,5,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
194695e8,equation_symbolic_punct,%,!\{<,!\-{<,3,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
528ec0d8,equation_numeric_operator,-39,39,11-50,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
57712d01,equation_symbolic_punct,-/<,$/'{,$/-'{,5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d98d85c0,equation_symbolic_punct,?(&@,(@@?,(@+@?,3,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
491b8ea5,equation_symbolic_punct,)!,@|]!,@|-]!,3,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
eb1a62f7,equation_symbolic_punct,>!>},){>),)}*>),3,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
0bb591e6,equation_symbolic_punct,%?<,"""$%%""","""$+%%",4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
9a19fc2d,equation_symbolic_punct,#>[,!&)#,!&+)#,5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
528b694b,equation_symbolic_punct,"""'",>]],>]<]),4,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d1bd7478,equation_numeric_operator,30,3,37:67,4,equation_numeric_operator|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,30,v274_guarded_numeric_colon_absdiff_restore_trailing_zero,v274_guarded_numeric_postprocessor,True,,False,False,cpu_signal_not_transferred,needs_teacher_trace_or_different_objective_before_gpu
fba40625,equation_symbolic_punct,'>&,{>?#,{>'?#,4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
c5b058d6,equation_numeric_operator,134,35,94)40,4,equation_numeric_operator|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual|v324_had_candidate_but_failed,134,v274_guarded_numeric_add_direct_over_model_add_variant,v274_guarded_numeric_postprocessor,True,,False,False,cpu_signal_not_transferred,needs_teacher_trace_or_different_objective_before_gpu
837a6ae7,equation_symbolic_punct,<>\>,"<:{""","<{*:""",5,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
d0e1010b,equation_symbolic_punct,!&&},|&$|,|&*$|,4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
5a0d5d2a,equation_numeric_operator,341,55,39+94,3,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
5a9fcf68,equation_numeric_operator,4443,4,24@28,3,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
6e56b39a,equation_symbolic_punct,-/#,&#!,&#-!],4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
a5f1991c,equation_symbolic_punct,/|',!&&&,!?/&&,5,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
c7aae192,equation_symbolic_punct,">""(","\""]","\""*}}",2,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
e4cc7639,equation_numeric_operator,113,16,48*64,5,equation_numeric_operator|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,numeric_operator_residual|answer_chars_seen_in_outputs,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
844f826c,equation_symbolic_punct,"/""",`@>``,@*>,5,equation_symbolic_punct|alen=2|qlen=3|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,`@>`,False,True,changed_but_still_wrong,inspect_symbolic_format_regression
8193e7e0,equation_symbolic_punct,??{`,#?&`,#?*&`,4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
5bcb572e,equation_symbolic_punct,-!#,"""{!""","""{-{!",3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
cdec898a,equation_symbolic_punct,<?/,>}][?,>}+]?,4,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,>,False,True,changed_but_still_wrong,inspect_symbolic_format_regression
edf364da,equation_symbolic_punct,$(%,::{[,::*{[,3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
0e009c6d,equation_symbolic_punct,`?\!,@?`?,@?'`?,4,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
b4b73143,equation_symbolic_punct,>\:,>!!/,>!%!/,3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
861cb154,equation_numeric_operator,2271,10,14!24,3,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
90feb0c5,equation_symbolic_punct,:<],?>>>,?>'>>,3,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
b9f1d959,equation_symbolic_punct,:>,"$""\[""","$\+""[",5,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual,,,,False,,False,False,unresolved_equation_miss,cluster_for_new_cpu_solver_only
ca5db1c0,equation_symbolic_punct,^,"\boxed({""'|})","(""-'|",3,equation_symbolic_punct|alen=1|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs,,,,False,"(""'|",False,True,changed_but_still_wrong,inspect_symbolic_format_regression
