id,subtype,solver_category,solver_mode,conditioned_on_answer,old_prediction,answer,solver_answer,oracle_solver_correct,reexecuted_answer,reexecuted_correct,old_correct,oracle_gain,reexecuted_gain,strict_independent_gain,accepted_for_v381_teacher,accepted_for_hf_unlock,rejection_reason,solver_ops,solver_mapping
9a19fc2d,equation_symbolic_punct,little_endian,little_endian,True,!&)#,#>[,#>[,True,#>[,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""+"": ""add_p1"", ""-"": ""absdiff""}","{""!"": 6, ""#"": 2, ""&"": 7, ""'"": 8, "")"": 5, ""/"": 3, "">"": 0, ""["": 1, ""{"": 4, ""}"": 9}"
9dae880f,equation_symbolic_punct,little_endian,little_endian,True,:<`\,))[,))[,True,))[,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{"">"": ""mul"", ""}"": ""add"", ""\"""": ""absdiff""}","{""#"": 5, ""$"": 0, ""'"": 6, "")"": 2, "":"": 3, ""<"": 4, ""["": 1, ""\\"": 7, ""`"": 9, ""|"": 8}"
9f1ff166,equation_symbolic_punct,little_endian,little_endian,True,"""]'/",[,[,True,[,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""absdiff"", ""*"": ""mul""}","{""\"""": 1, ""#"": 4, ""'"": 2, ""/"": 6, "">"": 3, ""?"": 8, ""["": 9, ""]"": 7, ""}"": 5}"
a26065d4,equation_symbolic_punct,little_endian,little_endian,True,<&<#,<',<',True,<',True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""+"": ""absdiff_m2"", ""-"": ""gcd""}","{""#"": 6, ""$"": 0, ""&"": 4, ""'"": 1, ""<"": 8, ""@"": 3, ""["": 7, ""]"": 2, ""`"": 9, ""|"": 5}"
a5f1991c,equation_symbolic_punct,mixed_concat,standard,True,!&&&,/|',/|',True,-|',False,False,True,False,False,False,False,oracle_only_reexecution_failed,"{""/"": ""sub_signed"", ""\"""": ""concat_fwd"", ""["": ""add""}","{""!"": 2, ""&"": 5, ""'"": 1, "">"": 6, ""?"": 4, ""@"": 8, ""^"": 7, ""|"": 3, ""}"": 0}"
a77be9fa,equation_symbolic_punct,arithmetic,standard,True,{>$[,"[""","[""",True,"[""",True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""|"": ""absdiff"", ""&"": ""add"", ""!"": ""mul_p1""}","{""\"""": 9, ""$"": 5, ""("": 8, "":"": 6, "">"": 0, ""["": 1, ""\\"": 2, ""^"": 3, ""{"": 7, ""}"": 4}"
a98d4d53,equation_symbolic_punct,mixed_concat,standard,True,!$$[,-),-),True,-),True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""neg_absdiff"", ""*"": ""mul"", ""+"": ""concat_fwd""}","{""!"": 8, ""#"": 7, ""$"": 9, "")"": 2, ""/"": 3, "":"": 4, ""["": 1, ""|"": 5}"
ae6be599,equation_symbolic_punct,mixed_concat,standard,True,$?]$,#`,#`,True,#],False,False,True,False,False,False,False,oracle_only_reexecution_failed,"{""-"": ""rsub_signed"", ""+"": ""add"", ""*"": ""concat_fwd""}","{""\"""": 0, ""#"": 7, ""$"": 4, ""%"": 1, ""?"": 8, ""\\"": 6, ""]"": 2, ""`"": 3, ""|"": 5}"
b0206bb7,equation_symbolic_punct,little_endian,little_endian,True,$){,]$!,]$!,True,]$!,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""neg_absdiff"", ""*"": ""mul"", ""+"": ""add""}","{""!"": 9, ""#"": 1, ""$"": 5, ""&"": 6, "")"": 8, ""/"": 4, ""@"": 7, ""]"": 0, ""{"": 2, ""}"": 3}"
b06625c4,equation_symbolic_punct,None,None,False,"""$ $]""",^&/,,False,,False,False,False,False,False,False,False,not_correct_or_no_gain;missing_solver_ops_or_mapping,,
b4b73143,equation_symbolic_punct,little_endian,little_endian,True,>!!/,>\:,>\:,True,>\:,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""%"": ""mul"", ""*"": ""add""}","{""!"": 2, ""\"""": 9, ""#"": 1, ""/"": 3, "":"": 6, "">"": 0, ""?"": 5, ""["": 7, ""\\"": 4, ""{"": 8}"
b9f1d959,equation_symbolic_punct,little_endian,little_endian,True,"$""\[""",:>,:>,True,:>,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""sub_signed"", ""+"": ""add""}","{""\"""": 9, ""$"": 7, ""&"": 0, ""("": 5, "":"": 6, "">"": 4, ""["": 1, ""\\"": 2, ""`"": 3, ""{"": 8}"
c24074a8,equation_symbolic_punct,arithmetic,standard,True,]]]%,&/,&/,True,&/,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""#"": ""sub_signed"", "">"": ""mul_m1"", ""`"": ""add""}","{""%"": 9, ""&"": 7, ""("": 8, "")"": 6, ""/"": 2, ""<"": 0, ""?"": 5, ""]"": 3, ""|"": 4, ""}"": 1}"
c43b5a13,equation_symbolic_punct,arithmetic,standard,True,$):$,)|,)|,True,)|,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""+"": ""add"", ""-"": ""absdiff""}","{""$"": 4, ""&"": 8, ""("": 0, "")"": 5, ""/"": 6, "":"": 1, ""<"": 3, ""{"": 2, ""|"": 9}"
c7aae192,equation_symbolic_punct,arithmetic,standard,True,"\""]",">""(",">""(",True,">""(",True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""*"": ""mul"", ""+"": ""add_m1"", ""-"": ""absdiff""}","{""\"""": 4, ""#"": 9, ""("": 8, "">"": 7, ""\\"": 3, ""`"": 5, ""{"": 1, ""}"": 2}"
ca5db1c0,equation_symbolic_punct,little_endian,little_endian,True,"\boxed({""'|})",^,^,True,^,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""absdiff"", ""*"": ""mul""}","{""\"""": 4, ""%"": 9, ""'"": 7, ""("": 5, "")"": 2, ""?"": 0, ""@"": 1, ""^"": 8, ""`"": 6, ""|"": 3}"
cdec898a,equation_symbolic_punct,little_endian,little_endian,True,>}][?,<?/,<?/,True,<?/,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""sub_signed"", ""+"": ""add""}","{""%"": 2, "")"": 5, ""/"": 1, ""<"": 4, "">"": 6, ""?"": 7, ""]"": 8, ""`"": 3, ""}"": 9}"
cf4c04c0,equation_symbolic_punct,little_endian,little_endian,True,@|#|,-[,-[,True,-[,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""sub_signed"", ""*"": ""mul""}","{""#"": 3, ""$"": 8, ""'"": 4, ""("": 5, ""/"": 0, "":"": 6, ""@"": 1, ""["": 2, ""{"": 9, ""|"": 7}"
d0e1010b,equation_symbolic_punct,arithmetic,standard,True,|&$|,!&&},!&&},True,!&&},True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""*"": ""mul"", ""+"": ""add_m1""}","{""!"": 1, ""#"": 8, ""$"": 6, ""%"": 4, ""&"": 5, ""'"": 9, "">"": 7, ""^"": 3, ""|"": 2, ""}"": 0}"
d129b085,equation_symbolic_punct,little_endian,little_endian,True,!>``,##$,##$,True,##$,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""+"": ""add_p1"", ""*"": ""mul""}","{""!"": 5, ""\"""": 7, ""#"": 0, ""$"": 1, ""<"": 9, "">"": 2, ""@"": 8, ""\\"": 3, ""]"": 6, ""`"": 4}"
d29e19a4,equation_symbolic_punct,arithmetic,standard,True,|''>,?|,?|,True,?|,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""]"": ""sub_signed"", ""$"": ""add_p1"", ""+"": ""mul""}","{""#"": 1, ""&"": 6, ""'"": 7, "":"": 3, "">"": 2, ""?"": 8, ""\\"": 9, ""^"": 0, ""|"": 5, ""}"": 4}"
d5a03a2e,equation_symbolic_punct,arithmetic,standard,True,""")&&",>>,>>,True,>>,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{"")"": ""absdiff"", ""`"": ""add"", ""+"": ""mul_p1""}","{""!"": 4, ""\"""": 9, ""%"": 7, ""&"": 6, ""/"": 0, "">"": 3, ""?"": 1, ""@"": 8, ""^"": 5, ""{"": 2}"
d911e8e1,equation_symbolic_punct,arithmetic,standard,True,@}<',:\:,:\:,True,:\:,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""$"": ""sub_signed"", "")"": ""add"", ""("": ""mul_p1""}","{""\"""": 7, ""#"": 2, ""&"": 9, ""'"": 5, "":"": 1, ""<"": 8, "">"": 0, ""@"": 4, ""\\"": 3, ""}"": 6}"
d98d85c0,equation_symbolic_punct,arithmetic,standard,True,(@@?,?(&@,?(&@,True,?(&@,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""absdiff"", ""+"": ""mul""}","{""#"": 3, ""&"": 0, ""'"": 2, ""("": 7, "">"": 5, ""?"": 6, ""@"": 8, ""`"": 9, ""|"": 1}"
e3890bf7,equation_symbolic_punct,little_endian,little_endian,True,(^@{,{@%],{@%],True,{@%],True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""}"": ""add"", ""*"": ""mul""}","{""#"": 3, ""$"": 5, ""%"": 8, ""&"": 6, ""("": 1, ""?"": 9, ""@"": 4, ""]"": 2, ""^"": 7, ""{"": 0}"
e3bf0c2c,equation_symbolic_punct,arithmetic,standard,True,@`',"""`","""`",True,"""`",True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{"")"": ""mul"", ""}"": ""add_m1""}","{""\"""": 6, ""&"": 7, ""'"": 1, ""("": 9, ""/"": 3, ""@"": 5, ""["": 0, ""\\"": 2, ""^"": 4, ""`"": 8}"
e3fbc768,equation_symbolic_punct,arithmetic,standard,True,{%??,'(^),'(^),True,'(^),True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""/"": ""mul"", ""`"": ""mod""}","{""!"": 9, ""%"": 4, ""'"": 6, ""("": 5, "")"": 2, "":"": 3, ""?"": 8, ""["": 0, ""^"": 1, ""{"": 7}"
e582df31,equation_symbolic_punct,arithmetic,standard,True,"""']@",}@,}@,True,}@,True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""?"": ""sub_signed"", ""["": ""mul"", ""!"": ""add_m1""}","{""\"""": 9, ""#"": 3, ""'"": 0, ""/"": 8, "":"": 6, ""@"": 5, ""]"": 1, ""^"": 2, ""}"": 7}"
eb1a62f7,equation_symbolic_punct,little_endian,little_endian,True,){>),>!>},>!>},True,>!>},True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""rsub_signed"", ""+"": ""add"", ""*"": ""mul""}","{""!"": 4, ""%"": 6, ""("": 7, "")"": 8, "">"": 0, ""?"": 2, ""@"": 5, ""^"": 9, ""{"": 1, ""}"": 3}"
ec8b4875,equation_symbolic_punct,little_endian,little_endian,True,|@<!,"|""]","|""]",True,"|""]",True,False,True,True,False,True,False,teacher_only_conditioned_mapping,"{""-"": ""sub_signed"", ""*"": ""mul""}","{""!"": 2, ""\"""": 1, ""%"": 9, "":"": 4, ""<"": 7, ""?"": 6, ""@"": 3, ""]"": 8, ""|"": 0}"
