id,answer,baseline_prediction,baseline_correct,candidate_predictions,candidate_count,candidate_correct,changed,already_known_v414,status,reason,operator_symbol_count,solution_program_count,proof
59733f94,/,$/>/,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
b1bc3731,63,63,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
a1523a63,87,87,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
3383d4ec,66,66,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
9dae880f,))[,:<`\,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
2af7134e,20,20,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
ae6be599,#`,$?]$,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
b26d8818,5983,5983,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,1,0,
8494aad3,"""`#&","])<""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
8df3daad,34,34,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
791056ce,4922,4922,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
3c12aeb9,321,321,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
69aa57b3,4472,4472,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
e3890bf7,{@%],(^@{,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
d204b9cc,231,231,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
d29e19a4,?|,|''>,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
b06625c4,^&/,"""$ $]""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
84030b0b,24,24,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
52be4988,'!,&&&`,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
99d6a3b5,?()<,(<)),False,?()<,2,True,True,True,accepted,no_loss_new_gain_known_v414,1,2,"mul__minimal; ops={""%"": ""mul""}; map={""!"": 7, ""#"": 5, ""("": 6, "")"": 4, ""<"": 0, ""?"": 2, ""["": 9, ""^"": 1, ""`"": 8, ""{"": 3} || mul__width4; ops={""%"": ""mul""}; map={""!"": 7, ""#"": 5, ""("": 6, "")"": 4, ""<"": 0, ""?"": 2, ""["": 9, ""^"": 1, ""`"": 8, ""{"": 3}"
2d3547af,))^),\${,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
28b0ff48,'],|^^^,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
3fa49035,696,696,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
61557701,|&,'{),False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
56343b77,711,711,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
7ac90433,-23,-23,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,1,0,
02902eb3,>/,!!$>,False,-]|/]&}|>}|],7,False,True,False,ambiguous,multiple_unique_predictions,3,14,"abs_diff__minimal; ops={""*"": ""mul"", ""+"": ""abs_diff"", ""-"": ""sub_ab""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} | ops={""*"": ""mul"", ""+"": ""abs_diff"", ""-"": ""abs_diff""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} || add__minimal; ops={""*"": ""mul"", ""+"": ""add"", ""-"": ""sub_ab""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} | ops={""*"": ""mul"", ""+"": ""add"", ""-"": ""abs_diff""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} || add__width2; ops={""*"": ""mul"", ""+"": ""add"", ""-"": ""sub_ab""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} | ops={""*"": ""mul"", ""+"": ""add"", ""-"": ""abs_diff""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"": 7, "")"": 9, ""/"": 1, "">"": 8, ""]"": 6, ""}"": 2} || mul__minimal; ops={""*"": ""mul"", ""+"": ""mul"", ""-"": ""sub_ab""}; map={""!"": 4, ""$"": 3, ""%"": 5, ""&"""
0d90736f,:,::)[,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
294453b5,&(,##!),False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
386b6d03,671,18,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
57f6878e,%{{,|@(!,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
bc83b0a1,(/&{,(/&{,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
a361a1b7,:46,46,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
d911e8e1,:\:,@}<',False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
7688e06e,-55,55,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,1,0,
dbd0e3c9,5631,5631,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
2e2d60b2,07,07,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
5f9f0ed7,}/!},|!@[,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
333d93ec,7,7,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
74fff108,49,49,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
c43b5a13,)|,$):$,False,/<,2,False,True,False,candidate,signed_cryptarithm_unique_by_key,2,4,"sub_ba__minimal; ops={""+"": ""sub_ba"", ""-"": ""sub_ab""}; map={""$"": 5, ""&"": 8, ""("": 0, "")"": 9, ""/"": 1, "":"": 7, ""<"": 6, ""{"": 3, ""|"": 4} | ops={""+"": ""sub_ba"", ""-"": ""abs_diff""}; map={""$"": 5, ""&"": 8, ""("": 0, "")"": 9, ""/"": 1, "":"": 7, ""<"": 6, ""{"": 3, ""|"": 4} || sub_ba__width2; ops={""+"": ""sub_ba"", ""-"": ""sub_ab""}; map={""$"": 5, ""&"": 8, ""("": 0, "")"": 9, ""/"": 1, "":"": 7, ""<"": 6, ""{"": 3, ""|"": 4} | ops={""+"": ""sub_ba"", ""-"": ""abs_diff""}; map={""$"": 5, ""&"": 8, ""("": 0, "")"": 9, ""/"": 1, "":"": 7, ""<"": 6, ""{"": 3, ""|"": 4}"
b0206bb7,]$!,$){,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
638f93ca,@,$]<$,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
4bfd095a,{<<<,@/[@,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
7a422e17,%'!,"#`""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
5b2523e6,&&,><\$,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
0fe53bac,"(""",^?(|,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
274def88,92,-92,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,3,0,
03a3437f,-!,'}>/,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
30ac5c8e,)#?,@\}?,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
08d8d7e1,88,88,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
ff121f08,#<,!%<<,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
42cb233d,881,881,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
ec8b4875,"|""]",|@<!,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
e3fbc768,'(^),{%??,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
6cc5dafb,)(,^&>),False,"""#>#|%%)(|%%>>|%)(|%>>|)(|-%%>>|-%>>",18,False,True,False,ambiguous,multiple_unique_predictions,3,36,"abs_diff__minimal; ops={""!"": ""abs_diff"", ""-"": ""sub_ba"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} | ops={""!"": ""abs_diff"", ""-"": ""abs_diff"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} || abs_diff__width2; ops={""!"": ""abs_diff"", ""-"": ""sub_ba"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} | ops={""!"": ""abs_diff"", ""-"": ""abs_diff"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} || abs_diff__width3; ops={""!"": ""abs_diff"", ""-"": ""sub_ba"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} | ops={""!"": ""abs_diff"", ""-"": ""abs_diff"", ""\\"": ""mul""}; map={""\"""": 1, ""#"": 3, ""%"": 0, ""&"": 9, ""'"": 5, ""("": 6, "")"": 7, "">"": 2, ""]"": 8, ""^"": 4} || ab"
d5a03a2e,>>,""")&&",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
8bebef83,3388,3388,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
27cec7a9,3341,3341,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
4aeed935,1455,1455,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
fb623471,-21,21,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,2,0,
88b43464,5311,5311,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
209c43f0,101,101,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
d129b085,##$,!>``,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
e582df31,}@,"""']@",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
a77be9fa,"[""",{>$[,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
f8d6abd1,5543,5543,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
4ed6b56f,"(""/""",!:`(,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
208d7838,[:,[&<>,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
58c099d2,-)\,^!#\,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
3cb3fd89,[[&],]$$),False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
a26065d4,<',<&<#,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
194695e8,%,!\{<,False,%%{<|-%%{<|-{<|{<,6,False,True,False,ambiguous,multiple_unique_predictions,2,6,"abs_diff__minimal; ops={""*"": ""mul"", ""-"": ""abs_diff""}; map={""!"": 3, ""$"": 7, ""%"": 0, ""<"": 8, ""\\"": 6, ""]"": 5, ""{"": 1, ""|"": 2} || abs_diff__width2; ops={""*"": ""mul"", ""-"": ""abs_diff""}; map={""!"": 3, ""$"": 7, ""%"": 0, ""<"": 8, ""\\"": 6, ""]"": 5, ""{"": 1, ""|"": 2} || abs_diff__width4; ops={""*"": ""mul"", ""-"": ""abs_diff""}; map={""!"": 3, ""$"": 7, ""%"": 0, ""<"": 8, ""\\"": 6, ""]"": 5, ""{"": 1, ""|"": 2} || sub_ba__minimal; ops={""*"": ""mul"", ""-"": ""sub_ba""}; map={""!"": 3, ""$"": 7, ""%"": 0, ""<"": 8, ""\\"": 6, ""]"": 5, ""{"": 1, ""|"": 2}"
528ec0d8,-39,39,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,3,0,
4bb8c6cd,]}\!,]}\!,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
57712d01,-/<,$/'{,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
d98d85c0,?(&@,(@@?,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
7ed40e8a,180,180,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
491b8ea5,)!,@|]!,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
eb1a62f7,>!>},){>),False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
0bb591e6,%?<,"""$%%""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
3c424916,9351,9351,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
72336119,3316,3316,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
9a19fc2d,#>[,!&)#,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
528b694b,"""'",>]],False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
d3b20e29,3922,3922,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
d1bd7478,30,3,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,3,0,
21519be7,35,35,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
7306613b,251,251,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
fba40625,'>&,{>?#,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
9aa8dc92,/#</,/#</,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
c5b058d6,134,35,False,,0,False,False,True,abstain,no_unique_signed_cryptarithm_candidate,2,0,
b4342b90,66,66,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
837a6ae7,<>\>,"<:{""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
d0e1010b,!&&},|&$|,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
34c563c5,04`,04`,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
5a0d5d2a,341,55,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
5a9fcf68,4443,4,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
6e56b39a,-/#,&#!,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,1,0,
a5f1991c,/|',!&&&,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
c7aae192,">""(","\""]",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
e4cc7639,113,16,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
844f826c,"/""",`@>``,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
b69391b8,66,66,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
8193e7e0,??{`,#?&`,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
5bcb572e,-!#,"""{!""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
8c1529e1,-52,-52,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
cdec898a,<?/,>}][?,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
44398869,5913,5913,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
edf364da,$(%,::{[,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
339149c9,3,3,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
c7844441,:/$^,:/$^,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
21261dc6,-25,-25,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
4dbec546,611,611,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
0e009c6d,`?\!,@?`?,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
b4b73143,>\:,>!!/,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
861cb154,2271,10,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
90feb0c5,:<],?>>>,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
c541eb82,-01,-01,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,1,0,
b9f1d959,:>,"$""\[""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
ca5db1c0,^,"\boxed({""'|})",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
9f1ff166,[,"""]'/",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
432b1110,%[:?,\{<?,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,2,0,
f333b67f,100,100,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
f7d26b8d,/@,[}}\,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
8e56a42e,%/<>,%/<>,True,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
20f0fac9,2976,65,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
26e48e98,){|,"""%]%{""",False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
5501c054,[#>#,!##^,False,"&&[|&[|-&&[|-&[|-[|[|[#>#|^)""",12,False,True,False,ambiguous,multiple_unique_predictions,3,24,"abs_diff__minimal; ops={""$"": ""abs_diff"", ""{"": ""sub_ab"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} | ops={""$"": ""abs_diff"", ""{"": ""abs_diff"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} || abs_diff__width2; ops={""$"": ""abs_diff"", ""{"": ""sub_ab"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} | ops={""$"": ""abs_diff"", ""{"": ""abs_diff"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} || abs_diff__width3; ops={""$"": ""abs_diff"", ""{"": ""sub_ab"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} | ops={""$"": ""abs_diff"", ""{"": ""abs_diff"", ""}"": ""add""}; map={""!"": 6, ""\"""": 8, ""#"": 7, ""&"": 0, ""'"": 9, "")"": 3, "">"": 5, ""["": 4, ""\\"": 2, ""^"": 1} || ad"
ea6d926a,87,37,False,,0,False,False,False,abstain,no_unique_signed_cryptarithm_candidate,3,0,
