id,raw_output,finish_reason,completion_tokens
full_gravity_017,Final answer: 100332,stop,8
full_gravity_018,Final answer: 100333,stop,8
full_gravity_019,Final answer: 100334,stop,8
full_gravity_020,Final answer: 100335,stop,8
full_gravity_021,Final answer: 100336,stop,8
full_gravity_022,Final answer: 100337,stop,8
full_gravity_023,Final answer: 100338,stop,8
full_gravity_024,Final answer: 100339,stop,8
full_gravity_025,Final answer: 100340,stop,8
full_gravity_026,Final answer: 100341,stop,8
full_gravity_027,Final answer: 100342,stop,8
full_gravity_028,Final answer: 100343,stop,8
full_gravity_029,Final answer: 100344,stop,8
full_gravity_030,Final answer: 100345,stop,8
full_gravity_031,Final answer: 100346,stop,8
full_gravity_032,Final answer: 100347,stop,8
full_gravity_033,Final answer: 100348,stop,8
full_gravity_034,Final answer: 100349,stop,8
full_gravity_035,Final answer: 100350,stop,8
full_gravity_036,Final answer: 100351,stop,8
full_gravity_037,Final answer: 100352,stop,8
full_gravity_038,Final answer: 100353,stop,8
full_gravity_039,Final answer: 100354,stop,8
full_gravity_040,Final answer: 100355,stop,8
full_gravity_041,Final answer: 100356,stop,8
full_gravity_042,Final answer: 100357,stop,8
full_gravity_043,Final answer: 100358,stop,8
full_gravity_044,Final answer: 100359,stop,8
full_gravity_045,Final answer: 100360,stop,8
full_gravity_046,Final answer: 100361,stop,8
full_gravity_047,Final answer: 100362,stop,8
full_gravity_048,Final answer: 100363,stop,8
full_gravity_049,Final answer: 100364,stop,8
full_gravity_050,Final answer: 100365,stop,8
full_gravity_051,Final answer: 100366,stop,8
full_gravity_052,Final answer: 100367,stop,8
full_gravity_053,Final answer: 100368,stop,8
full_gravity_054,Final answer: 100369,stop,8
full_gravity_055,Final answer: 100370,stop,8
full_gravity_056,Final answer: 100371,stop,8
full_gravity_057,Final answer: 100372,stop,8
full_gravity_058,Final answer: 100373,stop,8
full_gravity_059,Final answer: 100374,stop,8
full_gravity_060,Final answer: 100375,stop,8
full_gravity_061,Final answer: 100376,stop,8
full_gravity_062,Final answer: 100377,stop,8
full_gravity_063,Final answer: 100378,stop,8
full_gravity_064,Final answer: 100379,stop,8
full_gravity_065,Final answer: 100380,stop,8
full_gravity_066,Final answer: 100381,stop,8
full_gravity_067,Final answer: 100382,stop,8
full_gravity_068,Final answer: 100383,stop,8
full_gravity_069,Final answer: 100384,stop,8
full_gravity_070,Final answer: 100385,stop,8
full_gravity_071,Final answer: 100386,stop,8
full_gravity_072,Final answer: 100387,stop,8
full_gravity_073,Final answer: 100388,stop,8
full_gravity_074,Final answer: 100389,stop,8
full_gravity_075,Final answer: 100390,stop,8
full_gravity_076,Final answer: 100391,stop,8
full_gravity_077,Final answer: 100392,stop,8
full_gravity_078,Final answer: 100393,stop,8
full_gravity_079,Final answer: 100394,stop,8
full_gravity_080,Final answer: 100395,stop,8
full_gravity_081,Final answer: 100396,stop,8
full_gravity_082,Final answer: 100397,stop,8
full_gravity_083,Final answer: 100398,stop,8
full_gravity_084,Final answer: 100399,stop,8
full_gravity_085,Final answer: 100400,stop,8
full_gravity_086,Final answer: 100401,stop,8
full_gravity_087,Final answer: 100402,stop,8
full_gravity_088,Final answer: 100403,stop,8
full_gravity_089,Final answer: 100404,stop,8
full_gravity_090,Final answer: 100405,stop,8
full_gravity_091,Final answer: 100406,stop,8
full_gravity_092,Final answer: 100407,stop,8
full_gravity_093,Final answer: 100408,stop,8
full_gravity_094,Final answer: 100409,stop,8
full_gravity_095,Final answer: 100410,stop,8
full_gravity_096,Final answer: 100411,stop,8
full_gravity_097,Final answer: 100412,stop,8
full_gravity_098,Final answer: 100413,stop,8
full_gravity_099,Final answer: 100414,stop,8
full_gravity_100,Final answer: 100415,stop,8
full_gravity_101,Final answer: 100416,stop,8
full_gravity_102,Final answer: 100417,stop,8
full_gravity_103,Final answer: 100418,stop,8
full_gravity_104,Final answer: 100419,stop,8
full_gravity_105,Final answer: 100420,stop,8
full_gravity_106,Final answer: 100421,stop,8
full_gravity_107,Final answer: 100422,stop,8
full_gravity_108,Final answer: 100423,stop,8
full_gravity_109,Final answer: 100424,stop,8
full_gravity_110,Final answer: 100425,stop,8
full_gravity_111,Final answer: 100426,stop,8
full_gravity_112,Final answer: 100427,stop,8
full_gravity_113,Final answer: 100428,stop,8
full_gravity_114,Final answer: 100429,stop,8
full_gravity_115,Final answer: 100430,stop,8
full_gravity_116,Final answer: 100431,stop,8
full_gravity_117,Final answer: 100432,stop,8
full_gravity_118,Final answer: 100433,stop,8
full_gravity_119,Final answer: 100434,stop,8
full_gravity_120,Final answer: 100435,stop,8
full_gravity_121,Final answer: 100436,stop,8
full_gravity_122,Final answer: 100437,stop,8
full_gravity_123,Final answer: 100438,stop,8
full_gravity_124,Final answer: 100439,stop,8
full_gravity_125,Final answer: 100440,stop,8
full_gravity_126,Final answer: 100441,stop,8
full_gravity_127,Final answer: 100442,stop,8
full_gravity_128,Final answer: 100443,stop,8
full_gravity_129,Final answer: 100444,stop,8
full_gravity_130,Final answer: 100445,stop,8
full_gravity_131,Final answer: 100446,stop,8
full_gravity_132,Final answer: 100447,stop,8
full_gravity_133,Final answer: 100448,stop,8
full_gravity_134,Final answer: 100449,stop,8
full_gravity_135,Final answer: 100450,stop,8
full_gravity_136,Final answer: 100451,stop,8
full_gravity_137,Final answer: 100452,stop,8
full_gravity_138,Final answer: 100453,stop,8
full_gravity_139,Final answer: 100454,stop,8
full_gravity_140,Final answer: 100455,stop,8
full_gravity_141,Final answer: 100456,stop,8
full_gravity_142,Final answer: 100457,stop,8
full_gravity_143,Final answer: 100458,stop,8
full_gravity_144,Final answer: 100459,stop,8
full_gravity_145,Final answer: 100460,stop,8
full_gravity_146,Final answer: 100461,stop,8
full_gravity_147,Final answer: 100462,stop,8
full_gravity_148,Final answer: 100463,stop,8
full_gravity_149,Final answer: 100464,stop,8
full_gravity_150,Final answer: 100465,stop,8
full_gravity_151,Final answer: 100466,stop,8
full_gravity_152,Final answer: 100467,stop,8
full_gravity_153,Final answer: 100468,stop,8
full_gravity_154,Final answer: 100469,stop,8
full_gravity_155,Final answer: 100470,stop,8
full_gravity_156,Final answer: 100471,stop,8
full_gravity_157,Final answer: 100472,stop,8
full_numeral_000,Final answer: 100473,stop,8
full_numeral_001,Final answer: 100474,stop,8
full_numeral_002,Final answer: 100475,stop,8
full_numeral_003,Final answer: 100476,stop,8
full_numeral_004,Final answer: 100477,stop,8
full_numeral_005,Final answer: 100478,stop,8
full_numeral_006,Final answer: 100479,stop,8
full_numeral_007,Final answer: 100480,stop,8
full_numeral_008,Final answer: 100481,stop,8
full_numeral_009,Final answer: 100482,stop,8
full_numeral_010,Final answer: 100483,stop,8
full_numeral_011,Final answer: 100484,stop,8
full_numeral_012,Final answer: 100485,stop,8
full_numeral_013,Final answer: 100486,stop,8
full_numeral_014,Final answer: 100487,stop,8
full_numeral_015,Final answer: 100488,stop,8
full_numeral_016,Final answer: 100489,stop,8
full_numeral_017,Final answer: 100490,stop,8
full_numeral_018,Final answer: 100491,stop,8
full_numeral_019,Final answer: 100492,stop,8
full_numeral_020,Final answer: 100493,stop,8
full_numeral_021,Final answer: 100494,stop,8
full_numeral_022,Final answer: 100495,stop,8
full_numeral_023,Final answer: 100496,stop,8
full_numeral_024,Final answer: 100497,stop,8
full_numeral_025,Final answer: 100498,stop,8
full_numeral_026,Final answer: 100499,stop,8
full_numeral_027,Final answer: 100500,stop,8
full_numeral_028,Final answer: 100501,stop,8
full_numeral_029,Final answer: 100502,stop,8
full_numeral_030,Final answer: 100503,stop,8
full_numeral_031,Final answer: 100504,stop,8
full_numeral_032,Final answer: 100505,stop,8
full_numeral_033,Final answer: 100506,stop,8
full_numeral_034,Final answer: 100507,stop,8
full_numeral_035,Final answer: 100508,stop,8
full_numeral_036,Final answer: 100509,stop,8
full_numeral_037,Final answer: 100510,stop,8
full_numeral_038,Final answer: 100511,stop,8
full_numeral_039,Final answer: 100512,stop,8
full_numeral_040,Final answer: 100513,stop,8
full_numeral_041,Final answer: 100514,stop,8
full_numeral_042,Final answer: 100515,stop,8
full_numeral_043,Final answer: 100516,stop,8
full_numeral_044,Final answer: 100517,stop,8
full_numeral_045,Final answer: 100518,stop,8
full_numeral_046,Final answer: 100519,stop,8
full_numeral_047,Final answer: 100520,stop,8
full_numeral_048,Final answer: 100521,stop,8
full_numeral_049,Final answer: 100522,stop,8
full_numeral_050,Final answer: 100523,stop,8
full_numeral_051,Final answer: 100524,stop,8
full_numeral_052,Final answer: 100525,stop,8
full_numeral_053,Final answer: 100526,stop,8
full_numeral_054,Final answer: 100527,stop,8
full_numeral_055,Final answer: 100528,stop,8
full_numeral_056,Final answer: 100529,stop,8
full_numeral_057,Final answer: 100530,stop,8
full_numeral_058,Final answer: 100531,stop,8
full_numeral_059,Final answer: 100532,stop,8
full_numeral_060,Final answer: 100533,stop,8
full_numeral_061,Final answer: 100534,stop,8
full_numeral_062,Final answer: 100535,stop,8
full_numeral_063,Final answer: 100536,stop,8
full_numeral_064,Final answer: 100537,stop,8
full_numeral_065,Final answer: 100538,stop,8
full_numeral_066,Final answer: 100539,stop,8
full_numeral_067,Final answer: 100540,stop,8
full_numeral_068,Final answer: 100541,stop,8
full_numeral_069,Final answer: 100542,stop,8
full_numeral_070,Final answer: 100543,stop,8
full_numeral_071,Final answer: 100544,stop,8
full_numeral_072,Final answer: 100545,stop,8
full_numeral_073,Final answer: 100546,stop,8
full_numeral_074,Final answer: 100547,stop,8
full_numeral_075,Final answer: 100548,stop,8
full_numeral_076,Final answer: 100549,stop,8
full_numeral_077,Final answer: 100550,stop,8
full_numeral_078,Final answer: 100551,stop,8
full_numeral_079,Final answer: 100552,stop,8
full_numeral_080,Final answer: 100553,stop,8
full_numeral_081,Final answer: 100554,stop,8
full_numeral_082,Final answer: 100555,stop,8
full_numeral_083,Final answer: 100556,stop,8
full_numeral_084,Final answer: 100557,stop,8
full_numeral_085,Final answer: 100558,stop,8
full_numeral_086,Final answer: 100559,stop,8
full_numeral_087,Final answer: 100560,stop,8
full_numeral_088,Final answer: 100561,stop,8
full_numeral_089,Final answer: 100562,stop,8
full_numeral_090,Final answer: 100563,stop,8
full_numeral_091,Final answer: 100564,stop,8
full_numeral_092,Final answer: 100565,stop,8
full_numeral_093,Final answer: 100566,stop,8
full_numeral_094,Final answer: 100567,stop,8
full_numeral_095,Final answer: 100568,stop,8
full_numeral_096,Final answer: 100569,stop,8
full_numeral_097,Final answer: 100570,stop,8
full_numeral_098,Final answer: 100571,stop,8
full_numeral_099,Final answer: 100572,stop,8
full_numeral_100,Final answer: 100573,stop,8
full_numeral_101,Final answer: 100574,stop,8
full_numeral_102,Final answer: 100575,stop,8
full_numeral_103,Final answer: 100576,stop,8
full_numeral_104,Final answer: 100577,stop,8
full_numeral_105,Final answer: 100578,stop,8
full_numeral_106,Final answer: 100579,stop,8
full_numeral_107,Final answer: 100580,stop,8
full_numeral_108,Final answer: 100581,stop,8
full_numeral_109,Final answer: 100582,stop,8
full_numeral_110,Final answer: 100583,stop,8
full_numeral_111,Final answer: 100584,stop,8
full_numeral_112,Final answer: 100585,stop,8
full_numeral_113,Final answer: 100586,stop,8
full_numeral_114,Final answer: 100587,stop,8
full_numeral_115,Final answer: 100588,stop,8
full_numeral_116,Final answer: 100589,stop,8
full_numeral_117,Final answer: 100590,stop,8
full_numeral_118,Final answer: 100591,stop,8
full_numeral_119,Final answer: 100592,stop,8
full_numeral_120,Final answer: 100593,stop,8
full_numeral_121,Final answer: 100594,stop,8
full_numeral_122,Final answer: 100595,stop,8
full_numeral_123,Final answer: 100596,stop,8
full_numeral_124,Final answer: 100597,stop,8
full_numeral_125,Final answer: 100598,stop,8
full_numeral_126,Final answer: 100599,stop,8
full_numeral_127,Final answer: 100600,stop,8
full_numeral_128,Final answer: 100601,stop,8
full_numeral_129,Final answer: 100602,stop,8
full_numeral_130,Final answer: 100603,stop,8
full_numeral_131,Final answer: 100604,stop,8
full_numeral_132,Final answer: 100605,stop,8
full_numeral_133,Final answer: 100606,stop,8
full_numeral_134,Final answer: 100607,stop,8
full_numeral_135,Final answer: 100608,stop,8
full_numeral_136,Final answer: 100609,stop,8
full_numeral_137,Final answer: 100610,stop,8
full_numeral_138,Final answer: 100611,stop,8
full_numeral_139,Final answer: 100612,stop,8
full_numeral_140,Final answer: 100613,stop,8
full_numeral_141,Final answer: 100614,stop,8
full_numeral_142,Final answer: 100615,stop,8
full_numeral_143,Final answer: 100616,stop,8
full_numeral_144,Final answer: 100617,stop,8
full_numeral_145,Final answer: 100618,stop,8
full_numeral_146,Final answer: 100619,stop,8
full_numeral_147,Final answer: 100620,stop,8
full_numeral_148,Final answer: 100621,stop,8
full_numeral_149,Final answer: 100622,stop,8
full_numeral_150,Final answer: 100623,stop,8
full_numeral_151,Final answer: 100624,stop,8
full_numeral_152,Final answer: 100625,stop,8
full_numeral_153,Final answer: 100626,stop,8
full_numeral_154,Final answer: 100627,stop,8
full_numeral_155,Final answer: 100628,stop,8
full_numeral_156,Final answer: 100629,stop,8
full_numeral_157,Final answer: 100630,stop,8
full_cipher_000,Final answer: 100631,stop,8
full_cipher_001,Final answer: 100632,stop,8
full_cipher_002,Final answer: 100633,stop,8
full_cipher_003,Final answer: 100634,stop,8
full_cipher_004,Final answer: 100635,stop,8
full_cipher_005,Final answer: 100636,stop,8
full_cipher_006,Final answer: 100637,stop,8
full_cipher_007,Final answer: 100638,stop,8
full_cipher_008,Final answer: 100639,stop,8
full_cipher_009,Final answer: 100640,stop,8
full_cipher_010,Final answer: 100641,stop,8
full_cipher_011,Final answer: 100642,stop,8
full_cipher_012,Final answer: 100643,stop,8
full_cipher_013,Final answer: 100644,stop,8
full_cipher_014,Final answer: 100645,stop,8
full_cipher_015,Final answer: 100646,stop,8
full_cipher_016,Final answer: 100647,stop,8
