key,count,answer_count,family_count,subcategory_count,answers_preview,families,subcategories,ids_preview,template_preview
978fc2549dc91e9e455146e911c3dc5bd7e51c4cfd44d6a98bdfed94105f0b8c,3,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00360|v498_train_colon_absdiff_restore_trailing_zero_00163|v498_train_colon_absdiff_restore_trailing_zero_00255,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
9aab4d9a9c045449bf8a2e8b2612de13cf425be7c5b6d8cfe9e3715240d12257,3,1,1,1,40,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00068|v498_train_colon_absdiff_restore_trailing_zero_00137|v498_validation_colon_absdiff_restore_trailing_zero_00094,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
9de31d18bb4d2e3bcff9f2de63a8cb24c7ad31cc3cd63ac18dde22fd386e93a3,3,1,1,1,60,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00299|v498_train_colon_absdiff_restore_trailing_zero_00055|v498_train_colon_absdiff_restore_trailing_zero_00082,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
b5eb0f827d402c4bafb7d03616e1d8f142ececd921ec3af333bcccfe6c00a4a3,3,1,1,1,80,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00135|v498_validation_colon_absdiff_restore_trailing_zero_00050|v498_validation_colon_absdiff_restore_trailing_zero_00072,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
d261ced96f5b46f232ba17c9bd559a76cd92ceb2abc13a0fa89f31946e743a3c,3,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00213|v498_train_colon_absdiff_restore_trailing_zero_00067|v498_validation_colon_absdiff_restore_trailing_zero_00086,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
f868acea8212866798973b2fb07fb4ee2296447c4857c2e6baf1e133fbc89600,3,1,1,1,40,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00293|v498_train_colon_absdiff_restore_trailing_zero_00220|v498_train_colon_absdiff_restore_trailing_zero_00333,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
003f1c1b16bf0079693c16649d150baab5d19482ace2e0e33e54400b01724ded,2,1,1,1,147,equation_transform,equation_numeric_add_direct_hard_negative,v498_train_add_direct_over_model_add_variant_00328|v498_train_add_direct_over_model_add_variant_00052,rule: use examples with the same additive query operator; ignore distractor operators. reject common wrong candidate <num>; it follows a distractor subtraction pattern. query <num>)<num> gives <num>. final answer: \boxed
06034bee831a8445f6b248ed12178bfecd1de3b7343b637122a009375e6e9c36,2,1,1,1,53,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00267|v498_train_minus_signed_opposite_sign_guarded_00329,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
069751b5f52ddc481aaffd9e93234dddc6881e2d70950589372628b3990b0094,2,1,1,1,40,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00290|v498_validation_colon_absdiff_restore_trailing_zero_00025,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
07338cf4378498e1ed9778184cef3fe5d74641c6c6799b058acd94648b0afa48,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00216|v498_train_colon_absdiff_restore_trailing_zero_00073,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
0838f15d16ff84ac148016fd025c558f7f993dbdd52a53a824616ea7604deb5a,2,1,1,1,31,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00247|v498_train_minus_signed_opposite_sign_guarded_00321,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
1061911c8f16e5e25b304acb7bdf93c1196dfb455e6d037c21c4a8f3303c5769,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00219|v498_validation_colon_absdiff_restore_trailing_zero_00095,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
1255395df6fd16709f68f9b12206e8038bdc680c9577b568da7ffcb171b3f3e6,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00222|v498_validation_colon_absdiff_restore_trailing_zero_00078,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
1616293dc34c0a5f490a13f9acd09eba5708f735c28cefa189b011e49eabdb54,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00300|v498_train_colon_absdiff_restore_trailing_zero_00263,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
162cdca1a1c4fbbc6c88e6f06a98ecd6377f8b37cd55b3380c0a05b29c996141,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00382|v498_validation_colon_absdiff_restore_trailing_zero_00060,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
16bb3f7beac2674de5db65f5dd8f4bb34fc3e1eeebe5719cfb59027f3d0dee47,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00027|v498_validation_colon_absdiff_restore_trailing_zero_00055,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
16f2f61e7842ed5f5b60e07d6f967e9550f0f17a49cb801433e5b20eb0d54fca,2,1,1,1,40,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00200|v498_train_colon_absdiff_restore_trailing_zero_00048,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
182f0edae3ab6366b9a6ba532b274e8197c16a2d2e295c3c6ca08960da9ea160,2,1,1,1,00111110,bit_manipulation,bit_guardrail_replay,v514_v460_train_bit_replay_0095_v217_train_e1b5c035da25253a|v514_v498_validation_bit_replay_00094_v217_val_37f2e921b85d9fcf,global unary: output = shr2(input) final answer: \boxed{<ans>}
18b0af0c8073d5f43cf3d052d2d5d258c59b017f6f88291e0ffb77cf2ba5812f,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00116|v498_train_colon_absdiff_restore_trailing_zero_00309,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
1a4dfa92c80e02e1eb6af2e71f60dad28f128e421304fe8b021d94a090912401,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00347|v498_train_colon_absdiff_restore_trailing_zero_00339,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
1caa79d12d58772ca4af359717fb8c43b71b2d5abf7c633cf8a24e7a74ab3c5f,2,1,1,1,70,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00166|v498_validation_colon_absdiff_restore_trailing_zero_00036,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
233190b0f1eb37dac2776c49bf55be44a9e72dd336337ca4ad17fcd0d800e3d3,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00298|v498_train_colon_absdiff_restore_trailing_zero_00371,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
24be791f267e2c9802497f6202b22f3e77d9c3dc8e1ab0355614d34532ce52a6,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00146|v498_train_colon_absdiff_restore_trailing_zero_00164,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
26f7c6f528440c299c68ddbc22d1bd4894755da818c2e5cf44eaf825cab08e07,2,1,1,1,11001111,bit_manipulation,bit_guardrail_replay,v514_v498_train_bit_replay_00435_v217_train_0bb7c59080207b65|v514_v498_validation_bit_replay_00022_v217_val_06af1f4b62bb7a51,per-bit analysis for <bin8>: bit <num>: id[<num>] = <num> bit <num>: id[<num>] = <num> bit <num>: id[<num>] = <num> bit <num>: id[<num>] = <num> bit <num>: const_1 = <num> bit <num>: const_1 = <num> bit <num>: const_1 =
278b9114911f8ae399ef3b7c708fc63a51fe79a8ae5d46ca277ead306ba2b534,2,1,1,1,120,equation_transform,equation_numeric_add_direct_hard_negative,v498_train_add_direct_over_model_add_variant_00222|v498_validation_add_direct_over_model_add_variant_00070,rule: use examples with the same additive query operator; ignore distractor operators. reject common wrong candidate <num>; it follows a distractor subtraction pattern. query <num>)<num> gives <num>. final answer: \boxed
28ac878209d42ccde45923b190c5317dfa101e0ebafe1e37c4c67dc35128387a,2,1,1,1,60,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00212|v498_train_colon_absdiff_restore_trailing_zero_00395,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
2abd95cef1aefcf8cc7be5fe7e0c7cb7b36c65c4e3d66ad330210d711c40bd97,2,1,1,1,60,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00147|v498_train_colon_absdiff_restore_trailing_zero_00391,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
2b29df77ab20a08b9638a8f229be211fd1103cb12ce01d3e5ddfdd7308a36a87,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00056|v498_train_colon_absdiff_restore_trailing_zero_00199,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
2f43998a846742f27963a969b0477fcbc86ae3133635dd7d125187028c9b7a9f,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00256|v498_train_colon_absdiff_restore_trailing_zero_00348,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
3646cc95f80bfdd9f899af79f1e775bee606686d5fb3ed18ee946fb521307998,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00313|v498_train_colon_absdiff_restore_trailing_zero_00302,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
3c4cc1feac661c12a8b92901d73d0750e1f2ae871769b13c5e3b6fa5724fe9e0,2,1,1,1,80,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00158|v498_train_colon_absdiff_restore_trailing_zero_00285,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
3cde9f6b3e7b642fe6aca1b643063de9899175c33154c4cccefb2bbb6c859ea4,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00342|v498_train_colon_absdiff_restore_trailing_zero_00108,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
3fad39934ceb59fd8b7d823510e708e6eb089185218551bc13855fed59e0f97e,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00280|v498_train_colon_absdiff_restore_trailing_zero_00148,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
41489f2c15e80f5e7a30c495b65ea359c7a6cf4dbc097606d5f0de7c9c82624d,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00245|v498_train_colon_absdiff_restore_trailing_zero_00011,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
440d99a5c383d15ce911e0227c91c2c12633e4e036d7062fe6ae37a4cd658de5,2,1,1,1,70,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00001|v498_validation_colon_absdiff_restore_trailing_zero_00013,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
49d65ca1bea9d241befc5b9d6a94755acc32efb47e63c0ad16f5b10152a2be31,2,1,1,1,60,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00093|v498_train_colon_absdiff_restore_trailing_zero_00119,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
4c2c3a606a0c3f88bf999e72d874198df8bda37188671efa901417e0ea5e10e0,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00017|v498_train_colon_absdiff_restore_trailing_zero_00398,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
4efab2b249a4f9dfa7d2d3465f64c4881b483261132f267ad4105e4ef855f2fe,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00094|v498_train_colon_absdiff_restore_trailing_zero_00022,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
4f2d28346e988658a215564cf59d9afcecbdbd52680c237eeb1315611dadc093,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00229|v498_train_colon_absdiff_restore_trailing_zero_00215,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
4fe8f861c82a491e0d8abe44761f95e23c1b9d829b42c0bc568a9265610dc604,2,1,1,1,-2,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00212|v498_validation_minus_signed_opposite_sign_guarded_00098,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
502494755eaedafb22e22a77923239cf43df94daddf5ca45fd08a3551868adaa,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00195|v498_train_colon_absdiff_restore_trailing_zero_00329,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
507d6b4a0ebef3f160dc1215b7de8cd973e7c490ea396c5e9298971b8e76de00,2,1,1,1,00011000,bit_manipulation,bit_guardrail_replay,v514_v498_train_bit_replay_00388_v217_train_b7cdd84c912bc7f2|v514_v460_train_bit_replay_0047_v217_train_a1f49c1a05ca2b14,global unary: output = shl3(input) final answer: \boxed{<ans>}
515906779c35c94b739a019dc4f0a40a23e522ab051937dff7aa809a59d9a1f3,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00121|v498_train_colon_absdiff_restore_trailing_zero_00054,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
539425e250f312441e8063f2e5b2479b525e26fd9b97a4d91f59a859b704644c,2,1,1,1,-81,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00060|v498_validation_minus_signed_opposite_sign_guarded_00002,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
53e04f62af0ad8fa0760ea18dbeba86b4f487811a0300c47de955eca77ef96da,2,1,1,1,01100001,bit_manipulation,bit_guardrail_replay,v514_v498_train_bit_replay_00468_v217_train_2b3c7effdfe5f1c3|v514_v498_train_bit_replay_00438_v217_train_8ae2a71f02e20ee3,global unary: output = rol7(input) final answer: \boxed{<ans>}
58f1ec1abd2c93ce41a9d270ef2f44676203433a0c54fb6fd116f1dabcc94a8c,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00058|v498_validation_colon_absdiff_restore_trailing_zero_00075,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
58f21a25624b48194c92e50d9003f4527a1f8f9c794f559e69e383c59d8ffb15,2,1,1,1,20,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00233|v498_train_colon_absdiff_restore_trailing_zero_00270,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
5c408f56311684619555b1c12fc166184f7b5e81fe1acb1f71752cf1f403ba7f,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00184|v498_train_colon_absdiff_restore_trailing_zero_00152,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
5c7f778125811600873d4eed1d309c64a912ed3864105c184bea91b919d1aba6,2,1,1,1,54,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00223|v498_train_minus_signed_opposite_sign_guarded_00129,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
5ec1e27111ad01f4559079ab0bc8f296ed637793a3dbc3ac8f4583a9ffbf3b1b,2,1,1,1,10,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_validation_colon_absdiff_restore_trailing_zero_00012|v498_validation_colon_absdiff_restore_trailing_zero_00065,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
6108b808fb9398abcacd9fc553db4b8e75bb20b0ff5721c8446dfcabb49b00c7,2,1,1,1,30,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00139|v498_train_colon_absdiff_restore_trailing_zero_00043,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
6228509840ac57c7658f82e137d9831aca614b8d3f19cf93a8237da3b904443c,2,1,1,1,11101001,bit_manipulation,bit_guardrail_replay,v514_v498_train_bit_replay_00290_v217_train_833ade8c5e46783e|v514_v498_train_bit_replay_00261_v217_train_fed75dc745796560,global unary: output = rol5(input) final answer: \boxed{<ans>}
63cfb58eb4269d72c4b46d599c2a98a8098b7d8d707e7b235064321570738610,2,1,1,1,147,equation_transform,equation_numeric_add_direct_hard_negative,v498_train_add_direct_over_model_add_variant_00169|v498_validation_add_direct_over_model_add_variant_00021,rule: use examples with the same additive query operator; ignore distractor operators. reject common wrong candidate <num>; it follows a distractor subtraction pattern. query <num>+<num> gives <num>. final answer: \boxed
63ee22ab4ad43473bab3223b077754426111156d622803285f30cac4b47be433,2,1,1,1,50,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00231|v498_train_colon_absdiff_restore_trailing_zero_00224,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
