ref,title,author,lastRunTime,totalVotes
truongdinhduc06/pretrain-sanity-compile-v2,pretrain-sanity-compile-v2,Trương Đình Đức,2026-05-12 08:16:42.813000,0
nguyenduongtrong/pretrain-sanity-baseline,pretrain-sanity-baseline,Nguyen Duong Trong,2026-05-12 08:16:00.710000,0
truongdinhduc06/pretrain-sanity-baseline-pcc,pretrain-sanity-baseline-pcc,Trương Đình Đức,2026-05-12 07:47:57.173000,0
tuananhtran37/pretrain-sanity-compile-pcc,pretrain-sanity-compile-pcc,Tuan Anh Tran 37,2026-05-12 07:50:20.577000,0
javierrodrguez97/first-easy-approach-3-h,First Easy Approach - 3 h,Javier_Rodríguez97,2026-05-15 12:32:29.327000,14
tanluu/probe-pcc-reason,probe-pcc-reason,tan luu,2026-05-12 06:00:59.927000,0
truongdinhduc06/probe-vanilla-s4,probe-vanilla-s4,Trương Đình Đức,2026-05-12 06:00:58.810000,0
devpateltech/notebookd7186e4fc9,notebookd7186e4fc9,Dev Patel,2026-05-12 06:00:08.283000,0
dfbjdsbds/pretrain-vanilla-d2048-3b-baseline,pretrain-vanilla-d2048-3b-baseline,Space_cowboy,2026-05-12 05:38:48.257000,0
nguyenduongtrong/pretrain-vanilla-d2048-3b-synth,pretrain-vanilla-d2048-3b-synth,Nguyen Duong Trong,2026-05-12 05:38:10.917000,0
truongdinhduc06/steered-pcc-d2048-seed1-loose-chain,steered-pcc-d2048-seed1-loose-chain,Trương Đình Đức,2026-05-12 05:36:57.407000,0
truongdinhduc06/lle-v2-pcc-d2048-seed1-loose,lle-v2-pcc-d2048-seed1-loose,Trương Đình Đức,2026-05-12 05:36:54.323000,0
tanluu/steered-pcc-d2048-reason-chain,steered-pcc-d2048-reason-chain,tan luu,2026-05-12 04:51:22.977000,0
truongdinhduc06/steered-vanilla-d2048-s4-chain,steered-vanilla-d2048-s4-chain,Trương Đình Đức,2026-05-12 04:51:20.467000,0
hiulnho/pretrain-pcc-d2048-reason-synth,pretrain-pcc-d2048-reason-synth,Hiếu Lê Nho,2026-05-12 04:34:26.947000,0
kanakasarat1/lora-adapter-fusion-and-rank-compression-pipeline,LoRA Adapter Fusion and Rank Compression Pipeline ,Kanaka Sarat Siripurapu,2026-05-12 04:33:43.717000,0
tuananhtran37/lle-v2-vanilla-d2048-s3,lle-v2-vanilla-d2048-s3,Tuan Anh Tran 37,2026-05-12 04:27:06.083000,0
dfbjdsbds/lle-v2-vanilla-d2048-s2,lle-v2-vanilla-d2048-s2,Space_cowboy,2026-05-12 04:27:04.980000,0
truongdinhduc06/lle-v2-vanilla-d2048-s1,lle-v2-vanilla-d2048-s1,Trương Đình Đức,2026-05-12 04:27:05.080000,0
tanluu/lle-v2-pcc-d2048-reason,lle-v2-pcc-d2048-reason,tan luu,2026-05-12 04:27:04.673000,0
tamgujoa/adapter-validation-notebook,Adapter validation notebook,tamgujoa,2026-05-15 12:38:46.947000,0
tanluu/lle-pcc-d2048-reason-tanluu,lle-pcc-d2048-reason-tanluu,tan luu,2026-05-12 04:05:23.740000,0
tuetrandoanminh/pretrain-pcc-d2048-reason-tight,pretrain-pcc-d2048-reason-tight,Tue Tran Doan Minh,2026-05-12 02:36:00.940000,0
tuetrandoanminh/lle-hybrid-d1280-l8,lle-hybrid-d1280-l8,Tue Tran Doan Minh,2026-05-12 02:28:25.723000,0
tuananhtran37/lle-vanilla-iter-d2048-s2,lle-vanilla-iter-d2048-s2,Tuan Anh Tran 37,2026-05-12 02:26:37.023000,0
dfbjdsbds/lle-vanilla-iter-d2048-s1,lle-vanilla-iter-d2048-s1,Space_cowboy,2026-05-12 02:26:36.043000,0
truongdinhduc06/lle-xloop-d1280-s2,lle-xloop-d1280-s2,Trương Đình Đức,2026-05-12 02:26:33.337000,0
tuananhtran37/lle-pcc-iter-d1280-s1,lle-pcc-iter-d1280-s1,Tuan Anh Tran 37,2026-05-12 02:19:26.080000,0
dfbjdsbds/lle-vanilla-d2048-s3,lle-vanilla-d2048-s3,Space_cowboy,2026-05-12 02:19:23.707000,0
truongdinhduc06/lle-vanilla-d2048-s2,lle-vanilla-d2048-s2,Trương Đình Đức,2026-05-12 02:19:22.120000,0
tuananhtran37/lle-vanilla-d2048-seed1,lle-vanilla-d2048-seed1,Tuan Anh Tran 37,2026-05-12 01:54:16.643000,0
dfbjdsbds/lle-vanilla-d2048-s4,lle-vanilla-d2048-s4,Space_cowboy,2026-05-12 01:54:15.707000,0
truongdinhduc06/lle-vanilla-d2048-s1,lle-vanilla-d2048-s1,Trương Đình Đức,2026-05-12 01:58:14.087000,0
anng1112/eval-vanilla-s4-chained-x,eval-vanilla-s4-chained-x,Nguyen An,2026-05-12 01:38:28.977000,0
tuetrandoanminh/eval-vanilla-d2048-seed1,eval-vanilla-d2048-seed1,Tue Tran Doan Minh,2026-05-12 01:38:13.490000,0
viswasurya/nvidia-nemotron-training,Nvidia-Nemotron Training,viswa surya,2026-05-12 16:27:21.087000,0
parthgala07/nvidia-nemotron-submission-training-1,NVIDIA Nemotron Submission Training 1,Parth Gala,2026-05-12 06:17:54.423000,0
kanakasarat1/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Kanaka Sarat Siripurapu,2026-05-12 03:03:03.397000,0
kenilv/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Kenil Himmatbhai Vaghasiya,2026-05-12 15:19:11.143000,0
anng1112/pretrain-pcc-d2048-reason-seed1,pretrain-pcc-d2048-reason-seed1,Nguyen An,2026-05-11 17:29:08.913000,0
tamgujoa/training-with-unsloth,Training with Unsloth,tamgujoa,2026-05-15 07:43:41.530000,0
hduong/pretrain-vanilla-d2048-15b-s4,pretrain-vanilla-d2048-15b-s4,Hoang Duong,2026-05-11 12:36:35.293000,0
hduong/probe-vanilla-s3-6-5b,probe-vanilla-s3-6_5b,Hoang Duong,2026-05-11 11:55:07.517000,0
tanluu/probe-pcc-d2048-reason,probe-pcc-d2048-reason,tan luu,2026-05-11 11:55:07.317000,0
leehoangquan006/probe-pcc-iter-d1280-2b,probe-pcc-iter-d1280-2b,Lê Hoàng Quân,2026-05-11 11:55:07.023000,0
khoidang67/eval-vanilla-iter-s2-x,eval-vanilla-iter-s2-x,Khôi Đăng,2026-05-11 11:21:57.887000,0
tuetrandoanminh/pretrain-vanilla-d2048-15b-seed1,pretrain-vanilla-d2048-15b-seed1,Tue Tran Doan Minh,2026-05-11 11:16:20.713000,0
hduong/eval-vanilla-d2048-s3-final,eval-vanilla-d2048-s3-final,Hoang Duong,2026-05-11 11:00:07.957000,0
tanluu/eval-pcc-d2048-reason,eval-pcc-d2048-reason,tan luu,2026-05-11 10:53:05.443000,0
leehoangquan006/eval-hr-d1280-reason,eval-hr-d1280-reason,Lê Hoàng Quân,2026-05-11 10:53:05.380000,0
phmthanhlm24022379/eval-pcc-matched-1b,eval-pcc-matched-1b, Phạm Thanh Lâm 24022379,2026-05-11 10:53:04.547000,0
phmthanhlm24022379/eval-hybrid-d1280-l8,eval-hybrid-d1280-l8, Phạm Thanh Lâm 24022379,2026-05-11 10:53:05.647000,0
skripsipesolmokelar/prep-vectors-llama,prep_vectors_llama,skripsi pesol mo kelar,2026-05-11 15:30:22.460000,0
leehoangquan006/eval-pcc-iter-d1280-2b,eval-pcc-iter-d1280-2b,Lê Hoàng Quân,2026-05-11 01:06:29.743000,0
namphmbuwu/eval-vanilla-iter-d2048-s1,eval-vanilla-iter-d2048-s1,Nam Phạm Bá UWU,2026-05-11 00:48:57.823000,0
adv1102/notebookcc9dc9084a,notebookcc9dc9084a,adv_1102,2026-05-11 04:29:22.037000,0
xduan7/nemotron-concat-only-diagnostic-memcheck,Nemotron Concat-Only Diagnostic Memcheck,Xiaotian Duan,2026-05-10 22:45:28.477000,0
xduan7/nemotron-concat-only-diagnostic-eval,Nemotron Concat-Only Diagnostic Eval,Xiaotian Duan,2026-05-10 22:45:26.110000,0
yinkaog/run28-051026,run28_051026,YinkaOG,2026-05-10 20:25:57.783000,0
